dismantlingMats-int[][],gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int,weaponSubtype-int
"743,1,80","15,1,96,99;11,1,380,394",289,999,1,3,unisex,,371,348,0
"743,1,80","15,1,99,103;11,1,394,409",289,999,2,3,unisex,,372,348,0
"743,1,80","15,1,103,106;11,1,409,424",289,999,3,3,unisex,,373,348,0
"743,1,80","15,1,106,110;11,1,424,439",289,999,4,3,unisex,,374,348,0
"743,1,80","15,1,110,114;11,1,439,454",289,999,5,3,unisex,,375,348,0
"741,1,80","15,1,48,51;11,1,179,192;13,1,31,33",278,999,1,5,unisex,,376,337,0
"741,1,80","15,1,51,55;11,1,192,206;13,1,33,36",278,999,2,5,unisex,,377,337,0
"741,1,80","15,1,55,58;11,1,206,219;13,1,36,38",278,999,3,5,unisex,,378,337,0
"741,1,80","15,1,58,62;11,1,219,233;13,1,38,41",278,999,4,5,unisex,,379,337,0
"742,1,80","15,1,62,64;11,1,228,238;13,1,40,42",283,999,1,5,unisex,,380,342,0
"742,1,80","15,1,64,67;11,1,238,249;13,1,42,44",283,999,2,5,unisex,,381,342,0
"742,1,80","15,1,67,70;11,1,249,260;13,1,44,46",283,999,3,5,unisex,,382,342,0
"742,1,80","15,1,70,73;11,1,260,271;13,1,46,48",283,999,4,5,unisex,,383,342,0
"742,1,80","15,1,73,76;11,1,271,282;13,1,48,50",283,999,5,5,unisex,,384,342,0
"743,1,80","15,1,76,78;11,1,279,289;13,1,49,51",288,999,1,5,unisex,,385,347,0
"743,1,80","15,1,78,81;11,1,289,300;13,1,51,53",288,999,2,5,unisex,,386,347,0
"743,1,80","15,1,81,84;11,1,300,311;13,1,53,55",288,999,3,5,unisex,,387,347,0
"743,1,80","15,1,84,87;11,1,311,322;13,1,55,57",288,999,4,5,unisex,,388,347,0
"743,1,80","15,1,87,90;11,1,322,333;13,1,57,59",288,999,5,5,unisex,,389,347,0
"741,1,80","15,1,64,68;11,1,244,262;7,1,40,64",280,999,1,4,unisex,,390,339,0
"741,1,80","15,1,68,73;11,1,262,281;7,1,40,64",280,999,2,4,unisex,,391,339,0
"741,1,80","15,1,73,77;11,1,281,299;7,1,40,64",280,999,3,4,unisex,,392,339,0
"741,1,80","15,1,77,82;11,1,299,318;7,1,40,64",280,999,4,4,unisex,,393,339,0
"742,1,80","15,1,83,86;11,1,311,325;7,1,45,65",285,999,1,4,unisex,,394,344,0
"742,1,80","15,1,86,90;11,1,325,340;7,1,45,65",285,999,2,4,unisex,,395,344,0
"742,1,80","15,1,90,93;11,1,340,355;7,1,45,65",285,999,3,4,unisex,,396,344,0
"742,1,80","15,1,93,97;11,1,355,370;7,1,45,65",285,999,4,4,unisex,,397,344,0
"742,1,80","15,1,97,101;11,1,370,385;7,1,45,65",285,999,5,4,unisex,,398,344,0
"743,1,80","15,1,101,104;11,1,380,394;7,1,50,66",290,999,1,4,unisex,,399,349,0
"743,1,80","15,1,104,108;11,1,394,409;7,1,50,66",290,999,2,4,unisex,,400,349,0
"743,1,80","15,1,108,111;11,1,409,424;7,1,50,66",290,999,3,4,unisex,,401,349,0
"743,1,80","15,1,111,115;11,1,424,439;7,1,50,66",290,999,4,4,unisex,,402,349,0
"743,1,80","15,1,115,119;11,1,439,454;7,1,50,66",290,999,5,4,unisex,,403,349,0
"750,1,80","49,1,59,63;50,1,59,63;44,1,1285,1376;47,1,321,344",291,999,1,1,unisex,,404,350,0
"750,1,80","49,1,63,67;50,1,63,67;44,1,1376,1468;47,1,344,367",291,999,2,1,unisex,,405,350,0
"750,1,80","49,1,67,71;50,1,67,71;44,1,1468,1560;47,1,367,390",291,999,3,1,unisex,,406,350,0
"750,1,80","49,1,71,76;50,1,71,76;44,1,1560,1652;47,1,390,413",291,999,4,1,unisex,,407,350,0
"751,1,80","49,1,76,79;50,1,76,79;44,1,1652,1725;47,1,413,431",296,999,1,1,unisex,,408,355,0
"751,1,80","49,1,79,82;50,1,79,82;44,1,1725,1799;47,1,431,449",296,999,2,1,unisex,,409,355,0
"751,1,80","49,1,82,86;50,1,82,86;44,1,1799,1872;47,1,449,468",296,999,3,1,unisex,,410,355,0
"751,1,80","49,1,86,89;50,1,86,89;44,1,1872,1946;47,1,468,486",296,999,4,1,unisex,,411,355,0
"751,1,80","49,1,89,93;50,1,89,93;44,1,1946,2020;47,1,486,505",296,999,5,1,unisex,,412,355,0
"752,1,80","49,1,93,96;50,1,93,96;44,1,2020,2093;47,1,505,523",301,999,1,1,unisex,,413,360,0
"752,1,80","49,1,96,99;50,1,96,99;44,1,2093,2166;47,1,523,541",301,999,2,1,unisex,,414,360,0
"752,1,80","49,1,99,103;50,1,99,103;44,1,2166,2240;47,1,541,560",301,999,3,1,unisex,,415,360,0
"752,1,80","49,1,103,106;50,1,103,106;44,1,2240,2313;47,1,560,578",301,999,4,1,unisex,,416,360,0
"752,1,80","49,1,106,110;50,1,106,110;44,1,2313,2387;47,1,578,597",301,999,5,1,unisex,,417,360,0
"750,1,80","49,1,45,48;50,1,45,48;44,1,1537,1646;47,1,384,411",292,999,1,2,unisex,,418,351,0
"750,1,80","49,1,48,51;50,1,48,51;44,1,1646,1756;47,1,411,439",292,999,2,2,unisex,,419,351,0
"750,1,80","49,1,51,54;50,1,51,54;44,1,1756,1866;47,1,439,466",292,999,3,2,unisex,,420,351,0
"750,1,80","49,1,54,58;50,1,54,58;44,1,1866,1976;47,1,466,494",292,999,4,2,unisex,,421,351,0
"751,1,80","49,1,58,60;50,1,58,60;44,1,1976,2064;47,1,494,516",297,999,1,2,unisex,,422,356,0
"751,1,80","49,1,60,63;50,1,60,63;44,1,2064,2152;47,1,516,538",297,999,2,2,unisex,,423,356,0
"751,1,80","49,1,63,65;50,1,63,65;44,1,2152,2240;47,1,538,560",297,999,3,2,unisex,,424,356,0
"751,1,80","49,1,65,68;50,1,65,68;44,1,2240,2328;47,1,560,582",297,999,4,2,unisex,,425,356,0
"751,1,80","49,1,68,71;50,1,68,71;44,1,2328,2416;47,1,582,604",297,999,5,2,unisex,,426,356,0
"752,1,80","49,1,71,73;50,1,71,73;44,1,2416,2503;47,1,604,626",302,999,1,2,unisex,,427,361,0
"752,1,80","49,1,73,76;50,1,73,76;44,1,2503,2591;47,1,626,648",302,999,2,2,unisex,,428,361,0
"752,1,80","49,1,76,78;50,1,76,78;44,1,2591,2679;47,1,648,670",302,999,3,2,unisex,,429,361,0
"752,1,80","49,1,78,81;50,1,78,81;44,1,2679,2767;47,1,670,692",302,999,4,2,unisex,,430,361,0
"752,1,80","49,1,81,84;50,1,81,84;44,1,2767,2855;47,1,692,714",302,999,5,2,unisex,,431,361,0
"750,1,80","49,1,62,66;50,1,62,66;44,1,1222,1309;47,1,306,327",294,999,1,3,unisex,,432,353,0
"750,1,80","49,1,66,71;50,1,66,71;44,1,1309,1396;47,1,327,349",294,999,2,3,unisex,,433,353,0
"750,1,80","49,1,71,75;50,1,71,75;44,1,1396,1483;47,1,349,371",294,999,3,3,unisex,,434,353,0
"750,1,80","49,1,75,80;50,1,75,80;44,1,1483,1571;47,1,371,393",294,999,4,3,unisex,,435,353,0
"751,1,80","49,1,80,83;50,1,80,83;44,1,1571,1641;47,1,393,410",299,999,1,3,unisex,,436,358,0
"751,1,80","49,1,83,86;50,1,83,86;44,1,1641,1711;47,1,410,427",299,999,2,3,unisex,,437,358,0
"751,1,80","49,1,86,90;50,1,86,90;44,1,1711,1781;47,1,427,445",299,999,3,3,unisex,,438,358,0
"751,1,80","49,1,90,93;50,1,90,93;44,1,1781,1851;47,1,445,462",299,999,4,3,unisex,,439,358,0
"751,1,80","49,1,93,97;50,1,93,97;44,1,1851,1921;47,1,462,480",299,999,5,3,unisex,,440,358,0
"752,1,80","49,1,97,100;50,1,97,100;44,1,1921,1990;47,1,480,497",304,999,1,3,unisex,,441,363,0
"752,1,80","49,1,100,104;50,1,100,104;44,1,1990,2060;47,1,497,514",304,999,2,3,unisex,,442,363,0
"752,1,80","49,1,104,107;50,1,104,107;44,1,2060,2130;47,1,514,532",304,999,3,3,unisex,,443,363,0
"752,1,80","49,1,107,111;50,1,107,111;44,1,2130,2200;47,1,532,549",304,999,4,3,unisex,,444,363,0
"752,1,80","49,1,111,115;50,1,111,115;44,1,2200,2270;47,1,549,567",304,999,5,3,unisex,,445,363,0
"750,1,80","49,1,45,48;50,1,45,48;44,1,970,1039;47,1,243,260;43,1,5,5;46,1,5,5",293,999,1,5,unisex,,446,352,0
"750,1,80","49,1,48,51;50,1,48,51;44,1,1039,1108;47,1,260,277;43,1,5,6;46,1,5,6",293,999,2,5,unisex,,447,352,0
"750,1,80","49,1,51,54;50,1,51,54;44,1,1108,1177;47,1,277,294;43,1,6,6;46,1,6,6",293,999,3,5,unisex,,448,352,0
"750,1,80","49,1,54,58;50,1,54,58;44,1,1177,1247;47,1,294,312;43,1,6,7;46,1,6,7",293,999,4,5,unisex,,449,352,0
"751,1,80","49,1,58,60;50,1,58,60;44,1,1247,1302;47,1,312,325;43,1,6,6;46,1,6,6",298,999,1,5,unisex,,450,357,0
"751,1,80","49,1,60,63;50,1,60,63;44,1,1302,1358;47,1,325,339;43,1,6,6;46,1,6,6",298,999,2,5,unisex,,451,357,0
"751,1,80","49,1,63,65;50,1,63,65;44,1,1358,1413;47,1,339,353;43,1,6,7;46,1,6,7",298,999,3,5,unisex,,452,357,0
"751,1,80","49,1,65,68;50,1,65,68;44,1,1413,1469;47,1,353,367;43,1,7,7;46,1,7,7",298,999,4,5,unisex,,453,357,0
"751,1,80","49,1,68,71;50,1,68,71;44,1,1469,1525;47,1,367,381;43,1,7,8;46,1,7,8",298,999,5,5,unisex,,454,357,0
"752,1,80","49,1,71,73;50,1,71,73;44,1,1525,1580;47,1,381,394;43,1,8,8;46,1,8,8",303,999,1,5,unisex,,455,362,0
"752,1,80","49,1,73,76;50,1,73,76;44,1,1580,1635;47,1,394,408;43,1,8,8;46,1,8,8",303,999,2,5,unisex,,456,362,0
"752,1,80","49,1,76,78;50,1,76,78;44,1,1635,1691;47,1,408,422;43,1,8,8;46,1,8,8",303,999,3,5,unisex,,457,362,0
"752,1,80","49,1,78,81;50,1,78,81;44,1,1691,1746;47,1,422,436;43,1,8,8;46,1,8,8",303,999,4,5,unisex,,458,362,0
"752,1,80","49,1,81,84;50,1,81,84;44,1,1746,1802;47,1,436,450;43,1,8,9;46,1,8,9",303,999,5,5,unisex,,459,362,0
"750,1,80","49,1,62,66;50,1,62,66;44,1,1285,1376;47,1,321,344;8,1,21,25",295,999,1,4,unisex,,460,354,0
"750,1,80","49,1,66,71;50,1,66,71;44,1,1376,1468;47,1,344,367;8,1,21,25",295,999,2,4,unisex,,461,354,0
"750,1,80","49,1,71,75;50,1,71,75;44,1,1468,1560;47,1,367,390;8,1,21,25",295,999,3,4,unisex,,462,354,0
"750,1,80","49,1,75,80;50,1,75,80;44,1,1560,1652;47,1,390,413;8,1,21,25",295,999,4,4,unisex,,463,354,0
"751,1,80","49,1,80,83;50,1,80,83;44,1,1652,1725;47,1,413,431;8,1,26,30",300,999,1,4,unisex,,464,359,0
"751,1,80","49,1,83,86;50,1,83,86;44,1,1725,1799;47,1,431,449;8,1,26,30",300,999,2,4,unisex,,465,359,0
"751,1,80","49,1,86,90;50,1,86,90;44,1,1799,1872;47,1,449,468;8,1,26,30",300,999,3,4,unisex,,466,359,0
"751,1,80","49,1,90,93;50,1,90,93;44,1,1872,1946;47,1,468,486;8,1,26,30",300,999,4,4,unisex,,467,359,0
"751,1,80","49,1,93,97;50,1,93,97;44,1,1946,2020;47,1,486,505;8,1,26,30",300,999,5,4,unisex,,468,359,0
"752,1,80","49,1,97,100;50,1,97,100;44,1,2020,2093;47,1,505,523;8,1,31,35",305,999,1,4,unisex,,469,364,0
"752,1,80","49,1,100,104;50,1,100,104;44,1,2093,2166;47,1,523,541;8,1,31,35",305,999,2,4,unisex,,470,364,0
"752,1,80","49,1,104,107;50,1,104,107;44,1,2166,2240;47,1,541,560;8,1,31,35",305,999,3,4,unisex,,471,364,0
"752,1,80","49,1,107,111;50,1,107,111;44,1,2240,2313;47,1,560,578;8,1,31,35",305,999,4,4,unisex,,472,364,0
"752,1,80","49,1,111,115;50,1,111,115;44,1,2313,2387;47,1,578,597;8,1,31,35",305,999,5,4,unisex,,473,364,0
"759,1,80","54,1,58,62;55,1,58,62;56,1,58,62",261,999,1,1,unisex,,474,320,0
"759,1,80","54,1,62,66;55,1,62,66;56,1,62,66",261,999,2,1,unisex,,475,320,0
"759,1,80","54,1,66,70;55,1,66,70;56,1,66,70",261,999,3,1,unisex,,476,320,0
"759,1,80","54,1,70,74;55,1,70,74;56,1,70,74",261,999,4,1,unisex,,477,320,0
"760,1,80","54,1,74,77;55,1,74,77;56,1,74,77",266,999,1,1,unisex,,478,325,0
"760,1,80","54,1,77,80;55,1,77,80;56,1,77,80",266,999,2,1,unisex,,479,325,0
"760,1,80","54,1,80,84;55,1,80,84;56,1,80,84",266,999,3,1,unisex,,480,325,0
"760,1,80","54,1,84,87;55,1,84,87;56,1,84,87",266,999,4,1,unisex,,481,325,0
"760,1,80","54,1,87,91;55,1,87,91;56,1,87,91",266,999,5,1,unisex,,482,325,0
"761,1,80","54,1,91,94;55,1,91,94;56,1,91,94",271,999,1,1,unisex,,483,330,0
"761,1,80","54,1,94,97;55,1,94,97;56,1,94,97",271,999,2,1,unisex,,484,330,0
"761,1,80","54,1,97,100;55,1,97,100;56,1,97,100",271,999,3,1,unisex,,485,330,0
"761,1,80","54,1,100,103;55,1,100,103;56,1,100,103",271,999,4,1,unisex,,486,330,0
"761,1,80","54,1,103,107;55,1,103,107;56,1,103,107",271,999,5,1,unisex,,487,330,0
"759,1,80","54,1,69,74;55,1,69,74;56,1,69,74",262,999,1,2,unisex,,488,321,0
"759,1,80","54,1,74,79;55,1,74,79;56,1,74,79",262,999,2,2,unisex,,489,321,0
"759,1,80","54,1,79,84;55,1,79,84;56,1,79,84",262,999,3,2,unisex,,490,321,0
"759,1,80","54,1,84,89;55,1,84,89;56,1,84,89",262,999,4,2,unisex,,491,321,0
"760,1,80","54,1,89,93;55,1,89,93;56,1,89,93",267,999,1,2,unisex,,492,326,0
"760,1,80","54,1,93,97;55,1,93,97;56,1,93,97",267,999,2,2,unisex,,493,326,0
"760,1,80","54,1,97,101;55,1,97,101;56,1,97,101",267,999,3,2,unisex,,494,326,0
"760,1,80","54,1,101,105;55,1,101,105;56,1,101,105",267,999,4,2,unisex,,495,326,0
"760,1,80","54,1,105,109;55,1,105,109;56,1,105,109",267,999,5,2,unisex,,496,326,0
"761,1,80","54,1,109,112;55,1,109,112;56,1,109,112",272,999,1,2,unisex,,497,331,0
"761,1,80","54,1,112,116;55,1,112,116;56,1,112,116",272,999,2,2,unisex,,498,331,0
"761,1,80","54,1,116,120;55,1,116,120;56,1,116,120",272,999,3,2,unisex,,499,331,0
"761,1,80","54,1,120,124;55,1,120,124;56,1,120,124",272,999,4,2,unisex,,500,331,0
"761,1,80","54,1,124,128;55,1,124,128;56,1,124,128",272,999,5,2,unisex,,501,331,0
"759,1,80","54,1,55,59;55,1,55,59;56,1,55,59",264,999,1,3,unisex,,502,323,0
"759,1,80","54,1,59,63;55,1,59,63;56,1,59,63",264,999,2,3,unisex,,503,323,0
"759,1,80","54,1,63,67;55,1,63,67;56,1,63,67",264,999,3,3,unisex,,504,323,0
"759,1,80","54,1,67,71;55,1,67,71;56,1,67,71",264,999,4,3,unisex,,505,323,0
"760,1,80","54,1,71,74;55,1,71,74;56,1,71,74",269,999,1,3,unisex,,506,328,0
"760,1,80","54,1,74,77;55,1,74,77;56,1,74,77",269,999,2,3,unisex,,507,328,0
"760,1,80","54,1,77,80;55,1,77,80;56,1,77,80",269,999,3,3,unisex,,508,328,0
"760,1,80","54,1,80,83;55,1,80,83;56,1,80,83",269,999,4,3,unisex,,509,328,0
"760,1,80","54,1,83,86;55,1,83,86;56,1,83,86",269,999,5,3,unisex,,510,328,0
"761,1,80","54,1,86,89;55,1,86,89;56,1,86,89",274,999,1,3,unisex,,511,333,0
"761,1,80","54,1,89,92;55,1,89,92;56,1,89,92",274,999,2,3,unisex,,512,333,0
"761,1,80","54,1,92,95;55,1,92,95;56,1,92,95",274,999,3,3,unisex,,513,333,0
"761,1,80","54,1,95,98;55,1,95,98;56,1,95,98",274,999,4,3,unisex,,514,333,0
"761,1,80","54,1,98,102;55,1,98,102;56,1,98,102",274,999,5,3,unisex,,515,333,0
"759,1,80","54,1,44,47;55,1,44,47;56,1,44,47;51,1,32,34;22,1,32,34;29,1,32,34;31,1,100,150",263,999,1,5,unisex,,516,322,0
"759,1,80","54,1,47,50;55,1,47,50;56,1,47,50;51,1,34,36;22,1,34,36;29,1,34,36;31,1,100,150",263,999,2,5,unisex,,517,322,0
"759,1,80","54,1,50,53;55,1,50,53;56,1,50,53;51,1,36,38;22,1,36,38;29,1,36,38;31,1,100,150",263,999,3,5,unisex,,518,322,0
"759,1,80","54,1,53,56;55,1,53,56;56,1,53,56;51,1,38,41;22,1,38,41;29,1,38,41;31,1,100,150",263,999,4,5,unisex,,519,322,0
"760,1,80","54,1,56,58;55,1,56,58;56,1,56,58;51,1,41,42;22,1,41,42;29,1,41,42;31,1,100,150",268,999,1,5,unisex,,520,327,0
"760,1,80","54,1,58,61;55,1,58,61;56,1,58,61;51,1,42,44;22,1,42,44;29,1,42,44;31,1,100,150",268,999,2,5,unisex,,521,327,0
"760,1,80","54,1,61,63;55,1,61,63;56,1,61,63;51,1,44,46;22,1,44,46;29,1,44,46;31,1,100,150",268,999,3,5,unisex,,522,327,0
"760,1,80","54,1,63,66;55,1,63,66;56,1,63,66;51,1,46,48;22,1,46,48;29,1,46,48;31,1,100,150",268,999,4,5,unisex,,523,327,0
"760,1,80","54,1,66,69;55,1,66,69;56,1,66,69;51,1,48,50;22,1,48,50;29,1,48,50;31,1,100,150",268,999,5,5,unisex,,524,327,0
"761,1,80","54,1,69,71;55,1,69,71;56,1,69,71;51,1,50,51;22,1,50,51;29,1,50,51;31,1,100,150",273,999,1,5,unisex,,525,332,0
"761,1,80","54,1,71,73;55,1,71,73;56,1,71,73;51,1,51,53;22,1,51,53;29,1,51,53;31,1,100,150",273,999,2,5,unisex,,526,332,0
"761,1,80","54,1,73,76;55,1,73,76;56,1,73,76;51,1,53,55;22,1,53,55;29,1,53,55;31,1,100,150",273,999,3,5,unisex,,527,332,0
"761,1,80","54,1,76,78;55,1,76,78;56,1,76,78;51,1,55,57;22,1,55,57;29,1,55,57;31,1,100,150",273,999,4,5,unisex,,528,332,0
"761,1,80","54,1,78,81;55,1,78,81;56,1,78,81;51,1,57,59;22,1,57,59;29,1,57,59;31,1,100,150",273,999,5,5,unisex,,529,332,0
"759,1,80","54,1,58,62;55,1,58,62;56,1,58,62",265,999,1,4,unisex,,530,324,0
"759,1,80","54,1,62,66;55,1,62,66;56,1,62,66",265,999,2,4,unisex,,531,324,0
"759,1,80","54,1,66,70;55,1,66,70;56,1,66,70",265,999,3,4,unisex,,532,324,0
"759,1,80","54,1,70,74;55,1,70,74;56,1,70,74",265,999,4,4,unisex,,533,324,0
"760,1,80","54,1,74,77;55,1,74,77;56,1,74,77",270,999,1,4,unisex,,534,329,0
"760,1,80","54,1,77,80;55,1,77,80;56,1,77,80",270,999,2,4,unisex,,535,329,0
"760,1,80","54,1,80,84;55,1,80,84;56,1,80,84",270,999,3,4,unisex,,536,329,0
"760,1,80","54,1,84,87;55,1,84,87;56,1,84,87",270,999,4,4,unisex,,537,329,0
"760,1,80","54,1,87,91;55,1,87,91;56,1,87,91",270,999,5,4,unisex,,538,329,0
"761,1,80","54,1,91,94;55,1,91,94;56,1,91,94",275,999,1,4,unisex,,539,334,0
"761,1,80","54,1,94,97;55,1,94,97;56,1,94,97",275,999,2,4,unisex,,540,334,0
"761,1,80","54,1,97,100;55,1,97,100;56,1,97,100",275,999,3,4,unisex,,541,334,0
"761,1,80","54,1,100,103;55,1,100,103;56,1,100,103",275,999,4,4,unisex,,542,334,0
"761,1,80","54,1,103,107;55,1,103,107;56,1,103,107",275,999,5,4,unisex,,543,334,0
"750,1,80","38,1,68,71",248,999,1,8,unisex,22,550,304,8
"750,1,80","38,1,71,75",248,999,2,8,unisex,22,551,304,8
"750,1,80","38,1,75,78",248,999,3,8,unisex,22,552,304,8
"750,1,80","38,1,78,82",248,999,4,8,unisex,22,553,304,8
"751,1,80","38,1,83,85",254,999,1,8,unisex,22,554,310,8
"751,1,80","38,1,85,88",254,999,2,8,unisex,22,555,310,8
"751,1,80","38,1,88,91",254,999,3,8,unisex,22,556,310,8
"751,1,80","38,1,91,94",254,999,4,8,unisex,22,557,310,8
"751,1,80","38,1,94,97",254,999,5,8,unisex,22,558,310,8
"752,1,80","38,1,98,100",260,999,1,8,unisex,22,559,316,8
"752,1,80","38,1,100,103",260,999,2,8,unisex,22,560,316,8
"752,1,80","38,1,103,106",260,999,3,8,unisex,22,561,316,8
"752,1,80","38,1,106,109",260,999,4,8,unisex,22,562,316,8
"752,1,80","38,1,109,112",260,999,5,8,unisex,22,563,316,8
"738,1,80","13,1,40,122;16,1,0,0",306,999,1,8,unisex,"202,203,204",564,441,2
"739,1,80","13,1,121,162;16,1,0,2",307,999,1,8,unisex,"202,203,204",565,442,2
"740,1,80","13,1,202,229;16,1,5,6",308,999,1,8,unisex,"202,203,204",566,443,2
"741,1,80","13,1,283,303;16,1,10,11",309,999,1,8,unisex,"202,203,204",567,444,2
"742,1,80","13,1,364,380;16,1,15,16",310,999,1,8,unisex,"202,203,204",568,445,2
"743,1,80","13,1,445,461;16,1,20,21",311,999,1,8,unisex,"202,203,204",569,446,2
"741,1,80","13,1,283,303;16,1,10,11",312,999,1,8,unisex,"205,344,345",570,450,3
"742,1,80","13,1,364,380;16,1,15,16",313,999,1,8,unisex,"205,344,345",571,451,3
"743,1,80","13,1,445,461;16,1,20,21",314,999,1,8,unisex,"205,344,345",572,452,3
"739,1,80","13,1,162,203;16,1,2,5",307,999,2,8,unisex,"202,203,204",573,442,2
"740,1,80","13,1,256,284;16,1,8,10",308,999,3,8,unisex,"202,203,204",574,443,2
"740,1,80","13,1,229,256;16,1,6,8",308,999,2,8,unisex,"202,203,204",575,443,2
"741,1,80","13,1,344,365;16,1,13,15",309,999,4,8,unisex,"202,203,204",576,444,2
"741,1,80","13,1,324,344;16,1,12,13",309,999,3,8,unisex,"202,203,204",577,444,2
"741,1,80","13,1,303,324;16,1,11,12",309,999,2,8,unisex,"202,203,204",578,444,2
"742,1,80","13,1,429,446;16,1,19,20",310,999,5,8,unisex,"202,203,204",579,445,2
"742,1,80","13,1,413,429;16,1,18,19",310,999,4,8,unisex,"202,203,204",580,445,2
"742,1,80","13,1,396,413;16,1,17,18",310,999,3,8,unisex,"202,203,204",581,445,2
"742,1,80","13,1,380,396;16,1,16,17",310,999,2,8,unisex,"202,203,204",582,445,2
"743,1,80","13,1,510,527;16,1,24,25",311,999,5,8,unisex,"202,203,204",583,446,2
"743,1,80","13,1,494,510;16,1,23,24",311,999,4,8,unisex,"202,203,204",584,446,2
"743,1,80","13,1,477,494;16,1,22,23",311,999,3,8,unisex,"202,203,204",585,446,2
"743,1,80","13,1,461,477;16,1,21,22",311,999,2,8,unisex,"202,203,204",586,446,2
"741,1,80","13,1,344,365;16,1,13,15",312,999,4,8,unisex,"205,344,345",587,450,3
"741,1,80","13,1,324,344;16,1,12,13",312,999,3,8,unisex,"205,344,345",588,450,3
"741,1,80","13,1,303,324;16,1,11,12",312,999,2,8,unisex,"205,344,345",589,450,3
"742,1,80","13,1,429,446;16,1,19,20",313,999,5,8,unisex,"205,344,345",590,451,3
"742,1,80","13,1,413,429;16,1,18,19",313,999,4,8,unisex,"205,344,345",591,451,3
"742,1,80","13,1,396,413;16,1,17,18",313,999,3,8,unisex,"205,344,345",592,451,3
"742,1,80","13,1,380,396;16,1,16,17",313,999,2,8,unisex,"205,344,345",593,451,3
"743,1,80","13,1,510,527;16,1,24,25",314,999,5,8,unisex,"205,344,345",594,452,3
"743,1,80","13,1,494,510;16,1,23,24",314,999,4,8,unisex,"205,344,345",595,452,3
"743,1,80","13,1,477,494;16,1,22,23",314,999,3,8,unisex,"205,344,345",596,452,3
"743,1,80","13,1,461,477;16,1,21,22",314,999,2,8,unisex,"205,344,345",597,452,3
"747,1,80","46,1,8,24",318,999,1,8,unisex,30,598,453,9
"748,1,80","46,1,23,30",319,999,1,8,unisex,30,599,454,9
"748,1,80","46,1,30,37",319,999,2,8,unisex,30,600,454,9
"749,1,80","46,1,36,40",320,999,1,8,unisex,30,601,455,9
"749,1,80","46,1,40,44",320,999,2,8,unisex,30,602,455,9
"749,1,80","46,1,44,48",320,999,3,8,unisex,30,603,455,9
"750,1,80","46,1,48,50",321,999,1,8,unisex,30,604,456,9
"750,1,80","46,1,50,53",321,999,2,8,unisex,30,605,456,9
"750,1,80","46,1,53,56",321,999,3,8,unisex,30,606,456,9
"750,1,80","46,1,56,59",321,999,4,8,unisex,30,607,456,9
"751,1,80","46,1,58,60",322,999,1,8,unisex,30,608,457,9
"751,1,80","46,1,60,62",322,999,2,8,unisex,30,609,457,9
"751,1,80","46,1,62,64",322,999,3,8,unisex,30,610,457,9
"751,1,80","46,1,64,66",322,999,4,8,unisex,30,611,457,9
"751,1,80","46,1,66,68",322,999,5,8,unisex,30,612,457,9
"752,1,80","46,1,68,69",323,999,1,8,unisex,30,613,458,9
"752,1,80","46,1,69,71",323,999,2,8,unisex,30,614,458,9
"752,1,80","46,1,71,73",323,999,3,8,unisex,30,615,458,9
"752,1,80","46,1,73,75",323,999,4,8,unisex,30,616,458,9
"752,1,80","46,1,75,77",323,999,5,8,unisex,30,617,458,9
-,"10,1,0,0",324,999,5,1,unisex,,618,471,0
-,"10,1,0,0",325,999,5,2,unisex,,619,472,0
-,"10,1,0,0",326,999,5,5,unisex,,620,473,0
-,"10,1,0,0",327,999,5,3,unisex,,621,474,0
-,"10,1,0,0",328,999,5,4,unisex,,622,475,0
"757,1,80","51,1,162,203",173,999,2,8,unisex,323,623,227,4
"758,1,80","51,1,230,257",174,999,2,8,unisex,323,624,228,4
"758,1,80","51,1,257,284",174,999,3,8,unisex,323,625,228,4
"744,1,80","13,1,526,542;16,1,25,26;51,1,20,25;19,1,57,87",329,,1,8,unisex,"17,18,19",626,527,1
"744,1,80","13,1,526,542;16,1,25,26",330,,1,8,unisex,"202,203,204",998,528,2
"744,1,80","13,1,526,542;16,1,25,26",331,,1,8,unisex,"205,344,345",999,529,3
"744,1,80","15,1,120,123;11,1,428,442",332,,1,1,unisex,,1000,530,0
"744,1,80","15,1,143,147;11,1,329,339",333,,1,2,unisex,,1001,531,0
"744,1,80","15,1,113,116;11,1,447,461",334,,1,3,unisex,,1002,532,0
"744,1,80","15,1,90,92;11,1,329,339;13,1,58,60",335,,1,5,unisex,,1003,533,0
"744,1,80","15,1,120,123;11,1,447,461;7,1,55,67",336,,1,4,unisex,,1004,534,0
"762,1,80","51,1,527,543",337,999,1,8,unisex,323,1005,535,4
"762,1,80","22,1,527,543",338,999,1,8,unisex,26,1006,536,5
"762,1,80","29,1,527,543",339,999,1,8,unisex,25,1007,537,6
"762,1,80","54,1,107,110;55,1,107,110;56,1,107,110",340,999,1,1,unisex,,1008,538,0
"762,1,80","54,1,128,132;55,1,128,132;56,1,128,132",341,999,1,2,unisex,,1009,539,0
"762,1,80","54,1,102,105;55,1,102,105;56,1,102,105",342,999,1,3,unisex,,1010,540,0
"762,1,80","54,1,81,83;55,1,81,83;56,1,81,83;51,1,59,60;22,1,59,60;29,1,59,60",343,999,1,5,unisex,,1011,541,0
