boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
一种坚韧耐用的种子，拥有坚固的外壳，非常适合保护和延长寿命。其强大的特性确保它能够经受住恶劣条件并在任何环境中茁壮成长。这种种子是坚韧和力量的象征。",0,97,item-icon-153,153,坚硬果实种子,0,1,490,1,0,1,3,1,3,3,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这颗种子承载着一个充满活力的蓝色蘑菇的希望，它准备为你的花园带来一抹色彩。种下它，观察它生长成为一个迷人的真菌，它将迷住你的感官。",0,97,item-icon-154,154,蓝幻菇种子,0,1,488,1,0,1,3,1,3,3,1
-,"1,3,4",1,这张门票将让您参加一个充满惊险冒险和难忘经历的独家活动。准备好踏上一段独一无二的旅程，创造一生难忘的回忆吧。,0,0,item-icon-171,171,奖券#一,0,1,,0,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,这张门票将让您参加一个充满惊险冒险和难忘经历的独家活动。准备好踏上一段独一无二的旅程，创造一生难忘的回忆吧。,0,0,item-icon-172,172,奖券#二,0,1,,0,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,这张门票将让您参加一个充满惊险冒险和难忘经历的独家活动。准备好踏上一段独一无二的旅程，创造一生难忘的回忆吧。,0,0,item-icon-173,173,奖券#三,0,1,,0,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这种枯萎的植物可能是由于缺水或营养不良而导致的。它可以用于制作肥料或药材，也可以作为动物饲料。",0,0,item-icon-174,174,枯萎的植物,0,1,,0,0,1,999,0,4,0,1
-,"1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这种作物看起来已经腐烂了，无法食用。它可能是由于过度浇水或受到病虫害的影响而导致的。这些作物可以被用作肥料或填埋处理。",0,0,item-icon-175,175,腐烂的作物,0,1,,0,0,1,999,0,4,0,1
-,"1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这个物品是一种具有肥料作用的有机物质，可以用于农业生产中。它是由动物的排泄物经过发酵和腐烂得到的，含有丰富的氮、磷、钾等营养成分。",0,0,item-icon-176,176,粪便,0,1,,0,0,1,999,0,4,0,1
"792,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这种嫩芽是从仙人掌上采摘的，呈现出淡绿色的颜色和柔软的质地。它是一种重要的农业原材料，可以用于制作药品、食品和美容产品等。",0,0,item-icon-177,177,仙人掌嫩芽,0,1,116,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这个螺丝是从怪物畜牧中获得的，可以用于🌾农业的原材料。",0,0,item-icon-178,178,螺丝,0,1,114,1,0,1,"1,0",1,4,1,1
"792,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
南瓜嫩芽是从怪物畜牧产出的农业原材料，呈现出嫩绿色的外观，富含营养，可用于制作多种食品和药品。",0,0,item-icon-179,179,南瓜嫩芽,0,1,115,1,0,1,"1,0",1,4,1,1
"793,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
蓝色晶石是一种稀有的农业原材料，来源于怪物畜牧产出。它能够帮助农民提高作物的生长速度和产量，是农业生产中不可或缺的一部分。",0,0,item-icon-180,180,蓝色晶石,0,1,117,1,0,1,2,1,4,2,1
"793,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这个草妖怪阔叶是一种可爱的怪物，它是农业生产中的畜牧产出，可以提供丰富的原材料。",0,0,item-icon-181,181,草妖怪阔叶,0,1,119,1,0,1,2,1,4,2,1
"793,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这是从怪物畜牧场中产出的蜂蜜，可以作为农业原材料使用。",0,0,item-icon-182,182,蜂蜜,0,1,118,1,0,1,2,1,4,2,1
"794,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这件物品是从怪物畜牧场中产出的，是用于农业的原材料。它是一根等级为3的暗黑羽毛。",0,0,item-icon-183,183,暗黑羽毛,0,1,120,1,0,1,3,1,4,3,1
"794,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这种凝固的岩浆是由怪物畜牧产出的，可用于🌾农业原材料的生产。它具有高度的粘稠度和耐高温性，可以在极端条件下使用。",0,0,item-icon-184,184,凝固的岩浆,0,1,121,1,0,1,3,1,4,3,1
"794,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
这个冰之结晶是从怪物畜牧中获得的，是一种用于农业原材料的物品。它具有三级品质，可以用来制作各种冰属性的物品。",0,0,item-icon-185,185,冰之结晶,0,1,122,1,0,1,3,1,4,3,1
-,"1,3,4",0,Farming EXP是一种游戏中的经验值，可以通过种植作物、养殖动物等农业活动获得。它是提升农业技能和等级的关键因素，也是解锁更高级农业工具和设备的必要条件。,0,0,item-icon-188,188,Farming EXP,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0,Combat EXP是指战斗经验，是指在战斗中获得的经验值。它可以帮助玩家提升等级和技能，增强角色的能力。在许多游戏中，Combat EXP是玩家提升实力的重要途径之一。,0,0,item-icon-189,189,Combat EXP,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0,Gathering EXP是游戏中关键资源，对玩家提升资源采集效率与角色能力发挥重要作用。玩家通过砍伐、挖矿等活动累积经验，提高采集技能等级。技能等级决定采集速度、稀有资源获取几率及更高级技能解锁。游戏进程中，角色需求变复杂，高采集技能成必备支持。此外，高采集经验亦助攻击能力提升。玩家应不断学习技能、提高采集经验值，勇闯挑战，跻身强者行列。,0,0,item-icon-190,190,Gathering EXP,0,1,,0,0,"1,2,3",999,0,4,0,0
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以在战斗中使用，能够治疗你的伤口，让你重新恢复战斗力。",0,0,item-icon-191,191,晶化治疗药水,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以提升攻击力，让你的攻击更加锐利。在战斗中使用，可以给你带来更大的优势。",0,0,item-icon-192,192,晶化攻击药水,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以让你的移动速度得到提升，在战斗中具有很大的帮助作用。",0,0,item-icon-194,194,晶化移速药水,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水能够增加暴击率，让你在战斗中更加致命。",0,0,item-icon-195,195,晶化暴击药水,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
一种强效的灵药，恢复活力并使疲惫的冒险者焕发青春，提供能量和治愈特性的激增。这种珍贵的药剂在危急情况下是生命线，提供快速而令人耳目一新的提振，让你在危险面前继续前行。",0,0,item-icon-196,196,晶化生命上限药水,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以为你的防御增添一层晶化保护，让你在战斗中更加坚不可摧。",0,0,item-icon-197,197,晶化防御药水,0,1,60,1,0,2,3,0,3,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这种精华是从树木上采集而来的，可以用来制作各种原材料和合成物。",0,0,item-icon-207,207,1级采集精华,0,1,168,1,0,3,"1,0",0,4,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这个采集精华可以通过在树木上采集得到，是制作各种原材料合成物的必要材料。",0,0,item-icon-208,208,2级采集精华,0,1,169,1,0,3,2,0,4,2,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这个物品是一种用于采集原材料合成物的精华，需要达到3级才能使用。它可以从树木上采集得到，是一种非常重要的资源。",0,0,item-icon-209,209,3级采集精华,0,1,170,1,0,3,3,0,4,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这款农业种植精华是由优质的农业原材料精心合成而成，适用于一级的农业种植。它能够提高作物的生长速度和产量，同时还能增加作物的品质和口感。使用它能够让你的农作物更加健康、茂盛，让你的农业生产更加高效、稳定。",0,0,item-icon-210,210,1级种植精华,0,1,141,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这是一种专为农业种植而设计的精华，能够提高作物的生长速度和产量，有助于提高农业生产效率。它是由多种农业原材料经过合成而成，是农业生产中不可或缺的重要物品。",0,0,item-icon-211,211,2级种植精华,0,1,142,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这个农业种植精华是由多种珍贵的植物精华混合而成，具有促进作物生长和提高产量的神奇效果。它是农业领域不可或缺的原材料之一，适用于各种不同类型的农作物。",0,0,item-icon-212,212,3级种植精华,0,1,143,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这个农业畜牧精华是由多种天然植物和动物精华混合而成的，可以提高农业畜牧业的生产效率和产量。它具有丰富的营养成分和生物活性物质，可以促进农作物和家畜的健康生长。",0,0,item-icon-213,213,1级畜牧精华,0,1,144,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这是一种提取自农业畜牧的精华，可用于合成其他农业原材料。",0,0,item-icon-214,214,2级畜牧精华,0,1,145,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这种精华是从高品质的农业和畜牧产品中提取出来的，具有极高的营养价值和药用价值，可以用于制作各种农业和畜牧相关的药品和调料。",0,0,item-icon-215,215,3级畜牧精华,0,1,146,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这种战斗精华是一种用于合成更高级别装备的原材料，具有强大的战斗能力，适用于1级的战斗。",0,0,item-icon-216,216,1级战斗精华,0,1,159,1,0,2,"1,0",0,4,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这是一种用于合成Lv 2级装备的战斗精华，可以提高装备的战斗属性。它是通过战斗中获得的原材料合成而成的，是战斗中不可或缺的重要物品。",0,0,item-icon-217,217,2级战斗精华,0,1,160,1,0,2,2,0,4,2,1
"794,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
这是一种用于合成战斗装备的原材料，具有高度的战斗能力，可提升装备的等级和属性。",0,0,item-icon-218,218,3级战斗精华,0,1,161,1,0,2,3,0,4,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种肥料可以促进作物生长速度，适用于中级农作物。",0,98,item-icon-219,219,中级加速肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这些肥料经过特殊配方，旨在提高农作物产量，从而获得丰收。它们提供必需的营养物质，促进植物健康生长，确保农民获得最佳的生产力。使用这些高质量的肥料来提高产量。",0,98,item-icon-220,220,中级增产肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种肥料能够增强植物的保水能力，确保它们保持水分充足和健康。它促进植物的最佳生长和营养，无需频繁浇水。用这种先进的保湿肥料给你的植物提供最好的护理。",0,98,item-icon-221,221,中级湿润肥料,0,1,,1,0,1,999,0,3,0,1
-,0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
这个强大的工具是由坚固的石头制成的，因此非常耐用，非常适合用来破坏坚硬的障碍物。它沉重的头部带来了令人满意的冲击力，因此深受冒险家和建筑师的喜爱。凭借其坚固的手柄和精湛的工艺，这把石锤是任何任务的可靠伴侣。",1,0,item-icon-222,222,锤0 石锤,1440,1,254,0,0,2,999,0,1,0,1
-,0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
一个精心制作的坚固木弓，非常适合远程攻击。它光滑的表面和精心雕刻的设计确保了舒适的握持和准确的射击。",1,0,item-icon-223,223,弓箭0 木弓,1440,1,255,0,0,2,999,0,1,0,1
-,0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
石头镰刀，是一把由坚硬的石头制成的镰刀。它的刀刃锋利，能够轻松割断各种植物。石头镰刀的手柄经过精心设计，握感舒适，使用起来稳定而灵活。它的石质材料使得它耐用且不易生锈，适合在户外环境中使用。无论是修剪草坪还是收割庄稼，石头镰刀都是一款实用的工具。",1,0,item-icon-225,225,石头镰刀,1440,1,329,0,0,3,999,0,1,0,1
"792,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
铜质镰刀，是一把由纯铜制成的农具，具有弯曲的刀刃和坚固的刀柄。它的刀刃锋利耐用，适合用于割取庄稼和草地。铜质的材质使得镰刀更加坚固耐用，不易生锈。它的设计精巧，手感舒适，使用起来轻便灵活。铜质镰刀是农民们重要的劳动工具之一，帮助他们完成农田的收割工作。无论是在田间地头还是在农田里，铜质镰刀都展现出了它的实用性和耐用性。",0,0,item-icon-226,226,铜质镰刀,1440,1,332,1,0,3,999,0,1,1,1
"793,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
铁质镰刀是一把坚固耐用的工具，由优质铁材制成。它的刀刃锋利，适合用来割草、收割庄稼等农田劳作。镰刀的弧形设计使得使用者能够轻松地切割作物，提高工作效率。它的手柄经过精心设计，握感舒适，使用起来更加稳定。无论是农田劳作还是园艺修剪，铁质镰刀都是不可或缺的工具之一。",0,0,item-icon-227,227,铁质镰刀,1440,"1,2",347,1,0,3,999,0,1,2,1
"794,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
水晶镰刀，一把闪耀着晶莹光芒的武器，刀身由纯净的水晶打造而成，透明如水，散发着神秘的魔力。镰刀的刀刃锋利无比，能够轻松斩断一切阻挡。它的柄部镶嵌着精致的银色花纹，给人一种高贵而神秘的感觉。手握水晶镰刀，仿佛能够掌控自然的力量，释放出无穷的能量，成为战斗中的无敌存在。无论是战士还是法师，都渴望拥有这把独特的武器，以展现自己的强大实力。",0,0,item-icon-228,228,水晶镰刀,1440,"1,2,3",350,1,0,3,999,0,1,3,1
"795,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
黄金镰刀，闪耀金光，锋利无比，刀身镶嵌着珍贵的黄金，充满贵气。镰刀刀刃呈弧形，适合收割庄稼，一刀下去，如同黄金般的丰收。手柄经过精心雕刻，华丽而又舒适，握在手中仿佛拥有了无穷的力量。无论是作为装饰品还是实用工具，黄金镰刀都是独一无二的奢华之选。",0,0,item-icon-229,229,黄金镰刀（废弃）,1440,1,363,1,0,3,999,0,1,4,1
"796,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
钻石镰刀，是一把精致华丽的武器，刀身由纯净的钻石打造而成，闪耀着迷人的光芒。镰刀的刀刃锋利无比，能够轻松割断一切阻挡。它的柄部设计精巧，握感舒适，让人在战斗中更加灵活自如。钻石镰刀不仅具备强大的攻击力，还拥有独特的魔法属性，能够释放出致命的能量波，让敌人无处可逃。无论是战斗还是展示，钻石镰刀都是一件令人瞩目的宝物。",0,0,item-icon-230,230,钻石镰刀（废弃）,1440,1,371,1,0,3,999,0,1,5,1
"797,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
星辉镰刀，一把闪耀着星光的镰刀，刀身镶嵌着无数颗明亮的星辰，散发出神秘的光芒。它的刀刃锋利无比，能够轻松劈开一切阻挡。镰刀的柄上雕刻着精美的星座图案，给人一种神圣而庄严的感觉。挥舞星辉镰刀，仿佛能够引领着星辰之力，让人感受到无尽的力量与荣耀。无论是战斗还是仪式，它都是绝佳的选择。",0,0,item-icon-231,231,星辉镰刀（废弃）,1440,1,,1,0,3,999,0,1,6,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
一颗炸弹",0,347,item-icon-232,232,爆炸药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
眩晕药瓶",0,348,item-icon-233,233,眩晕药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
减速药瓶",0,351,item-icon-234,234,减速药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
燃烧药瓶",0,352,item-icon-235,235,燃烧药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
飞雷神药瓶",0,356,item-icon-236,236,飞雷神药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
闪避药瓶",0,357,item-icon-237,237,闪避药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
净化药瓶",0,0,item-icon-238,238,净化药瓶,0,1,,1,0,3,999,0,3,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-241,241,棒球高手_头发,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-242,242,棒球高手_上衣,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-243,243,棒球高手_手套,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-244,244,棒球高手_裤子,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-245,245,棒球高手_鞋子,0,5,,1,0,2,999,0,1,1,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-246,246,俺神八_头发,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-247,247,俺神八_上衣,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-248,248,俺神八_手套,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-249,249,俺神八_裤子,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-250,250,俺神八_鞋子,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-251,251,地狱爵士_头发,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-252,252,地狱爵士_上衣,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-253,253,地狱爵士_手套,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-254,254,地狱爵士_裤子,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-255,255,地狱爵士_鞋子,0,5,,1,0,2,999,0,1,3,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-257,257,靓仔_头发,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-258,258,靓仔_上衣,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-259,259,靓仔_手套,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-260,260,靓仔_裤子,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-261,261,靓仔_鞋子,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-262,262,飞车手_头发,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-263,263,飞车手_上衣,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-264,264,飞车手_手套,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-265,265,飞车手_裤子,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-266,266,飞车手_鞋子,0,5,,1,0,1,999,0,1,1,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-267,267,罗马士兵_头发,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-268,268,罗马士兵_上衣,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-269,269,罗马士兵_手套,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-270,270,罗马士兵_裤子,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-271,271,罗马士兵_鞋子,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-272,272,街头小子_头发,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-273,273,街头小子_上衣,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-274,274,街头小子_手套,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-275,275,街头小子_裤子,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-276,276,街头小子_鞋子,0,5,,1,0,3,999,0,1,2,1
"796,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-277,277,汪汪套装_头发,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-278,278,汪汪套装_上衣,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-279,279,汪汪套装_手套,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-280,280,汪汪套装_裤子,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-281,281,汪汪套装_鞋子,0,5,,1,0,1,999,0,1,5,1
"797,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-282,282,热情似火_头发,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-283,283,热情似火_上衣,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-284,284,热情似火_手套,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-285,285,热情似火_裤子,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-286,286,热情似火_鞋子,0,5,,1,0,3,999,0,1,6,1
"792,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-287,287,铜弓,1440,1,263,1,0,2,999,0,1,1,1
"793,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-288,288,金属弓,1440,"1,2",272,1,0,2,999,0,1,2,1
"794,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-289,289,水晶弓,1440,"1,2,3",273,1,0,2,999,0,1,3,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复少量精力",0,0,item-icon-295,295,精力恢复药水-小,0,1,,0,0,3,999,0,3,1,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复些许精力",0,0,item-icon-296,296,精力恢复药水-中,0,1,,0,0,3,999,0,3,2,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复部分精力",0,0,item-icon-297,297,精力恢复药水-大,0,1,,0,0,3,999,0,3,3,1
