gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int
"49,1,60,63;50,1,60,63;44,1,2064,2152;47,1,2064,2152",297,999,2,2,unisex,,423,356
"49,1,63,65;50,1,63,65;44,1,2152,2240;47,1,2152,2240",297,999,3,2,unisex,,424,356
"49,1,65,68;50,1,65,68;44,1,2240,2328;47,1,2240,2328",297,999,4,2,unisex,,425,356
"49,1,68,71;50,1,68,71;44,1,2328,2416;47,1,2328,2416",297,999,5,2,unisex,,426,356
"49,1,71,73;50,1,71,73;44,1,2416,2503;47,1,2416,2503",302,999,1,2,unisex,,427,361
"49,1,73,76;50,1,73,76;44,1,2503,2591;47,1,2503,2591",302,999,2,2,unisex,,428,361
"49,1,76,78;50,1,76,78;44,1,2591,2679;47,1,2591,2679",302,999,3,2,unisex,,429,361
"49,1,78,81;50,1,78,81;44,1,2679,2767;47,1,2679,2767",302,999,4,2,unisex,,430,361
"49,1,81,84;50,1,81,84;44,1,2767,2855;47,1,2767,2855",302,999,5,2,unisex,,431,361
"49,1,62,66;50,1,62,66;44,1,1222,1309;47,1,1222,1309",294,999,1,3,unisex,,432,353
"49,1,66,71;50,1,66,71;44,1,1309,1396;47,1,1309,1396",294,999,2,3,unisex,,433,353
"49,1,71,75;50,1,71,75;44,1,1396,1483;47,1,1396,1483",294,999,3,3,unisex,,434,353
"49,1,75,80;50,1,75,80;44,1,1483,1571;47,1,1483,1571",294,999,4,3,unisex,,435,353
"49,1,80,83;50,1,80,83;44,1,1571,1641;47,1,1571,1641",299,999,1,3,unisex,,436,358
"49,1,83,86;50,1,83,86;44,1,1641,1711;47,1,1641,1711",299,999,2,3,unisex,,437,358
"49,1,86,90;50,1,86,90;44,1,1711,1781;47,1,1711,1781",299,999,3,3,unisex,,438,358
"49,1,90,93;50,1,90,93;44,1,1781,1851;47,1,1781,1851",299,999,4,3,unisex,,439,358
"49,1,93,97;50,1,93,97;44,1,1851,1921;47,1,1851,1921",299,999,5,3,unisex,,440,358
"49,1,97,100;50,1,97,100;44,1,1921,1990;47,1,1921,1990",304,999,1,3,unisex,,441,363
"49,1,100,104;50,1,100,104;44,1,1990,2060;47,1,1990,2060",304,999,2,3,unisex,,442,363
"49,1,104,107;50,1,104,107;44,1,2060,2130;47,1,2060,2130",304,999,3,3,unisex,,443,363
"49,1,107,111;50,1,107,111;44,1,2130,2200;47,1,2130,2200",304,999,4,3,unisex,,444,363
"49,1,111,115;50,1,111,115;44,1,2200,2270;47,1,2200,2270",304,999,5,3,unisex,,445,363
"49,1,45,48;50,1,45,48;44,1,970,1039;47,1,970,1039",293,999,1,5,unisex,,446,352
"49,1,48,51;50,1,48,51;44,1,1039,1108;47,1,1039,1108",293,999,2,5,unisex,,447,352
"49,1,51,54;50,1,51,54;44,1,1108,1177;47,1,1108,1177",293,999,3,5,unisex,,448,352
"49,1,54,58;50,1,54,58;44,1,1177,1247;47,1,1177,1247",293,999,4,5,unisex,,449,352
"49,1,58,60;50,1,58,60;44,1,1247,1302;47,1,1247,1302",298,999,1,5,unisex,,450,357
"49,1,60,63;50,1,60,63;44,1,1302,1358;47,1,1302,1358",298,999,2,5,unisex,,451,357
"49,1,63,65;50,1,63,65;44,1,1358,1413;47,1,1358,1413",298,999,3,5,unisex,,452,357
"49,1,65,68;50,1,65,68;44,1,1413,1469;47,1,1413,1469",298,999,4,5,unisex,,453,357
"49,1,68,71;50,1,68,71;44,1,1469,1525;47,1,1469,1525",298,999,5,5,unisex,,454,357
"49,1,71,73;50,1,71,73;44,1,1525,1580;47,1,1525,1580",303,999,1,5,unisex,,455,362
"49,1,73,76;50,1,73,76;44,1,1580,1635;47,1,1580,1635",303,999,2,5,unisex,,456,362
"49,1,76,78;50,1,76,78;44,1,1635,1691;47,1,1635,1691",303,999,3,5,unisex,,457,362
"49,1,78,81;50,1,78,81;44,1,1691,1746;47,1,1691,1746",303,999,4,5,unisex,,458,362
"49,1,81,84;50,1,81,84;44,1,1746,1802;47,1,1746,1802",303,999,5,5,unisex,,459,362
"49,1,62,66;50,1,62,66;44,1,1285,1376;47,1,1285,1376",295,999,1,4,unisex,,460,354
"49,1,66,71;50,1,66,71;44,1,1376,1468;47,1,1376,1468",295,999,2,4,unisex,,461,354
"49,1,71,75;50,1,71,75;44,1,1468,1560;47,1,1468,1560",295,999,3,4,unisex,,462,354
"49,1,75,80;50,1,75,80;44,1,1560,1652;47,1,1560,1652",295,999,4,4,unisex,,463,354
"49,1,80,83;50,1,80,83;44,1,1652,1725;47,1,1652,1725",300,999,1,4,unisex,,464,359
"49,1,83,86;50,1,83,86;44,1,1725,1799;47,1,1725,1799",300,999,2,4,unisex,,465,359
"49,1,86,90;50,1,86,90;44,1,1799,1872;47,1,1799,1872",300,999,3,4,unisex,,466,359
"49,1,90,93;50,1,90,93;44,1,1872,1946;47,1,1872,1946",300,999,4,4,unisex,,467,359
"49,1,93,97;50,1,93,97;44,1,1946,2020;47,1,1946,2020",300,999,5,4,unisex,,468,359
"49,1,97,100;50,1,97,100;44,1,2020,2093;47,1,2020,2093",305,999,1,4,unisex,,469,364
"49,1,100,104;50,1,100,104;44,1,2093,2166;47,1,2093,2166",305,999,2,4,unisex,,470,364
"49,1,104,107;50,1,104,107;44,1,2166,2240;47,1,2166,2240",305,999,3,4,unisex,,471,364
"49,1,107,111;50,1,107,111;44,1,2240,2313;47,1,2240,2313",305,999,4,4,unisex,,472,364
"49,1,111,115;50,1,111,115;44,1,2313,2387;47,1,2313,2387",305,999,5,4,unisex,,473,364
"54,1,58,62;55,1,58,62;56,1,58,62",261,999,1,1,unisex,,474,320
"54,1,62,66;55,1,62,66;56,1,62,66",261,999,2,1,unisex,,475,320
"54,1,66,70;55,1,66,70;56,1,66,70",261,999,3,1,unisex,,476,320
"54,1,70,74;55,1,70,74;56,1,70,74",261,999,4,1,unisex,,477,320
"54,1,74,77;55,1,74,77;56,1,74,77",266,999,1,1,unisex,,478,325
"54,1,77,80;55,1,77,80;56,1,77,80",266,999,2,1,unisex,,479,325
"54,1,80,84;55,1,80,84;56,1,80,84",266,999,3,1,unisex,,480,325
"54,1,84,87;55,1,84,87;56,1,84,87",266,999,4,1,unisex,,481,325
"54,1,87,91;55,1,87,91;56,1,87,91",266,999,5,1,unisex,,482,325
"54,1,91,94;55,1,91,94;56,1,91,94",271,999,1,1,unisex,,483,330
"54,1,94,97;55,1,94,97;56,1,94,97",271,999,2,1,unisex,,484,330
"54,1,97,100;55,1,97,100;56,1,97,100",271,999,3,1,unisex,,485,330
"54,1,100,103;55,1,100,103;56,1,100,103",271,999,4,1,unisex,,486,330
"54,1,103,107;55,1,103,107;56,1,103,107",271,999,5,1,unisex,,487,330
"54,1,69,74;55,1,69,74;56,1,69,74",262,999,1,2,unisex,,488,321
"54,1,74,79;55,1,74,79;56,1,74,79",262,999,2,2,unisex,,489,321
"54,1,79,84;55,1,79,84;56,1,79,84",262,999,3,2,unisex,,490,321
"54,1,84,89;55,1,84,89;56,1,84,89",262,999,4,2,unisex,,491,321
"54,1,89,93;55,1,89,93;56,1,89,93",267,999,1,2,unisex,,492,326
"54,1,93,97;55,1,93,97;56,1,93,97",267,999,2,2,unisex,,493,326
"54,1,97,101;55,1,97,101;56,1,97,101",267,999,3,2,unisex,,494,326
"54,1,101,105;55,1,101,105;56,1,101,105",267,999,4,2,unisex,,495,326
"54,1,105,109;55,1,105,109;56,1,105,109",267,999,5,2,unisex,,496,326
"54,1,109,112;55,1,109,112;56,1,109,112",272,999,1,2,unisex,,497,331
"54,1,112,116;55,1,112,116;56,1,112,116",272,999,2,2,unisex,,498,331
"54,1,116,120;55,1,116,120;56,1,116,120",272,999,3,2,unisex,,499,331
"54,1,120,124;55,1,120,124;56,1,120,124",272,999,4,2,unisex,,500,331
"54,1,124,128;55,1,124,128;56,1,124,128",272,999,5,2,unisex,,501,331
"54,1,55,59;55,1,55,59;56,1,55,59",264,999,1,3,unisex,,502,323
"54,1,59,63;55,1,59,63;56,1,59,63",264,999,2,3,unisex,,503,323
"54,1,63,67;55,1,63,67;56,1,63,67",264,999,3,3,unisex,,504,323
"54,1,67,71;55,1,67,71;56,1,67,71",264,999,4,3,unisex,,505,323
"54,1,71,74;55,1,71,74;56,1,71,74",269,999,1,3,unisex,,506,328
"54,1,74,77;55,1,74,77;56,1,74,77",269,999,2,3,unisex,,507,328
"54,1,77,80;55,1,77,80;56,1,77,80",269,999,3,3,unisex,,508,328
"54,1,80,83;55,1,80,83;56,1,80,83",269,999,4,3,unisex,,509,328
"54,1,83,86;55,1,83,86;56,1,83,86",269,999,5,3,unisex,,510,328
"54,1,86,89;55,1,86,89;56,1,86,89",274,999,1,3,unisex,,511,333
"54,1,89,92;55,1,89,92;56,1,89,92",274,999,2,3,unisex,,512,333
"54,1,92,95;55,1,92,95;56,1,92,95",274,999,3,3,unisex,,513,333
"54,1,95,98;55,1,95,98;56,1,95,98",274,999,4,3,unisex,,514,333
"54,1,98,102;55,1,98,102;56,1,98,102",274,999,5,3,unisex,,515,333
"54,1,44,47;55,1,44,47;56,1,44,47",263,999,1,5,unisex,,516,322
"54,1,47,50;55,1,47,50;56,1,47,50",263,999,2,5,unisex,,517,322
"54,1,50,53;55,1,50,53;56,1,50,53",263,999,3,5,unisex,,518,322
"54,1,53,56;55,1,53,56;56,1,53,56",263,999,4,5,unisex,,519,322
"54,1,56,58;55,1,56,58;56,1,56,58",268,999,1,5,unisex,,520,327
"54,1,58,61;55,1,58,61;56,1,58,61",268,999,2,5,unisex,,521,327
"54,1,61,63;55,1,61,63;56,1,61,63",268,999,3,5,unisex,,522,327
"54,1,63,66;55,1,63,66;56,1,63,66",268,999,4,5,unisex,,523,327
"54,1,66,69;55,1,66,69;56,1,66,69",268,999,5,5,unisex,,524,327
"54,1,69,71;55,1,69,71;56,1,69,71",273,999,1,5,unisex,,525,332
"54,1,71,73;55,1,71,73;56,1,71,73",273,999,2,5,unisex,,526,332
"54,1,73,76;55,1,73,76;56,1,73,76",273,999,3,5,unisex,,527,332
"54,1,76,78;55,1,76,78;56,1,76,78",273,999,4,5,unisex,,528,332
"54,1,78,81;55,1,78,81;56,1,78,81",273,999,5,5,unisex,,529,332
"54,1,58,62;55,1,58,62;56,1,58,62",265,999,1,4,unisex,,530,324
"54,1,62,66;55,1,62,66;56,1,62,66",265,999,2,4,unisex,,531,324
"54,1,66,70;55,1,66,70;56,1,66,70",265,999,3,4,unisex,,532,324
"54,1,70,74;55,1,70,74;56,1,70,74",265,999,4,4,unisex,,533,324
"54,1,74,77;55,1,74,77;56,1,74,77",270,999,1,4,unisex,,534,329
"54,1,77,80;55,1,77,80;56,1,77,80",270,999,2,4,unisex,,535,329
"54,1,80,84;55,1,80,84;56,1,80,84",270,999,3,4,unisex,,536,329
"54,1,84,87;55,1,84,87;56,1,84,87",270,999,4,4,unisex,,537,329
"54,1,87,91;55,1,87,91;56,1,87,91",270,999,5,4,unisex,,538,329
"54,1,91,94;55,1,91,94;56,1,91,94",275,999,1,4,unisex,,539,334
"54,1,94,97;55,1,94,97;56,1,94,97",275,999,2,4,unisex,,540,334
"54,1,97,100;55,1,97,100;56,1,97,100",275,999,3,4,unisex,,541,334
"54,1,100,103;55,1,100,103;56,1,100,103",275,999,4,4,unisex,,542,334
"54,1,103,107;55,1,103,107;56,1,103,107",275,999,5,4,unisex,,543,334
"38,1,56,60",248,999,1,8,unisex,22,550,304
"38,1,56,60",248,999,2,8,unisex,22,551,304
"38,1,56,60",248,999,3,8,unisex,22,552,304
"38,1,56,60",248,999,4,8,unisex,22,553,304
"38,1,61,65",254,999,1,8,unisex,22,554,310
"38,1,61,65",254,999,2,8,unisex,22,555,310
"38,1,61,65",254,999,3,8,unisex,22,556,310
"38,1,61,65",254,999,4,8,unisex,22,557,310
"38,1,61,65",254,999,5,8,unisex,22,558,310
"38,1,66,70",260,999,1,8,unisex,22,559,316
"38,1,66,70",260,999,2,8,unisex,22,560,316
"38,1,66,70",260,999,3,8,unisex,22,561,316
"38,1,66,70",260,999,4,8,unisex,22,562,316
"38,1,66,70",260,999,5,8,unisex,22,563,316
"13,1,40,122;16,1,0,0",306,999,1,8,unisex,"202,203,204",564,441
"13,1,121,162;16,1,0,2",307,999,1,8,unisex,"202,203,204",565,442
"13,1,202,229;16,1,5,6",308,999,1,8,unisex,"202,203,204",566,443
"13,1,283,303;16,1,10,11",309,999,1,8,unisex,"202,203,204",567,444
"13,1,364,380;16,1,15,16",310,999,1,8,unisex,"202,203,204",568,445
"13,1,445,461;16,1,20,21",311,999,1,8,unisex,"202,203,204",569,446
"13,1,283,303;16,1,10,11",312,999,1,8,unisex,"205,344,345",570,450
"13,1,364,380;16,1,15,16",313,999,1,8,unisex,"205,344,345",571,451
"13,1,445,461;16,1,20,21",314,999,1,8,unisex,"205,344,345",572,452
"13,1,162,203;16,1,2,5",307,999,2,8,unisex,"202,203,204",573,442
"13,1,256,284;16,1,8,10",308,999,3,8,unisex,"202,203,204",574,443
"13,1,229,256;16,1,6,8",308,999,2,8,unisex,"202,203,204",575,443
"13,1,344,365;16,1,13,15",309,999,4,8,unisex,"202,203,204",576,444
"13,1,324,344;16,1,12,13",309,999,3,8,unisex,"202,203,204",577,444
"13,1,303,324;16,1,11,12",309,999,2,8,unisex,"202,203,204",578,444
"13,1,429,446;16,1,19,20",310,999,5,8,unisex,"202,203,204",579,445
"13,1,413,429;16,1,18,19",310,999,4,8,unisex,"202,203,204",580,445
"13,1,396,413;16,1,17,18",310,999,3,8,unisex,"202,203,204",581,445
"13,1,380,396;16,1,16,17",310,999,2,8,unisex,"202,203,204",582,445
"13,1,510,527;16,1,24,25",311,999,5,8,unisex,"202,203,204",583,446
"13,1,494,510;16,1,23,24",311,999,4,8,unisex,"202,203,204",584,446
"13,1,477,494;16,1,22,23",311,999,3,8,unisex,"202,203,204",585,446
"13,1,461,477;16,1,21,22",311,999,2,8,unisex,"202,203,204",586,446
"13,1,344,365;16,1,13,15",312,999,4,8,unisex,"205,344,345",587,450
"13,1,324,344;16,1,12,13",312,999,3,8,unisex,"205,344,345",588,450
"13,1,303,324;16,1,11,12",312,999,2,8,unisex,"205,344,345",589,450
"13,1,429,446;16,1,19,20",313,999,5,8,unisex,"205,344,345",590,451
"13,1,413,429;16,1,18,19",313,999,4,8,unisex,"205,344,345",591,451
"13,1,396,413;16,1,17,18",313,999,3,8,unisex,"205,344,345",592,451
"13,1,380,396;16,1,16,17",313,999,2,8,unisex,"205,344,345",593,451
"13,1,510,527;16,1,24,25",314,999,5,8,unisex,"205,344,345",594,452
"13,1,494,510;16,1,23,24",314,999,4,8,unisex,"205,344,345",595,452
"13,1,477,494;16,1,22,23",314,999,3,8,unisex,"205,344,345",596,452
"13,1,461,477;16,1,21,22",314,999,2,8,unisex,"205,344,345",597,452
"46,1,8,24",318,999,1,8,unisex,30,598,453
"46,1,23,30",319,999,1,8,unisex,30,599,454
"46,1,30,37",319,999,2,8,unisex,30,600,454
"46,1,36,40",320,999,1,8,unisex,30,601,455
"46,1,40,44",320,999,2,8,unisex,30,602,455
"46,1,44,48",320,999,3,8,unisex,30,603,455
"46,1,48,50",321,999,1,8,unisex,30,604,456
"46,1,50,53",321,999,2,8,unisex,30,605,456
"46,1,53,56",321,999,3,8,unisex,30,606,456
"46,1,56,59",321,999,4,8,unisex,30,607,456
"46,1,58,60",322,999,1,8,unisex,30,608,457
"46,1,60,62",322,999,2,8,unisex,30,609,457
"46,1,62,64",322,999,3,8,unisex,30,610,457
"46,1,64,66",322,999,4,8,unisex,30,611,457
"46,1,66,68",322,999,5,8,unisex,30,612,457
"46,1,68,69",323,999,1,8,unisex,30,613,458
"46,1,69,71",323,999,2,8,unisex,30,614,458
"46,1,71,73",323,999,3,8,unisex,30,615,458
"46,1,73,75",323,999,4,8,unisex,30,616,458
"46,1,75,77",323,999,5,8,unisex,30,617,458
"10,1,0,0",324,999,5,1,unisex,,618,471
"10,1,0,0",325,999,5,2,unisex,,619,472
"10,1,0,0",326,999,5,5,unisex,,620,473
"10,1,0,0",327,999,5,3,unisex,,621,474
"10,1,0,0",328,999,5,4,unisex,,622,475
"51,1,203,284",173,999,2,8,unisex,323,623,227
"51,1,284,365",174,999,2,8,unisex,323,624,228
"51,1,365,446",174,999,3,8,unisex,323,625,228
