col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,upgradeToken-int[],preNode-int[]
1,"Serangan Rumput Mengumpul ++ Kemahiran ++
",299,1,talentTree-205,205,0,6,1,Kumpulkan - Rumput,3,4200,0,5,200
2,"Serangan Pokok Mengumpul ++ Kemahiran ++
",308,1,talentTree-206,206,0,6,1,Kumpulkan - Pokok,3,4200,0,5,201
3," Kumpul Bijih Atk ++ Kemahiran ++
",317,1,talentTree-207,207,0,6,1,Kumpulkan - Perlombongan,3,4200,0,5,202
-1,"Buka Resipi Potion. Buka Resipi Potion Tenaga
",895#908#611,2,talentTree-209,209,0,7,1,Orang Terpilih Tahap 3,3,8400,0,0,204
1," Kumpul Serangan Rumput Atk ++ Kemahiran ++
",300,1,talentTree-210,210,0,7,1,Kumpulkan - Rumput,3,8400,0,6,205
2," Kumpul Serangan Pokok Atk ++ Kemahiran ++
",309,1,talentTree-211,211,0,7,1,Kumpulkan - Pokok,3,8400,0,6,206
3," Kumpul Bijih Atk ++ Kemahiran ++
",318,1,talentTree-212,212,0,7,1,Kumpulkan - Perlombongan,3,8400,0,6,207
-1,"Buka Resipi Minuman. Buka Resipi Minuman Tenaga
",896#909#612,2,talentTree-214,214,0,8,1,Resipi Prop Sihir,3,16800,0,0,209
2," Kumpul Serangan Pokok Atk ++ Kemahiran ++
",310,1,talentTree-215,215,0,8,1,Kumpulkan - Pokok,3,16800,0,7,211
1," Kumpul Serangan Rumput Atk ++ Kemahiran ++
",301,1,talentTree-216,216,0,8,1,Kumpulkan - Rumput,3,16800,0,7,210
3," Kumpul Bijih Atk ++ Kemahiran ++
",319,1,talentTree-217,217,0,8,1,Kumpulkan - Perlombongan,3,16800,0,7,212
-1,"Buka Resipi Potion. Buka Resipi Potion Tenaga
",897#910#613,2,talentTree-219,219,0,9,1,Pertanian - Output kesuburan setiap unit tanah,3,33600,0,0,214
1," Kumpul Serangan Rumput Atk ++ Kemahiran ++
",302,1,talentTree-220,220,0,9,1,Pertanian - Kemahiran menuai,3,33600,0,8,216
2,"Kumpul Serangan Pokok ++ Kemahiran ++
",311,1,talentTree-221,221,0,9,1,Pertanian - Indeks Kebahagiaan Pertempuran Haiwan Peliharaan,3,33600,0,8,215
3,"Kumpul Serangan Bijih ++ Kemahiran ++
",320,1,talentTree-222,222,0,9,1,Pertanian - Kemahiran menuai,3,33600,0,8,217
-3," Buka Resipi Essence Menanam Tahap 1
",152,2,talentTree-227,227,0,1,1,Resipi Esensi Penanaman,1,95,0,0,
-3," Buka Resipi Essence Menanam Tahap 2
",153,2,talentTree-228,228,0,2,1,Resipi Esensi Penanaman,1,210,0,0,227
-3,"Buka Resipi Essence Penanaman Tahap 3
",154,2,talentTree-229,229,0,3,1,Resipi Esensi Penanaman,1,420,0,0,228
-4," Buka Resipi Essence Tahap 1
",149,2,talentTree-236,236,0,1,1,Resipi Esensi Pertempuran,2,95,0,0,
-4," Buka Resipi Essence Tahap 2
",150,2,talentTree-237,237,0,2,1,Resipi Esensi Pertempuran,2,175,0,0,236
-4,"Buka Resipi Essence Tahap 3
",151,2,talentTree-238,238,0,3,1,Resipi Esensi Pertempuran,2,323,0,0,237
-2," Buka Resipi Essence Tahap 1
",158,2,talentTree-245,245,0,1,1,Resipi Esensi Kumpulan,3,131,0,0,
-2," Buka Resipi Essence Tahap 2
",159,2,talentTree-246,246,0,2,1,Resipi Esensi Kumpulan,3,262,0,0,245
-2,"Buka Resipi Essence Tahap 3
",160,2,talentTree-247,247,0,3,1,Resipi Esensi Kumpulan,3,525,0,0,246
5," Tangkap haiwan sebagai haiwan peliharaan anda
",166,0,talentTree-254,254,0,1,1,Capture,1,95,0,0,
-5,"Buka Resipi Set Tahap 4
Buka Resipi Minuman Tenaga Tahap 4
Buka Resipi Penyelarasan
",270#367#373#600#594;271#272;273#274#275#511#517#512#518#513#508#521#581,2,talentTree-256,256,0,4,3, Resipi Set Pertempuran,2,"646,646,646",0,"10,10,10",105
-4,"Buka Resipi Essence Tahap 4
",340,2,talentTree-257,257,0,4,1, Resipi Essence Pertempuran,2,646,0,10,238
-5,"Buka Resipi Set Tahap 5
Buka Resipi Minuman Tenaga Tahap 5
Buka Resipi Penyelarasan
",292#368#374#601#587;293#294;295#296#297#540#535#536#546#541#531#534#582,2,talentTree-258,258,0,5,3, Resipi Set Pertempuran,2,"1292,1292,1292",0,"15,15,15",256
-4,"Buka Resipi Essence Tahap 5
",341,2,talentTree-259,259,0,5,1, Resipi Essence Pertempuran,2,1292,0,15,257
-5,"Buka Resipi Set Tahap 6
Buka Resipi Minuman Tenaga Tahap 6
Buka Resipi Penyelarasan
",313#369#375#602#586;314#315;316#317#318#561#570#555#559#569#572#571#583,2,talentTree-260,260,0,6,3, Resipi Set Pertempuran,2,"2584,2584,2584",0,"20,20,20",258
-4,"Buka Resipi Essence Tahap 6
",342,2,talentTree-261,261,0,6,1, Resipi Intipati Pertempuran,2,2584,0,20,259
-3,"Buka Resipi Set Tahap 4
Buka Resipi Slime Tenaga Tahap 4
",276#277#278#382;279#280;281#288#289#515#516#525#524#576#514#519#529,2,talentTree-262,262,0,4,3, Resipi Set Pengumpulan,3,"1050,1050,1050",0,"10,10,10",62
-2,"Buka Resipi Essence Tahap 4
",343,2,talentTree-263,263,0,4,1, Resipi Essence Pengumpulan,3,1050,0,10,247
-3,"Buka Resipi Set Tahap 5
Buka Resipi Slime Tenaga Tahap 5
",298#299#300#383;301#302;303#304#305#537#539#538#577#544#543#542#552,2,talentTree-264,264,0,5,3, Resipi Set Pengumpulan,3,"2100,2100,2100",0,"15,15,15",262
-2,"Buka Resipi Essence Tahap 5
",344,2,talentTree-265,265,0,5,1, Resipi Essence Pengumpulan,3,2100,0,15,263
-3,"Buka Resipi Set Tahap 6
Buka Resipi Slime Tenaga Tahap 6
",319#320#321#384;322#323;324#325#326#557#554#565#556#578#566#562#558,2,talentTree-266,266,0,6,3, Resipi Set Pengumpulan,3,"4200,4200,4200",0,"20,20,20",264
-2,"Buka Resipi Essence Tahap 6
",345,2,talentTree-267,267,0,6,1, Resipi Intipati Pengumpulan,3,4200,0,20,265
-4,"Buka Resipi Set Tahap 4
Buka Resipi Slime Tenaga Tahap 4
Buka Resipi Penyelarasan
",282#379#416#405#406#407#590#921;284#285;286#287#291#526#520#528#510#507#522#509#523,2,talentTree-268,268,0,4,3, Resipi Set Pertanian,1,"840,840,840",0,"10,10,10",88
-3,"Buka Resipi Essence Tahap 4
",334,2,talentTree-269,269,0,4,1, Resipi Essence Penanaman,1,840,0,5,229
-2,"Buka Resipi Essence Tahap 4
",337,2,talentTree-270,270,0,4,1, Resipi Essence Penternakan Pertanian,1,840,0,5,94
-4,"Buka Resipi Set Tahap 5
Buka Resipi Slime Tenaga Tahap 5
Buka Resipi Penyelarasan
",306#380#417#410#411#412#589#922;308#309;310#311#312#548#533#545#549#551#530#547#532,2,talentTree-271,271,0,5,3, Resipi Set Pertanian,1,"1680,1680,1680",0,"15,15,15",268
-3,"Buka Resipi Essence Tahap 5
",335,2,talentTree-272,272,0,5,1, Resipi Essence Penanaman,1,1680,0,8,269
-2,"Buka Resipi Essence Tahap 5
",338,2,talentTree-273,273,0,5,1, Resipi Essence Penternakan Pertanian,1,1680,0,8,270
-4,"Buka Resipi Set Tahap 6
Buka Resipi Slime Tenaga Tahap 6
Buka Resipi Penyelarasan
",327#381#418#413#414#415#595#923;329#330;331#332#333#568#573#560#563#564#553#575#574,2,talentTree-274,274,0,6,3, Resipi Set Pertanian,1,"3360,3360,3360",0,"20,20,20",271
-3,"Buka Resipi Essence Tahap 6
",336,2,talentTree-275,275,0,6,1, Resipi Intipati Penanaman,1,3360,0,10,272
-2,"Buka Resipi Essence Tahap 6
",339,2,talentTree-276,276,0,6,1, Resipi Intipati Penternakan Pertanian,1,3360,0,10,273
-4,"Buka Resipi Set Tahap 7
Buka Resipi Slime Tenaga Tahap 7
Buka Resipi Penyelarasan
",654#655#656#623#886#887#888#924;657#658;659#660#661#829#830#831#832#833#834#835#836,2,talentTree-277,277,0,7,3, Resipi Set Pertanian (Belum dibuka),1,"6720,6720,6720",0,"25,25,25",274
-3," Buka Resipi Intipati Penanaman Tahap 7
",635,2,talentTree-278,278,0,7,1, Resipi Pati Penanaman (Belum dibuka),1,6720,0,0,275
-2," Buka Resipi Intipati Penternakan Tahap 7
",632,2,talentTree-279,279,0,7,1, Resipi Pati Penternakan (Belum dibuka),1,6720,0,0,276
-4,"Buka Resipi Set Tahap 8
Buka Resipi Slime Tenaga Tahap 8
Buka Resipi Penyelarasan
",678#679#680#618;681#682;683#684#685#846#847#848#849#850#851#852#853,2,talentTree-280,280,0,8,3, Resipi Set Pertanian (Belum dibuka),1,"13440,13440,13440",0,"30,30,30",277
-3,"Buka Resipi Intipati Penanaman Tahap 8
",636,2,talentTree-281,281,0,8,1, Resipi Pati Penanaman (Belum dibuka),1,13440,0,0,278
-2,"Buka Resipi Intipati Penternakan Tahap 8
",633,2,talentTree-282,282,0,8,1,Resipi Pati Ternakan (Belum dibuka),1,13440,0,0,279
-4,"Buka Resipi Set Tahap 9
Buka Resipi Slime Tenaga Tahap 9
Buka Resipi Penyelarasan
",702#703#704#619;705#706;707#708#709#870#871#872#873#874#875#876#877,2,talentTree-283,283,0,9,3,Resipi Set Pertanian (Belum dibuka),1,"26880,26880,26880",0,"35,35,35",280
-3,"Buka Resipi Intipati Penanaman Tahap 9
",637,2,talentTree-284,284,0,9,1,Resipi Pati Tanaman (Belum dibuka),1,26880,0,0,281
-2,"Buka Resipi Intipati Penternakan Tahap 9
",634,2,talentTree-285,285,0,9,1,,1,26880,0,0,282
-5,"Buka Resipi Set Tahap 7
Buka Resipi Potion Tenaga Tahap 7
Buka Resipi Penyelarasan
",638#639#640#617#620;641#642;643#644#645#710#815#816#817#818#819#820#837,2,talentTree-286,286,0,7,3, (Belum dibuka),2,"5169,5169,5169",0,"25,25,25",260
-4," Buka Resipi Intipati Tahap 7
",626,2,talentTree-287,287,0,7,1, (Belum dibuka),2,5169,0,0,261
-5,"Buka Resipi Set Tahap 8
Buka Resipi Minuman Tenaga Tahap 8
Buka Resipi Penyelarasan
",662#663#664#889#891#890#925#624#621;665#666;667#668#669#854#855#856#857#858#859#860#861,2,talentTree-288,288,0,8,3, (Belum dibuka),2,"11200,11200,11200",0,"30,30,30",286
-4,"Buka Resipi Intipati Tahap 8
",627,2,talentTree-289,289,0,8,1, (Belum dibuka),2,11200,0,0,287
-5,"Buka Resipi Set Tahap 9
Buka Resipi Potion Tenaga Tahap 9
Buka Resipi Penyelarasan
",686#687#688#894#892#893#622#926;689#690;691#692#693#878#879#880#881#882#883#884#885,2,talentTree-290,290,0,9,3,(Belum dibuka),2,"24436,24436,24436",0,"35,35,35",288
-4,"Buka Resipi Intipati Tahap 9
",628,2,talentTree-291,291,0,9,1,(Belum dibuka),2,24436,0,0,289
-3,"Buka Resipi Set Tahap 7
Buka Resipi Slime Tenaga Tahap 7
",646#647#648#614;649#650;651#652#653#821#822#823#824#825#826#827#828,2,talentTree-292,292,0,7,3, (Belum dibuka),3,"8400,8400,8400",0,"25,25,25",266
-2," Buka Resipi Intipati Tahap 7
",629,2,talentTree-293,293,0,7,1, (Belum dibuka),3,8400,0,0,267
-3,"Buka Resipi Set Tahap 8
Buka Resipi Slime Tenaga Tahap 6
",670#671#672#615;675#676#677#838#839#840#841#842#843#844#845;673#674,2,talentTree-294,294,0,8,3,(Belum dibuka),3,"16800,16800,16800",0,"30,30,30",292
-2,"Buka Resipi Intipati Tahap 8
",630,2,talentTree-295,295,0,8,1,(Belum dibuka),3,16800,0,0,293
-3,"Buka Resipi Set Tahap 9
Buka Resipi Slime Tenaga Tahap 6
",694#695#696#616#625;699#700#701#862#863#864#865#866#867#868#869;697#698,2,talentTree-296,296,0,9,3,,3,"33600,33600,33600",0,"35,35,35",294
-2,"Buka Resipi Intipati Tahap 9
",631,2,talentTree-297,297,0,9,1,,3,33600,0,0,295
-1,,460,0,talentTree-298,298,0,7,1,,1,6720,0,6,169
