gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int
"49,1,43,45;50,1,43,45;44,1,1434,1493;47,1,1434,1493",297,999,3,2,unisex,,424,356
"49,1,45,47;50,1,45,47;44,1,1493,1551;47,1,1493,1551",297,999,4,2,unisex,,425,356
"49,1,47,49;50,1,47,49;44,1,1551,1610;47,1,1551,1610",297,999,5,2,unisex,,426,356
"49,1,49,50;50,1,49,50;44,1,1610,1668;47,1,1610,1668",302,999,1,2,unisex,,427,361
"49,1,50,52;50,1,50,52;44,1,1668,1727;47,1,1668,1727",302,999,2,2,unisex,,428,361
"49,1,52,54;50,1,52,54;44,1,1727,1785;47,1,1727,1785",302,999,3,2,unisex,,429,361
"49,1,54,56;50,1,54,56;44,1,1785,1844;47,1,1785,1844",302,999,4,2,unisex,,430,361
"49,1,56,58;50,1,56,58;44,1,1844,1903;47,1,1844,1903",302,999,5,2,unisex,,431,361
"49,1,43,46;50,1,43,46;44,1,815,873;47,1,815,873",294,999,1,3,unisex,,432,353
"49,1,46,49;50,1,46,49;44,1,873,931;47,1,873,931",294,999,2,3,unisex,,433,353
"49,1,49,52;50,1,49,52;44,1,931,989;47,1,931,989",294,999,3,3,unisex,,434,353
"49,1,52,55;50,1,52,55;44,1,989,1048;47,1,989,1048",294,999,4,3,unisex,,435,353
"49,1,55,57;50,1,55,57;44,1,1048,1094;47,1,1048,1094",299,999,1,3,unisex,,436,358
"49,1,57,59;50,1,57,59;44,1,1094,1140;47,1,1094,1140",299,999,2,3,unisex,,437,358
"49,1,59,62;50,1,59,62;44,1,1140,1187;47,1,1140,1187",299,999,3,3,unisex,,438,358
"49,1,62,64;50,1,62,64;44,1,1187,1233;47,1,1187,1233",299,999,4,3,unisex,,439,358
"49,1,64,67;50,1,64,67;44,1,1233,1280;47,1,1233,1280",299,999,5,3,unisex,,440,358
"49,1,67,69;50,1,67,69;44,1,1280,1326;47,1,1280,1326",304,999,1,3,unisex,,441,363
"49,1,69,71;50,1,69,71;44,1,1326,1373;47,1,1326,1373",304,999,2,3,unisex,,442,363
"49,1,71,74;50,1,71,74;44,1,1373,1419;47,1,1373,1419",304,999,3,3,unisex,,443,363
"49,1,74,76;50,1,74,76;44,1,1419,1466;47,1,1419,1466",304,999,4,3,unisex,,444,363
"49,1,76,79;50,1,76,79;44,1,1466,1513;47,1,1466,1513",304,999,5,3,unisex,,445,363
"49,1,31,33;50,1,31,33;44,1,647,693;47,1,647,693",293,999,1,5,unisex,,446,352
"49,1,33,35;50,1,33,35;44,1,693,739;47,1,693,739",293,999,2,5,unisex,,447,352
"49,1,35,37;50,1,35,37;44,1,739,785;47,1,739,785",293,999,3,5,unisex,,448,352
"49,1,37,40;50,1,37,40;44,1,785,832;47,1,785,832",293,999,4,5,unisex,,449,352
"49,1,40,41;50,1,40,41;44,1,832,868;47,1,832,868",298,999,1,5,unisex,,450,357
"49,1,41,43;50,1,41,43;44,1,868,905;47,1,868,905",298,999,2,5,unisex,,451,357
"49,1,43,45;50,1,43,45;44,1,905,942;47,1,905,942",298,999,3,5,unisex,,452,357
"49,1,45,47;50,1,45,47;44,1,942,979;47,1,942,979",298,999,4,5,unisex,,453,357
"49,1,47,49;50,1,47,49;44,1,979,1016;47,1,979,1016",298,999,5,5,unisex,,454,357
"49,1,49,50;50,1,49,50;44,1,1016,1053;47,1,1016,1053",303,999,1,5,unisex,,455,362
"49,1,50,52;50,1,50,52;44,1,1053,1090;47,1,1053,1090",303,999,2,5,unisex,,456,362
"49,1,52,54;50,1,52,54;44,1,1090,1127;47,1,1090,1127",303,999,3,5,unisex,,457,362
"49,1,54,56;50,1,54,56;44,1,1127,1164;47,1,1127,1164",303,999,4,5,unisex,,458,362
"49,1,56,58;50,1,56,58;44,1,1164,1201;47,1,1164,1201",303,999,5,5,unisex,,459,362
"49,1,43,46;50,1,43,46;44,1,857,918;47,1,857,918",295,999,1,4,unisex,,460,354
"49,1,46,49;50,1,46,49;44,1,918,979;47,1,918,979",295,999,2,4,unisex,,461,354
"49,1,49,52;50,1,49,52;44,1,979,1040;47,1,979,1040",295,999,3,4,unisex,,462,354
"49,1,52,55;50,1,52,55;44,1,1040,1102;47,1,1040,1102",295,999,4,4,unisex,,463,354
"49,1,55,57;50,1,55,57;44,1,1102,1150;47,1,1102,1150",300,999,1,4,unisex,,464,359
"49,1,57,59;50,1,57,59;44,1,1150,1199;47,1,1150,1199",300,999,2,4,unisex,,465,359
"49,1,59,62;50,1,59,62;44,1,1199,1248;47,1,1199,1248",300,999,3,4,unisex,,466,359
"49,1,62,64;50,1,62,64;44,1,1248,1297;47,1,1248,1297",300,999,4,4,unisex,,467,359
"49,1,64,67;50,1,64,67;44,1,1297,1346;47,1,1297,1346",300,999,5,4,unisex,,468,359
"49,1,67,69;50,1,67,69;44,1,1346,1395;47,1,1346,1395",305,999,1,4,unisex,,469,364
"49,1,69,71;50,1,69,71;44,1,1395,1444;47,1,1395,1444",305,999,2,4,unisex,,470,364
"49,1,71,74;50,1,71,74;44,1,1444,1493;47,1,1444,1493",305,999,3,4,unisex,,471,364
"49,1,74,76;50,1,74,76;44,1,1493,1542;47,1,1493,1542",305,999,4,4,unisex,,472,364
"49,1,76,79;50,1,76,79;44,1,1542,1591;47,1,1542,1591",305,999,5,4,unisex,,473,364
"54,1,39,41;55,1,39,41;56,1,39,41",261,999,1,1,unisex,,474,320
"54,1,41,44;55,1,41,44;56,1,41,44",261,999,2,1,unisex,,475,320
"54,1,44,47;55,1,44,47;56,1,44,47",261,999,3,1,unisex,,476,320
"54,1,47,50;55,1,47,50;56,1,47,50",261,999,4,1,unisex,,477,320
"54,1,50,52;55,1,50,52;56,1,50,52",266,999,1,1,unisex,,478,325
"54,1,52,54;55,1,52,54;56,1,52,54",266,999,2,1,unisex,,479,325
"54,1,54,56;55,1,54,56;56,1,54,56",266,999,3,1,unisex,,480,325
"54,1,56,58;55,1,56,58;56,1,56,58",266,999,4,1,unisex,,481,325
"54,1,58,61;55,1,58,61;56,1,58,61",266,999,5,1,unisex,,482,325
"54,1,61,63;55,1,61,63;56,1,61,63",271,999,1,1,unisex,,483,330
"54,1,63,65;55,1,63,65;56,1,63,65",271,999,2,1,unisex,,484,330
"54,1,65,67;55,1,65,67;56,1,65,67",271,999,3,1,unisex,,485,330
"54,1,67,69;55,1,67,69;56,1,67,69",271,999,4,1,unisex,,486,330
"54,1,69,72;55,1,69,72;56,1,69,72",271,999,5,1,unisex,,487,330
"54,1,46,49;55,1,46,49;56,1,46,49",262,999,1,2,unisex,,488,321
"54,1,49,52;55,1,49,52;56,1,49,52",262,999,2,2,unisex,,489,321
"54,1,52,55;55,1,52,55;56,1,52,55",262,999,3,2,unisex,,490,321
"54,1,55,59;55,1,55,59;56,1,55,59",262,999,4,2,unisex,,491,321
"54,1,59,61;55,1,59,61;56,1,59,61",267,999,1,2,unisex,,492,326
"54,1,61,64;55,1,61,64;56,1,61,64",267,999,2,2,unisex,,493,326
"54,1,64,66;55,1,64,66;56,1,64,66",267,999,3,2,unisex,,494,326
"54,1,66,69;55,1,66,69;56,1,66,69",267,999,4,2,unisex,,495,326
"54,1,69,72;55,1,69,72;56,1,69,72",267,999,5,2,unisex,,496,326
"54,1,72,74;55,1,72,74;56,1,72,74",272,999,1,2,unisex,,497,331
"54,1,74,77;55,1,74,77;56,1,74,77",272,999,2,2,unisex,,498,331
"54,1,77,80;55,1,77,80;56,1,77,80",272,999,3,2,unisex,,499,331
"54,1,80,83;55,1,80,83;56,1,80,83",272,999,4,2,unisex,,500,331
"54,1,83,86;55,1,83,86;56,1,83,86",272,999,5,2,unisex,,501,331
"54,1,37,39;55,1,37,39;56,1,37,39",264,999,1,3,unisex,,502,323
"54,1,39,42;55,1,39,42;56,1,39,42",264,999,2,3,unisex,,503,323
"54,1,42,44;55,1,42,44;56,1,42,44",264,999,3,3,unisex,,504,323
"54,1,44,47;55,1,44,47;56,1,44,47",264,999,4,3,unisex,,505,323
"54,1,47,49;55,1,47,49;56,1,47,49",269,999,1,3,unisex,,506,328
"54,1,49,51;55,1,49,51;56,1,49,51",269,999,2,3,unisex,,507,328
"54,1,51,53;55,1,51,53;56,1,51,53",269,999,3,3,unisex,,508,328
"54,1,53,55;55,1,53,55;56,1,53,55",269,999,4,3,unisex,,509,328
"54,1,55,58;55,1,55,58;56,1,55,58",269,999,5,3,unisex,,510,328
"54,1,58,60;55,1,58,60;56,1,58,60",274,999,1,3,unisex,,511,333
"54,1,60,62;55,1,60,62;56,1,60,62",274,999,2,3,unisex,,512,333
"54,1,62,64;55,1,62,64;56,1,62,64",274,999,3,3,unisex,,513,333
"54,1,64,66;55,1,64,66;56,1,64,66",274,999,4,3,unisex,,514,333
"54,1,66,68;55,1,66,68;56,1,66,68",274,999,5,3,unisex,,515,333
"54,1,29,31;55,1,29,31;56,1,29,31",263,999,1,5,unisex,,516,322
"54,1,31,33;55,1,31,33;56,1,31,33",263,999,2,5,unisex,,517,322
"54,1,33,35;55,1,33,35;56,1,33,35",263,999,3,5,unisex,,518,322
"54,1,35,37;55,1,35,37;56,1,35,37",263,999,4,5,unisex,,519,322
"54,1,37,38;55,1,37,38;56,1,37,38",268,999,1,5,unisex,,520,327
"54,1,38,40;55,1,38,40;56,1,38,40",268,999,2,5,unisex,,521,327
"54,1,40,42;55,1,40,42;56,1,40,42",268,999,3,5,unisex,,522,327
"54,1,42,44;55,1,42,44;56,1,42,44",268,999,4,5,unisex,,523,327
"54,1,44,46;55,1,44,46;56,1,44,46",268,999,5,5,unisex,,524,327
"54,1,46,47;55,1,46,47;56,1,46,47",273,999,1,5,unisex,,525,332
"54,1,47,49;55,1,47,49;56,1,47,49",273,999,2,5,unisex,,526,332
"54,1,49,50;55,1,49,50;56,1,49,50",273,999,3,5,unisex,,527,332
"54,1,50,52;55,1,50,52;56,1,50,52",273,999,4,5,unisex,,528,332
"54,1,52,54;55,1,52,54;56,1,52,54",273,999,5,5,unisex,,529,332
"54,1,39,41;55,1,39,41;56,1,39,41",265,999,1,4,unisex,,530,324
"54,1,41,44;55,1,41,44;56,1,41,44",265,999,2,4,unisex,,531,324
"54,1,44,47;55,1,44,47;56,1,44,47",265,999,3,4,unisex,,532,324
"54,1,47,50;55,1,47,50;56,1,47,50",265,999,4,4,unisex,,533,324
"54,1,50,52;55,1,50,52;56,1,50,52",270,999,1,4,unisex,,534,329
"54,1,52,54;55,1,52,54;56,1,52,54",270,999,2,4,unisex,,535,329
"54,1,54,56;55,1,54,56;56,1,54,56",270,999,3,4,unisex,,536,329
"54,1,56,58;55,1,56,58;56,1,56,58",270,999,4,4,unisex,,537,329
"54,1,58,61;55,1,58,61;56,1,58,61",270,999,5,4,unisex,,538,329
"54,1,61,63;55,1,61,63;56,1,61,63",275,999,1,4,unisex,,539,334
"54,1,63,65;55,1,63,65;56,1,63,65",275,999,2,4,unisex,,540,334
"54,1,65,67;55,1,65,67;56,1,65,67",275,999,3,4,unisex,,541,334
"54,1,67,69;55,1,67,69;56,1,67,69",275,999,4,4,unisex,,542,334
"54,1,69,72;55,1,69,72;56,1,69,72",275,999,5,4,unisex,,543,334
"38,1,56,60",248,999,1,8,unisex,22,550,304
"38,1,56,60",248,999,2,8,unisex,22,551,304
"38,1,56,60",248,999,3,8,unisex,22,552,304
"38,1,56,60",248,999,4,8,unisex,22,553,304
"38,1,61,65",254,999,1,8,unisex,22,554,310
"38,1,61,65",254,999,2,8,unisex,22,555,310
"38,1,61,65",254,999,3,8,unisex,22,556,310
"38,1,61,65",254,999,4,8,unisex,22,557,310
"38,1,61,65",254,999,5,8,unisex,22,558,310
"38,1,66,70",260,999,1,8,unisex,22,559,316
"38,1,66,70",260,999,2,8,unisex,22,560,316
"38,1,66,70",260,999,3,8,unisex,22,561,316
"38,1,66,70",260,999,4,8,unisex,22,562,316
"38,1,66,70",260,999,5,8,unisex,22,563,316
"13,1,27,81;16,1,0,0",306,999,1,8,unisex,"202,203,204",564,441
"13,1,81,108;16,1,0,2",307,999,1,8,unisex,"202,203,204",565,442
"13,1,135,153;16,1,5,6",308,999,1,8,unisex,"202,203,204",566,443
"13,1,189,202;16,1,10,11",309,999,1,8,unisex,"202,203,204",567,444
"13,1,243,253;16,1,15,16",310,999,1,8,unisex,"202,203,204",568,445
"13,1,297,307;16,1,20,21",311,999,1,8,unisex,"202,203,204",569,446
"13,1,189,202;16,1,10,11",312,999,1,8,unisex,"205,344,345",570,450
"13,1,243,253;16,1,15,16",313,999,1,8,unisex,"205,344,345",571,451
"13,1,297,307;16,1,20,21",314,999,1,8,unisex,"205,344,345",572,452
"13,1,108,135;16,1,2,5",307,999,2,8,unisex,"202,203,204",573,442
"13,1,171,189;16,1,8,10",308,999,3,8,unisex,"202,203,204",574,443
"13,1,153,171;16,1,6,8",308,999,2,8,unisex,"202,203,204",575,443
"13,1,229,243;16,1,13,15",309,999,4,8,unisex,"202,203,204",576,444
"13,1,216,229;16,1,12,13",309,999,3,8,unisex,"202,203,204",577,444
"13,1,202,216;16,1,11,12",309,999,2,8,unisex,"202,203,204",578,444
"13,1,286,297;16,1,19,20",310,999,5,8,unisex,"202,203,204",579,445
"13,1,275,286;16,1,18,19",310,999,4,8,unisex,"202,203,204",580,445
"13,1,264,275;16,1,17,18",310,999,3,8,unisex,"202,203,204",581,445
"13,1,253,264;16,1,16,17",310,999,2,8,unisex,"202,203,204",582,445
"13,1,340,351;16,1,24,25",311,999,5,8,unisex,"202,203,204",583,446
"13,1,329,340;16,1,23,24",311,999,4,8,unisex,"202,203,204",584,446
"13,1,318,329;16,1,22,23",311,999,3,8,unisex,"202,203,204",585,446
"13,1,307,318;16,1,21,22",311,999,2,8,unisex,"202,203,204",586,446
"13,1,229,243;16,1,13,15",312,999,4,8,unisex,"205,344,345",587,450
"13,1,216,229;16,1,12,13",312,999,3,8,unisex,"205,344,345",588,450
"13,1,202,216;16,1,11,12",312,999,2,8,unisex,"205,344,345",589,450
"13,1,286,297;16,1,19,20",313,999,5,8,unisex,"205,344,345",590,451
"13,1,275,286;16,1,18,19",313,999,4,8,unisex,"205,344,345",591,451
"13,1,264,275;16,1,17,18",313,999,3,8,unisex,"205,344,345",592,451
"13,1,253,264;16,1,16,17",313,999,2,8,unisex,"205,344,345",593,451
"13,1,340,351;16,1,24,25",314,999,5,8,unisex,"205,344,345",594,452
"13,1,329,340;16,1,23,24",314,999,4,8,unisex,"205,344,345",595,452
"13,1,318,329;16,1,22,23",314,999,3,8,unisex,"205,344,345",596,452
"13,1,307,318;16,1,21,22",314,999,2,8,unisex,"205,344,345",597,452
"46,1,5,16",318,999,1,8,unisex,30,598,453
"46,1,15,20",319,999,1,8,unisex,30,599,454
"46,1,20,25",319,999,2,8,unisex,30,600,454
"46,1,24,26",320,999,1,8,unisex,30,601,455
"46,1,26,29",320,999,2,8,unisex,30,602,455
"46,1,29,32",320,999,3,8,unisex,30,603,455
"46,1,32,33",321,999,1,8,unisex,30,604,456
"46,1,33,35",321,999,2,8,unisex,30,605,456
"46,1,35,37",321,999,3,8,unisex,30,606,456
"46,1,37,39",321,999,4,8,unisex,30,607,456
"46,1,39,40",322,999,1,8,unisex,30,608,457
"46,1,40,41",322,999,2,8,unisex,30,609,457
"46,1,41,42",322,999,3,8,unisex,30,610,457
"46,1,42,43",322,999,4,8,unisex,30,611,457
"46,1,43,45",322,999,5,8,unisex,30,612,457
"46,1,45,46",323,999,1,8,unisex,30,613,458
"46,1,46,47",323,999,2,8,unisex,30,614,458
"46,1,47,48",323,999,3,8,unisex,30,615,458
"46,1,48,49",323,999,4,8,unisex,30,616,458
"46,1,49,51",323,999,5,8,unisex,30,617,458
"10,1,0,0",324,999,5,1,unisex,,618,471
"10,1,0,0",325,999,5,2,unisex,,619,472
"10,1,0,0",326,999,5,5,unisex,,620,473
"10,1,0,0",327,999,5,3,unisex,,621,474
"10,1,0,0",328,999,5,4,unisex,,622,475
"51,1,135,189",173,999,2,8,unisex,323,623,227
"51,1,189,243",174,999,2,8,unisex,323,624,228
"51,1,243,297",174,999,3,8,unisex,323,625,228
