col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,preNode-int[],type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,resetCost-int,upgradeToken-int[]
3,@@ Maden Toplama Saldırısı ++ Yetkinlik ++ ,314,1,talentTree-196,196,0,3,1, Topla - Madencilik,193,3,525,0,0,0
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,297,1,talentTree-197,197,0,4,1, Topla - Çimen,194,3,1050,0,0,600
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,306,1,talentTree-198,198,0,4,1, Topla - Ağaçlar,195,3,1050,0,0,600
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,315,1,talentTree-199,199,0,4,1, Topla değeri - Madencilik,196,3,1050,0,0,600
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,298,1,talentTree-200,200,0,5,1, Topla - Çimen,197,3,2100,0,0,800
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,307,1,talentTree-201,201,0,5,1, Topla değeri - Ağaçlar,198,3,2100,0,0,800
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,316,1,talentTree-202,202,0,5,1, Topla - Madencilik,199,3,2100,0,0,800
-1, İksir Tarifi Kilidi Açıldı.  ,348#907,2,talentTree-204,204,0,6,1, Büyü Malzemeleri Tarifleri,69,3,4200,0,0,1000
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,299,1,talentTree-205,205,0,6,1, Topla - Çimen değeri,200,3,4200,0,0,1000
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,308,1,talentTree-206,206,0,6,1, Topla - Ağaçlar,201,3,4200,0,0,1000
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,317,1,talentTree-207,207,0,6,1, Topla değeri - Madencilik,202,3,4200,0,0,1000
-1, İksir Tarifi Kilidi Açıldı.  ,895#908,2,talentTree-209,209,0,7,1, Henüz açılmadı,204,3,8400,0,0,1200
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,300,1,talentTree-210,210,0,7,1, Topla - Çimen,205,3,8400,0,0,1200
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,309,1,talentTree-211,211,0,7,1, Topla - Ağaçlar,206,3,8400,0,0,1200
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,318,1,talentTree-212,212,0,7,1, Topla - Madencilik,207,3,8400,0,0,1200
-1, İksir Tarifi Kilidi Açıldı.  ,896#909,2,talentTree-214,214,0,8,1, Henüz açılmadı,209,3,16800,0,0,1400
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,310,1,talentTree-215,215,0,8,1, Topla - Ağaçlar,211,3,16800,0,0,1400
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,301,1,talentTree-216,216,0,8,1, Topla - Çimen,210,3,16800,0,0,1400
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,319,1,talentTree-217,217,0,8,1, Topla - Madencilik,212,3,16800,0,0,1400
-1, İksir Tarifi Kilidi Açıldı.  ,897#910,2,talentTree-219,219,0,9,1, Henüz açılmadı,214,3,33600,0,0,1600
1, Çimen Toplama Saldırısı ++ Yetkinlik ++ ,302,1,talentTree-220,220,0,9,1, Topla - Çimen,216,3,33600,0,0,1600
2, Ağaç Toplama Saldırısı ++ Yetkinlik ++ ,311,1,talentTree-221,221,0,9,1, Topla - Ağaçlar,215,3,33600,0,0,1600
3, Maden Toplama Saldırısı ++ Yetkinlik ++ ,320,1,talentTree-222,222,0,9,1, Topla - Madencilik,217,3,33600,0,0,1600
-3, Ekim Özü Reçetelerini Aç Lv 1,152,2,talentTree-227,227,0,1,1, Ekim Özü Tarifleri,0,1,95,0,0,0
-3, Ekim Özü Reçetelerini Aç Lv 2,153,2,talentTree-228,228,0,2,1, Ekim Özü Tarifleri,227,1,210,0,0,0
-3, Ekim Özü Tarifleri Kilidi Açıldı Seviye 3 ,154,2,talentTree-229,229,0,3,1, Ekim Özü Tarifleri,228,1,420,0,0,300
-4, Öz Esans Reçetelerini Aç Lv 1,149,2,talentTree-236,236,0,1,1, Savaş Özü Tarifleri,0,2,95,0,0,0
-4, Öz Esans Reçetelerini Aç Lv 2,150,2,talentTree-237,237,0,2,1, Savaş Özü Tarifleri,236,2,175,0,0,0
-4, Özü Tarifleri Kilidi Açıldı Seviye 3 ,151,2,talentTree-238,238,0,3,1, Savaş Özü Tarifleri,237,2,323,0,0,600
-2, Öz Esans Reçetelerini Aç Lv 1,158,2,talentTree-245,245,0,1,1, Toplama Özü Tarifleri,0,3,131,0,0,0
-2, Öz Esans Reçetelerini Aç Lv 2,159,2,talentTree-246,246,0,2,1, Toplama Özü Tarifleri,245,3,262,0,0,0
-2, Özü Tarifleri Kilidi Açıldı Seviye 3 ,160,2,talentTree-247,247,0,3,1, Toplama Özü Tarifleri,246,3,525,0,0,600
5, Hayvanları evcil hayvanlarınız olarak yakalayın,166,0,talentTree-254,254,0,1,1, Yakalama,0,1,95,0,0,0
-5," LV 4 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",270#367#373;271#272;273#274#275#511#517#512#518#513#508#521#581#1002#1005#1006#1007#1011#1012#1015#1072,2,talentTree-256,256,0,4,3, Savaş Seti Tarifleri,105,2,"646,646,646",0,0,"2000,2000,2000"
-4, Özü Tarifleri Kilidi Açıldı Seviye 4 ,340,2,talentTree-257,257,0,4,1, Savaş Özü Tarifleri,238,2,646,0,0,2000
-5," LV 5 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",292#368#374;293#294;295#296#297#540#535#536#546#541#531#534#582#1024#1027#1028#1029#1033#1034#1039#1073,2,talentTree-258,258,0,5,3, Savaş Seti Tarifleri,256,2,"1292,1292,1292",0,0,"3000,3000,3000"
-4, Özü Tarifleri Kilidi Açıldı Seviye 5 ,341,2,talentTree-259,259,0,5,1, Savaş Özü Tarifleri,257,2,1292,0,0,3000
-5," LV 6 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",313#369#375;314#315;316#317#318#561#570#555#559#569#572#571#583#1047#1051#1053#1060#1061#1062#1063#1074,2,talentTree-260,260,0,6,3, Savaş Seti Tarifleri,258,2,"2584,2584,2584",0,0,"4000,4000,4000"
-4, Özü Tarifleri Kilidi Açıldı Seviye 6 ,342,2,talentTree-261,261,0,6,1, Savaş Özü Tarifleri,259,2,2584,0,0,4000
-3," LV 4 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",276#277#278;279#280;281#288#289#515#516#525#524#576#514#519#529#1008#1009#1010#1013#1018#1019#1022#1067,2,talentTree-262,262,0,4,3, Toplama Seti Tarifleri,62,3,"1050,1050,1050",0,0,"2000,2000,2000"
-2, Özü Tarifleri Kilidi Açıldı Seviye 4 ,343,2,talentTree-263,263,0,4,1, Toplama Özü Tarifleri,247,3,1050,0,0,2000
-3," LV 5 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",298#299#300;301#302;303#304#305#537#539#538#577#544#543#542#552#1030#1031#1032#1035#1036#1037#1044#1068,2,talentTree-264,264,0,5,3, Toplama Seti Tarifleri,262,3,"2100,2100,2100",0,0,"3000,3000,3000"
-2, Özü Tarifleri Kilidi Açıldı Seviye 5 ,344,2,talentTree-265,265,0,5,1, Toplama Özü Tarifleri,263,3,2100,0,0,3000
-3," LV 6 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Yeniden Dökme tarifleri ve parça yapım tarifleri kilidi açılır. ",319#320#321;322#323;324#325#326#557#554#565#556#578#566#562#558#1046#1048#1049#1050#1054#1057#1058#1069,2,talentTree-266,266,0,6,3, Toplama Seti Tarifleri,264,3,"4200,4200,4200",0,0,"4000,4000,4000"
-2, Özü Tarifleri Kilidi Açıldı Seviye 6 ,345,2,talentTree-267,267,0,6,1, Toplama Özü Tarifleri,265,3,4200,0,0,4000
-4," LV 4 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Ekim Özü Tarifleri Kilidi Açılır Seviye 4 ",282#379#416#405#406#407#921;284#285;286#287#291#526#520#528#510#507#522#509#523#1001#1003#1004#1014#1016#1017#1020#1021,2,talentTree-268,268,0,4,3, Tarım Seti Tarifleri,88,1,"840,840,840",0,0,"2000,2000,2000"
-3, Tarımsal Hayvancılık Özü Tarifleri Kilidi Açıldı Seviye 4 ,334,2,talentTree-269,269,0,4,1, Ekim Özü Tarifleri,229,1,840,0,0,1000
-2," LV 5 Ekipman Seti Tarifleri Kilidi Açıldı, maksimum seviyeye ulaşıldığında Ekim Özü Tarifleri Kilidi Açılır Seviye 5",337,2,talentTree-270,270,0,4,1, Hayvancılık Özü Tarifleri,94,1,840,0,0,1000
-4," Kilitleme LV 5 Ekipman Seti Tarifleri, maksimum seviyeye ulaşıldığında döküm tariflerini ve parça yapım tariflerini kilitle",306#380#417#410#411#412#922;308#309;310#311#312#548#533#545#549#551#530#547#532#1023#1025#1026#1038#1040#1041#1042#1043,2,talentTree-271,271,0,5,3,"Tarım Seti Tarifleri
Ekim Özü Tarifleri
Hayvancılık Özü Tarifleri
Tarım Seti Tarifleri
Ekim Özü Tarifleri
Hayvancılık Özü Tarifleri
Tarım Seti Tarifleri
Ekim Özü Tarifleri
Hayvancılık Özü Tarifleri
Tarım Seti Tarifleri
Ekim Özü Tarifleri
Hayvancılık Özü Tarifleri
Tarım Seti Tarifleri
Ekim Özü Tarifleri
Hayvancılık Özü Tarifleri
Savaş Seti Tarifleri
Savaş Özü Tarifleri
Savaş Seti Tarifleri
Savaş Özü Tarifleri
Savaş Seti Tarifleri
Savaş Özü Tarifleri
Toplama Seti Tarifleri
Toplama Özü Tarifleri
Toplama Seti Tarifleri
Toplama Özü Tarifleri
Toplama Seti Tarifleri
Toplama Özü Tarifleri
Sarma Yöntemi
Yeniden Düzenleme Yöntemi
Gerileme Yöntemi",268,1,"1680,1680,1680",0,0,"3000,3000,3000"
-3, Kilitleme Ekim Özü Tarifleri Lv 5,335,2,talentTree-272,272,0,5,1, Ekim Özü Tarifleri,269,1,1680,0,0,1500
-2, Hayvan Özü Tariflerini Açma Seviyesi 5,338,2,talentTree-273,273,0,5,1, Hayvancılık Özü Tarifleri,270,1,1680,0,0,1500
-4," Ekipman Seti Tariflerini Açma Seviyesi 6, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",327#381#418#413#414#415#923;329#330;331#332#333#568#573#560#563#564#553#575#574#1045#1052#1055#1056#1059#1064#1065#1066,2,talentTree-274,274,0,6,3,Tarım Seti Tarifleri,271,1,"3360,3360,3360",0,0,"4000,4000,4000"
-3, Ekim Özü Tariflerini Açma Seviyesi 6,336,2,talentTree-275,275,0,6,1, Ekim Özü Tarifleri,272,1,3360,0,0,2000
-2, Hayvan Özü Tariflerini Açma Seviyesi 6,339,2,talentTree-276,276,0,6,1, Hayvancılık Özü Tarifleri,273,1,3360,0,0,2000
-4," Ekipman Seti Tariflerini Açma Seviyesi 7, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",654#655#656#886#887#888#924;657#658;659#660#661#830#831#832#833#834#835#836#1091#1092#1093#1094#1095#1096#1097#1098#837,2,talentTree-277,277,0,7,3, Tarım Seti Tarifleri,274,1,"6720,6720,6720",0,0,"5000,5000,5000"
-3, Ekim Özü Tariflerini Açma Seviyesi 7,632,2,talentTree-278,278,0,7,1, Ekim Özü Tarifleri,275,1,6720,0,0,2500
-2, Hayvan Özü Tariflerini Açma Seviyesi 7,635,2,talentTree-279,279,0,7,1, Hayvancılık Özü Tarifleri,276,1,6720,0,0,2500
-4," Ekipman Seti Tariflerini Açma Seviyesi 8, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",678#679#680;681#682;683#684#685#1115#1116#1117#1118#1119#1120#1121#1122#854#855#856#857#858#859#860#861,2,talentTree-280,280,0,8,3, Tarım Seti Tarifleri ,277,1,"13440,13440,13440",0,0,"6000,6000,6000"
-3, Ekim Özü Tariflerini Açma Seviyesi 8,636,2,talentTree-281,281,0,8,1, Ekim Özü Tarifleri ,278,1,13440,0,0,3000
-2, Hayvan Özü Tariflerini Açma Seviyesi 8,633,2,talentTree-282,282,0,8,1, Hayvancılık Özü Tarifleri ,279,1,13440,0,0,3000
-4," Ekipman Seti Tariflerini Açma Seviyesi 9, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",702#703#704;705#706;707#708#709#1139#1140#1141#1142#1143#1144#1145#1146#878#879#880#881#882#883#884#885,2,talentTree-283,283,0,9,3, Tarım Seti Tarifleri ,280,1,"26880,26880,26880",0,0,"7000,7000,7000"
-3, Ekim Özü Tariflerini Açma Seviyesi 9,637,2,talentTree-284,284,0,9,1, Ekim Özü Tarifleri ,281,1,26880,0,0,3500
-2, Hayvan Özü Tariflerini Açma Seviyesi 9,634,2,talentTree-285,285,0,9,1, Hayvancılık Özü Tarifleri ,282,1,26880,0,0,3500
-5," Ekipman Seti Tariflerini Açma Seviyesi 7, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",638#639#640;641#642;643#644#645#710#815#816#817#818#819#820#1075#1076#1077#1078#1079#1080#1081#1082#821,2,talentTree-286,286,0,7,3, Savaş Seti Tarifleri,260,2,"5169,5169,5169",0,0,"5000,5000,5000"
-4, Öz Tariflerini Açma Seviyesi 7,626,2,talentTree-287,287,0,7,1, Savaş Özü Tarifleri,261,2,5169,0,0,5000
-5," Ekipman Seti Tariflerini Açma Seviyesi 8, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",662#663#664#889#891#890#925;665#666;667#668#669#1099#1100#1101#1102#1103#1104#1105#1106#838#839#840#841#842#843#844#845,2,talentTree-288,288,0,8,3,Savaş Seti Tarifleri ,286,2,"11200,11200,11200",0,0,"6000,6000,6000"
-4, Öz Tariflerini Açma Seviyesi 8,627,2,talentTree-289,289,0,8,1, Savaş Özü Tarifleri ,287,2,11200,0,0,6000
-5," Ekipman Seti Tariflerini Açma Seviyesi 9, maksimum seviyeye ulaşıldığında Yeniden Döküm tariflerini ve parça yapım tariflerini açar.",686#687#688#894#892#893#926;689#690;691#692#693#1124#1125#1126#1127#1128#1129#1130#1123#862#863#864#865#866#867#868#869,2,talentTree-290,290,0,9,3, Savaş Seti Tarifleri ,288,2,"24436,24436,24436",0,0,"7000,7000,7000"
-4, Öz Tariflerini Açma Seviyesi 9,628,2,talentTree-291,291,0,9,1, Savaş Özü Tarifleri ,289,2,24436,0,0,7000
-3, Kendi ve müttefiklerin hareket hızını 10 saniye boyunca artırma,646#647#648;649#650;651#652#653#822#823#824#825#826#827#828#1083#1084#1085#1086#1087#1088#1089#1090#829,2,talentTree-292,292,0,7,3, Toplama Seti Tarifleri,266,3,"8400,8400,8400",0,0,"5000,5000,5000"
-2, Kendi hareket hızınızı 30 saniye boyunca %20 artırma,629,2,talentTree-293,293,0,7,1, Toplama Özü Tarifleri,267,3,8400,0,0,5000
-3, Önünüzdeki düşmana güçlü bir itme etkisi uygulama,670#671#672;675#676#677#1107#1108#1109#1110#1111#1112#1113#1114;673#674#846#847#848#849#850#851#852#853,2,talentTree-294,294,0,8,3, Toplama Seti Tarifleri ,292,3,"16800,16800,16800",0,0,"6000,6000,6000"
-2, Bu yetenekle sümüğe zarar verme,630,2,talentTree-295,295,0,8,1, Toplama Özü Tarifleri ,293,3,16800,0,0,6000
-3, Kendi HP'nizi tüm takım için bir kalkana dönüştürme,694#695#696;699#700#701#1131#1132#1133#1134#1135#1136#1137#1138;697#698#870#871#872#873#874#875#876#877,2,talentTree-296,296,0,9,3, Toplama Seti Tarifleri ,294,3,"33600,33600,33600",0,0,"7000,7000,7000"
-2, Kilit Özü Tarifleri Seviye 9,631,2,talentTree-297,297,0,9,1, Toplama Özü Tarifleri ,295,3,33600,0,0,7000
-1, Kendi ve müttefiklerinin hareket hızını 10 saniye boyunca artırır,460,0,talentTree-298,298,0,7,1, Sona ermek,169,1,6720,0,0,1200
4, Hareket hızınızı 30 saniye boyunca %20 artırır,541,0,talentTree-299,299,0,3,1,Yeniden akış yöntemi,0,3,525,0,0,0
4, Önündeki düşmana güçlü bir itme etkisi uygular,540,0,talentTree-300,300,0,6,1, Geri püskürt,299,3,4200,0,0,1000
5, Bu beceriyi sümüklüböceğe zarar vermek için kullanın,616,0,talentTree-301,301,0,1,1, Engellemek ,0,2,95,0,0,0
5, HP'nizi kalkanınıza dönüştürür,555,0,talentTree-302,302,0,3,1, Kan Kalkanı,0,1,420,0,0,400
