boothFees-int[][],canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"794,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
These agricultural shoes are designed specifically for agricultural workers. They feature non-slip, wear-resistant, and breathable characteristics, which can protect the feet and improve work efficiency.",0,item-icon-112,112, 농사 신발,1440,"1,2,3",204,1,0,1,999,0,1,3,1
"793,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
This agricultural shoe is designed specifically for farming activities such as plowing and planting. It is made from high-quality materials that are durable, breathable, and comfortable, providing protection for the feet of farmers.",0,item-icon-111,111, 농사 신발,1440,"1,2",195,1,0,1,999,0,1,2,1
"792,1",4,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
This agricultural shoe is made of high-quality materials, lightweight and comfortable, suitable for long-term wear. The sole is non-slip and suitable for various agricultural fields, making your work easier.",0,item-icon-110,110, 농사 신발,1440,1,186,1,0,1,999,0,1,1,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Pet feed is a consumable item that is suitable for level 0 pets, and can increase the pet's satiety and growth value. It is made from natural plants and nutrients, with a refreshing taste and easy digestion and absorption. Each pack of pet feed is lightweight and easy to carry, making it a must-have item for pet owners.",27,item-icon-28,28,작은 사료,0,1,434,1,0,1,"1,0",0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Animal feed is a consumable product that provides the necessary nutrients for animals to maintain healthy growth. It is suitable for various livestock and pets, and can increase their productivity and lifespan.",27,item-icon-29,29, 큰 사료,0,1,435,1,0,1,"1,0",0,3,0,1
-,"1,3,4",0,"Farming EXP is an experience value in the game that can be obtained through agricultural activities such as planting crops and raising animals. It is a key factor in improving agricultural skills and levels, and is also a necessary condition for unlocking higher-level agricultural tools and equipment.",0,item-icon-188,188, 농사 경험치,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0,"Combat EXP refers to the experience gained in battles. It can help players level up and improve their skills, enhancing their character's abilities. In many games, Combat EXP is one of the important ways for players to improve their strength.",0,item-icon-189,189, 전투 경험치,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0,"Gathering EXP is a key resource in the game, playing a vital role in boosting resource collection efficiency and character capabilities. Players accumulate experience through activities such as logging and mining to increase gathering skill levels. Skill levels determine collection speed, rare resource acquisition probability, and unlocking of higher-level skills. As the game progresses, character needs become more complex, making high gathering skills essential for support. Additionally, elevated gathering experience also contributes to enhanced attack abilities. Players should continuously learn skills and improve gathering experience to bravely face challenges and rise among the strongest",0,item-icon-190,190, 채집 경험치,0,1,,0,0,"1,2,3",999,0,4,0,0
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This potion can be used during battle to heal your wounds and restore your fighting ability.",0,item-icon-191,191, 결정화된 치유 물약,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This potion can increase your attack power and make your attacks sharper. Using it in battle can give you a greater advantage.",0,item-icon-192,192, 결정화된 공격 물약,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This potion can increase your movement speed and greatly assist you in battles.",0,item-icon-194,194, 결정화된 신속 물약,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This potion can increase your critical hit rate, making you more deadly in battle.",0,item-icon-195,195, 결정화된 치명타 물약,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
A potent elixir that restores vitality and rejuvenates the weary adventurer, providing a surge of energy and healing properties. This precious potion is a lifeline in dire situations, offering a quick and refreshing boost to keep you going in the face of danger.",0,item-icon-196,196, 결정화된 생명 물약,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This potion can add a layer of crystalline protection to your defense, making you even more invincible in battle.",0,item-icon-197,197,결정화된 방어 물약,0,1,60,1,0,2,3,0,3,3,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This essence is collected from trees and can be used to produce various raw materials and synthetic substances.",0,item-icon-207,207, Lv 1 수집 에센스,0,1,168,1,0,3,"1,0",0,4,1,1
"793,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This essence can be collected by harvesting from trees and is a necessary material for crafting various raw material compounds.",0,item-icon-208,208, Lv 2 수집 에센스,0,1,169,1,0,3,2,0,4,2,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This item is an essence used to collect raw materials for synthesis, and requires a level of 3 to use. It can be obtained by collecting from trees and is a very important resource.",0,item-icon-209,209, Lv 3 수집 에센스,0,1,170,1,0,3,3,0,4,3,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This agricultural planting essence is carefully synthesized from high-quality agricultural raw materials and is suitable for agricultural planting from grade one. It can improve the growth rate and yield of crops, as well as increase the quality and taste of crops. Using it can make your crops healthier and more prosperous, and make your agricultural production more efficient and stable.",0,item-icon-210,210, Lv 1 농업 식물 재배 에센스,0,1,141,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This is an essence specially designed for agricultural planting, which can improve the growth rate and yield of crops and help improve agricultural production efficiency. It is synthesized from a variety of agricultural raw materials and is an indispensable important item in agricultural production.",0,item-icon-211,211, Lv 2 농업 식물 재배 에센스,0,1,142,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This agricultural planting essence is a mixture of various precious plant essences, which has a miraculous effect on promoting crop growth and increasing yield. It is one of the indispensable raw materials in the agricultural field and is suitable for various types of crops.",0,item-icon-212,212, Lv 3 농업 식물 재배 에센스,0,1,143,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This agricultural and animal husbandry essence is a mixture of various natural plant and animal essences, which can improve the production efficiency and yield of agriculture and animal husbandry. It is rich in nutritional components and bioactive substances, which can promote the healthy growth of crops and livestock.",0,item-icon-213,213, Lv 1 농업 가축 에센스,0,1,144,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This is an essence extracted from agriculture and animal husbandry, which can be used to synthesize other agricultural raw materials.",0,item-icon-214,214, Lv 2 농업 가축 에센스,0,1,145,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This essence is extracted from high-quality agricultural and livestock products, with extremely high nutritional and medicinal value. It can be used to make various agricultural and livestock-related medicines and seasonings.",0,item-icon-215,215, Lv 3 농업 가축 에센스,0,1,146,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This essence of combat is a raw material used to synthesize higher level equipment, possessing powerful combat abilities and suitable for battles at level 1.",0,item-icon-216,216, Lv 1 전투 에센스,0,1,159,1,0,2,"1,0",0,4,1,1
"793,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This is a combat essence used to synthesize level 2 equipment, which can enhance the combat attributes of the equipment. It is synthesized from raw materials obtained during combat and is an indispensable item in battle.",0,item-icon-217,217, Lv 2 전투 에센스,0,1,160,1,0,2,2,0,4,2,1
"794,1","1,3,4",1,"You can obtain this item through synthesis.
It can be used to craft equipment or items.
-------
This is a raw material used for synthesizing combat equipment, which has a high combat capability and can enhance the level and attributes of the equipment.",0,item-icon-218,218, Lv 3 전투 에센스,0,1,161,1,0,2,3,0,4,3,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This fertilizer can promote the growth rate of crops and is suitable for intermediate crops.",98,item-icon-219,219, 개선된 가속 비료,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
These fertilizers are specially formulated to enhance crop yields, resulting in bountiful harvests. They provide essential nutrients and promote healthy plant growth, ensuring optimal productivity for farmers. Boost your yields with these high-quality fertilizers.",98,item-icon-220,220, 개선된 수확 증진 비료,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
This fertilizer provides enhanced moisture retention for plants, ensuring they stay hydrated and healthy. It promotes optimal growth and nourishment without the need for constant watering. Give your plants the best care with this advanced moisturizing fertilizer.",98,item-icon-221,221, 개선된 보습 비료,0,1,,1,0,1,999,0,3,0,1
-,0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
This powerful tool is crafted from solid stone, making it incredibly durable and perfect for smashing through tough obstacles. Its weighty head delivers a satisfying impact, making it a favorite among adventurers and builders alike. ",0,item-icon-222,222, 돌 망치,1440,1,254,0,0,2,999,0,1,0,1
-,0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
A sturdy wooden bow crafted with precision, perfect for long-range attacks. Its smooth surface and expertly carved design ensure a comfortable grip and accurate shots.",0,item-icon-223,223, 나무 활,1440,1,255,0,0,2,999,0,1,0,1
-,0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Stone sickle is a sickle made of hard stone. Its blade is sharp and can easily cut through various plants. The handle of the stone sickle is carefully designed, providing a comfortable grip and stable and flexible use. Its stone material makes it durable and resistant to rust, making it suitable for outdoor use. Whether it is trimming lawns or harvesting crops, the stone sickle is a practical tool.",0,item-icon-225,225, 돌 낫,1440,1,329,0,0,3,999,0,1,0,1
"792,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Copper sickle is a farming tool made of pure copper, featuring a curved blade and a sturdy handle. Its sharp and durable blade is suitable for cutting crops and grass. The copper material makes the sickle more robust and resistant to rust. It is exquisitely designed, comfortable to hold, and easy to use. Copper sickle is one of the essential labor tools for farmers, helping them complete the harvest in the fields. Whether in the field or on the farm, the copper sickle demonstrates its practicality and durability.",0,item-icon-226,226, 구리 낫,1440,1,332,1,0,3,999,0,1,1,1
"793,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
The iron sickle is a sturdy and durable tool made of high-quality iron. Its blade is sharp and suitable for cutting grass, harvesting crops, and other agricultural work. The curved design of the sickle allows users to easily cut crops and improve work efficiency. Its handle is carefully designed for a comfortable grip and stable use. Whether it is agricultural work or gardening pruning, the iron sickle is an indispensable tool.",0,item-icon-227,227, 철 낫,1440,"1,2",347,1,0,3,999,0,1,2,1
"794,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Crystal Scythe, a weapon shining with crystal clear brilliance, the blade is made of pure crystal, transparent like water, emitting a mysterious magic. The scythe's blade is incredibly sharp, capable of effortlessly cutting through any obstacles. Its handle is adorned with exquisite silver patterns, giving off a sense of nobility and mystery. Holding the Crystal Scythe, it feels as if one can control the power of nature, unleashing boundless energy, becoming an invincible presence in battle. Whether it is a warrior or a mage, they all yearn to possess this unique weapon to showcase their immense strength.",0,item-icon-228,228, 크리스탈 낫,1440,"1,2,3",350,1,0,3,999,0,1,3,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Golden sickle, shining with golden light, incredibly sharp, the blade of the sickle is embedded with precious gold, exuding an air of luxury. The sickle blade is curved, perfect for harvesting crops. With one swing, it brings about a bountiful harvest, just like gold. The handle is meticulously carved, magnificent yet comfortable, holding it in your hand feels like possessing infinite power. Whether as a decoration or a practical tool, the golden sickle is a unique and luxurious choice.",0,item-icon-229,229, 황금 낫,1440,1,363,1,0,3,999,0,1,4,1
"796,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Diamond Scythe is an exquisite and magnificent weapon, with its blade made of pure diamond, shining with a captivating light. The scythe's blade is incredibly sharp, capable of effortlessly cutting through any obstacles. Its handle is intricately designed, providing a comfortable grip, allowing for greater agility and ease in battle. The Diamond Scythe not only possesses formidable attacking power but also possesses unique magical properties, able to unleash deadly energy waves, leaving enemies with nowhere to escape. Whether in battle or display, the Diamond Scythe is a remarkable treasure that captures attention.",0,item-icon-230,230, 다이아몬드 낫,1440,1,371,1,0,3,999,0,1,5,1
"797,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
Starry Scythe, a scythe shining with starlight, with countless bright stars embedded in its blade, emitting a mysterious glow. Its blade is incredibly sharp, capable of effortlessly cutting through any obstacles. The handle of the scythe is carved with exquisite constellation patterns, giving a sense of divinity and solemnity. Wielding the Starry Scythe feels like harnessing the power of the stars, allowing one to feel endless strength and glory. Whether in battle or ceremony, it is an excellent choice.",0,item-icon-231,231, 별빛 낫,1440,1,,1,0,3,999,0,1,6,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
A Bomb",347,item-icon-232,232, 폭탄,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Stun Potion",348,item-icon-233,233, 스턴 물약,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Viscous Potion",351,item-icon-234,234, 점성 물약,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Burning Potion",352,item-icon-235,235, 화상 물약,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Yellow Flash",356,item-icon-236,236, 노란색 번쩍임,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Combo Miss",357,item-icon-237,237, 콤보 미스,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
DeBuff Clear",0,item-icon-238,238, 버프 해제,0,1,,1,0,3,999,0,3,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-241,241, 야구 프로 헤어,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-242,242, 야구 프로 상의,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-243,243, 야구 프로 장갑,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-244,244, 야구 프로 바지,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-245,245, 야구 프로 신발,0,5,,1,0,2,999,0,1,1,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-246,246, 야시로 헤어,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-247,247, 야시로 상의,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-248,248, 야시로 장갑,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-249,249, 야시로 바지,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-250,250, 야시로 신발,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-251,251, 헬 바론 헤어,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-252,252, 헬 바론 상의,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-253,253, 헬 바론 장갑,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-254,254, 헬 바론 바지,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-255,255, 헬 바론 신발,0,5,,1,0,2,999,0,1,3,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-257,257, 세련된 청년 헤어,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-258,258, 세련된 청년 상의,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-259,259,스타일리시 래드_장갑,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-260,260,세련된 청년 바지,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-261,261, 세련된 청년 신발,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-262,262, 스피드스터 헤어,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-263,263, 스피드스터 상의,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-264,264, 스피드스터 장갑,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-265,265, 스피드스터 바지,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-266,266, 스피드스터 신발,0,5,,1,0,1,999,0,1,1,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-267,267, 로마 군인 헤어,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-268,268, 로마 군인 상의,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-269,269, 로마 군인 장갑,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-270,270, 로마 군인 바지,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-271,271, 로마 군인 신발,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-272,272, 길거리 아이 헤어,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-273,273, 길거리 아이 상의,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-274,274, 길거리 아이 장갑,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-275,275, 길거리 아이 바지,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-276,276, 길거리 아이 신발,0,5,,1,0,3,999,0,1,2,1
"796,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-277,277, 멍멍이 세트 헤어,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-278,278, 멍멍이 세트 상의,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-279,279, 멍멍이 세트 장갑,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-280,280, 멍멍이 세트 바지,0,5,,1,0,1,999,0,1,5,1
"796,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-281,281, 멍멍이 세트 신발,0,5,,1,0,1,999,0,1,5,1
"797,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-282,282, 열정적인 불꽃 헤어,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-283,283, 열정적인 불꽃 상의,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-284,284, 열정적인 불꽃 장갑,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-285,285, 열정적인 불꽃 바지,0,5,,1,0,3,999,0,1,6,1
"797,1",4,1,"There is a chance to obtain when synthesizing equipment.
Fashionable appearance without attributes
-------
Suggest wearing as fashion",0,item-icon-286,286, 열정적인 불꽃 신발,0,5,,1,0,3,999,0,1,6,1
"792,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
If you are worried about being chased by monsters, this bow is perfect for you, you can kill monsters from a safe distance",0,item-icon-287,287, 돌 활,1440,1,263,1,0,2,999,0,1,1,1
"793,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
If you are worried about being chased by monsters, this bow is perfect for you, you can kill monsters from a safe distance",0,item-icon-288,288, 금속 활,1440,"1,2",272,1,0,2,999,0,1,2,1
"794,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase your survival probability in battles
-------
If you are worried about being chased by monsters, this bow is perfect for you, you can kill monsters from a safe distance",0,item-icon-289,289, 크리스탈 활,1440,"1,2,3",273,1,0,2,999,0,1,3,1
-,"1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Restore a little energy",0,item-icon-295,295, 에너지 회복 물약 - 작은 사이즈,0,1,,0,0,3,999,0,3,1,1
-,"1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Restore more energy",0,item-icon-296,296, 에너지 회복 물약 - 중간 사이즈,0,1,,0,0,3,999,0,3,2,1
-,"1,3,4",1,"You can obtain this item through synthesis.
Using it can trigger special effects.
-------
Restore a lot of energy",0,item-icon-297,297, 에너지 회복 물약 - 큰 사이즈,0,1,,0,0,3,999,0,3,3,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
A shining golden hoe, extraordinarily sharp and durable. Used for farming, it allows you to easily harness the power of the earth, nurturing strong crops. It's also a farmer's pride, symbolizing their hard work and hopes for a bountiful harvest.",0,item-icon-299,299, 황금 괭이,1440,"1,2,3,4",212,1,0,1,999,0,1,4,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
A gleaming golden axe, its blade incredibly sharp, capable of effortlessly felling the toughest trees. With its moderate weight, it's a stable and flexible tool, preferred by gatherers.",0,item-icon-300,300, 황금 도끼,1440,"1,2,3,4",356,1,0,3,999,0,1,4,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
A radiant golden tool designed for gathering. Its robust material and intricate design make mining ores and treasures easier. Whether delving deep underground or exploring mountainous regions for precious resources, the golden pickaxe is your most reliable companion.",0,item-icon-301,301, 황금 곡괭이,1440,"1,2,3,4",362,1,0,3,999,0,1,4,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
A splendid and sharp pair of scissors made entirely of pure gold. Its blades are exceptionally sharp, effortlessly cutting through various materials, whether fabric, paper, or delicate plants. It's a must-have tool for every farmer and artisan, used for pruning plants, cutting fabric, or intricate handicrafts. Whether in the fields or workshops, the Golden Scissors are a symbol of exquisite craftsmanship and refined taste.",0,item-icon-302,302, 황금 가위,1440,"1,2,3,4",,1,0,1,999,0,1,4,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Increase the drop probability of collecting higher-level resources
-------
A scythe shimmering with a golden glow, boasting an incredibly sharp blade. It's one of the favorite tools among farmers, used for harvesting mature crops. The glistening golden light under the sun brings a sense of joyous harvest and prosperity to the fields.",0,item-icon-303,303, 황금 낫,1440,"1,2,3,4",,1,0,3,999,0,1,4,1
"795,1",0,1,"You can obtain this item through synthesis.
When equipped, it can enhance attributes. Make your crops less prone to withering
-------
A magnificent golden kettle made entirely of pure gold. Not only does it have a dazzling appearance, but it also possesses magical properties. When you use the Golden Kettle, it swiftly replenishes your health and mana, keeping you energized in battles. Whether in intense fights or busy fields, the Golden Kettle is your most faithful companion.",0,item-icon-304,304, 황금 주전자,1440,"1,2,3,4",213,1,0,1,999,0,1,4,1
