designateOptions-string,details-string,difficulty-int,expReward-int[][],id-int,isSelfEnd-bool,itemReward-int,name-string,level-int[][],preTaskReq-int[],chanceOptions-string,unlockDungeon-int[]
"{""options"":[{""optionType"":4,""value"":""6,10"",""guiderPoint"":2101}]}","Tiêu diệt 10 con Metal Mutts. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",80,0,0,Giết 10 con chó kim loại,,,,
"{""options"":[{""optionType"":4,""value"":""8,10"",""guiderPoint"":3501}]}","Tiêu diệt 10 Cactus Warriors. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",81,0,0,Giết 10 chiến binh cây xương rồng,,89,,
"{""options"":[{""optionType"":4,""value"":""7,10"",""guiderPoint"":3401}]}","Tiêu diệt 10 Pumpkin Fiends. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",82,0,0,Giết 10 quỷ bí ngô,,90,,
"{""options"":[{""optionType"":4,""value"":""11,10"",""guiderPoint"":20102}]}","Tiêu diệt 10 con Buzz Buddies. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",83,0,0,Giết 10 con ong nhỏ,,,,
"{""options"":[{""optionType"":4,""value"":""10,10"",""guiderPoint"":20103}]}","Tiêu diệt 10 con Leafy Lurkers. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",84,0,0,Giết 10 con cây lá,,92,,
"{""options"":[{""optionType"":4,""value"":""9,10"",""guiderPoint"":20203}]}","Tiêu diệt 10 con Mine Cats. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",85,0,0,Giết 10 con mèo mỏ,,93,,
"{""options"":[{""optionType"":4,""value"":""13,10"",""guiderPoint"":20101}]}",Tiêu diệt 10 con Crimson Gnashers. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",86,0,0,Giết 10 con răng cắt đỏ,,,,
"{""options"":[{""optionType"":4,""value"":""12,10"",""guiderPoint"":20202}]}",Tiêu diệt 10 con Chaos Wraiths. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",87,0,0,Giết 10 con ma hỗn loạn,,95,,
"{""options"":[{""optionType"":4,""value"":""14,10"",""guiderPoint"":20204}]}",Tiêu diệt 10 con Frosty Paws. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",88,0,0,Giết 10 con chân tuyết,,96,,
"{""options"":[{""optionType"":1,""value"":""32,10"",""guiderPoint"":2101}]}","Nộp 10 Wire Meshes. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",89,0,0,Nộp 10 lưới dây kim loại,,80,,
"{""options"":[{""optionType"":1,""value"":""30,10"",""guiderPoint"":3501}]}","Nộp 10 Green Slimes. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",90,0,0,Nộp 10 con quái xanh,,81,,
"{""options"":[{""optionType"":1,""value"":""31,10"",""guiderPoint"":3401}]}","Nộp 10 Pumpkin Vines. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"2,314",91,0,0,Nộp 10 cây bí ngô,,82,,
"{""options"":[{""optionType"":1,""value"":""34,10"",""guiderPoint"":20102}]}","Nộp 10 Light Thin Films. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",92,0,0,Nộp 10 lớp màng mỏng nhẹ,,83,,
"{""options"":[{""optionType"":1,""value"":""35,10"",""guiderPoint"":20103}]}","Nộp 10 Grass Demon crowns. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",93,0,0,Nộp 10 vương miện quỷ cỏ,,84,,
"{""options"":[{""optionType"":1,""value"":""33,10"",""guiderPoint"":20203}]}","Nộp 10 Mining Cat Sharp Fangs. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"2,465",94,0,0,Nộp 10 răng sắc nhọn của mèo mỏ,,85,,
"{""options"":[{""optionType"":1,""value"":""37,10"",""guiderPoint"":20101}]}",Nộp 10 Crimson Furs. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",95,0,0,Nộp 10 lớp lông đỏ,,86,,
"{""options"":[{""optionType"":1,""value"":""36,10"",""guiderPoint"":20202}]}",Nộp 10 Slender Hook Claws. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",96,0,0,Nộp 10 móng vuốt mỏng,,87,,
"{""options"":[{""optionType"":1,""value"":""38,10"",""guiderPoint"":20204}]}",Nộp 10 Ice Snow Fluffs. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"2,616",97,0,0,Nộp 10 bông tuyết băng giá,,88,,
"{""options"":[{""optionType"":1,""value"":""70,10"",""guiderPoint"":3601}]}","Nộp 10 mẩu tre. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",98,0,0,Nộp 10 cây tre,,,,
"{""options"":[{""optionType"":1,""value"":""71,10"",""guiderPoint"":3601}]}","Nộp 10 Trifolium. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",99,0,0,Nộp 10 cây ba lá,,98,,
"{""options"":[{""optionType"":1,""value"":""72,10"",""guiderPoint"":3601}]}","Nộp 10 Carrots. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",100,0,0,Nộp 10 củ cà rốt,,99,,
"{""options"":[{""optionType"":1,""value"":""73,10"",""guiderPoint"":3601}]}","Nộp 10 Nepenthes. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",101,0,0,Nộp 10 cây Nepenthes,,,,
"{""options"":[{""optionType"":1,""value"":""74,10"",""guiderPoint"":3601}]}","Nộp 10 Cotton. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",102,0,0,Nộp 10 bông bông,,101,,
"{""options"":[{""optionType"":1,""value"":""75,10"",""guiderPoint"":3601}]}","Nộp 10 Endurance Fruits. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",103,0,0,Nộp 10 trái cây bền bỉ,,102,,
"{""options"":[{""optionType"":1,""value"":""76,10"",""guiderPoint"":3601}]}",Nộp 10 Hot Chili Peppers. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",104,0,0,Nộp 10 ớt cay,,,,
"{""options"":[{""optionType"":1,""value"":""77,10"",""guiderPoint"":3601}]}",Nộp 10 Hard Fruits. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",105,0,0,Nộp 10 trái cây cứng,,104,,
"{""options"":[{""optionType"":1,""value"":""78,10"",""guiderPoint"":3601}]}",Nộp 10 Blue Mushrooms. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",106,0,0,Nộp 10 nấm xanh,,105,,
"{""options"":[{""optionType"":1,""value"":""177,10"",""guiderPoint"":4501}]}","Nộp 10 Cactus Sprouts. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",107,0,0,Nộp 10 mầm cây xương rồng,,,,
"{""options"":[{""optionType"":1,""value"":""178,10"",""guiderPoint"":4501}]}","Nộp 10 Screws. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",108,0,0,Nộp 10 ốc vít,,107,,
"{""options"":[{""optionType"":1,""value"":""179,10"",""guiderPoint"":4501}]}","Nộp 10 Pumpkin Sprouts. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"1,314",109,0,0,Nộp 10 mầm cây bí ngô,,108,,
"{""options"":[{""optionType"":1,""value"":""180,10"",""guiderPoint"":4501}]}","Nộp 10 Blue Crystal Stones. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",110,0,0,Nộp 10 viên đá xanh,,,,
"{""options"":[{""optionType"":1,""value"":""181,10"",""guiderPoint"":4501}]}","Nộp 10 Grass monster leaves. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",111,0,0,Nộp 10 lá quái cây cỏ,,110,,
"{""options"":[{""optionType"":1,""value"":""182,10"",""guiderPoint"":4501}]}","Nộp 10 unit of Honey. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"1,465",112,0,0,Nộp 10 mật ong,,111,,
"{""options"":[{""optionType"":1,""value"":""183,10"",""guiderPoint"":4501}]}",Nộp 10 Shadow Plumes. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",113,0,0,Nộp 10 lông bóng tối,,,,
"{""options"":[{""optionType"":1,""value"":""184,10"",""guiderPoint"":4501}]}",Nộp 10 Solidified Lava. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",114,0,0,Nộp 10 dung nham đóng cứng,,113,,
"{""options"":[{""optionType"":1,""value"":""185,10"",""guiderPoint"":4501}]}",Nộp 10 Frost Shards. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"1,616",115,0,0,Nộp 10 mảnh băng giá,,114,,
"{""options"":[{""optionType"":1,""value"":""58,10"",""guiderPoint"":3401}]}","Nộp 10 Minerals. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"3,314",116,0,0,Nộp 10 khoáng chất,,,,
"{""options"":[{""optionType"":1,""value"":""66,10"",""guiderPoint"":2101}]}","Nộp 10 Plant Fibres. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"3,314",117,0,0,Nộp 10 sợi cây,,116,,
"{""options"":[{""optionType"":1,""value"":""62,10"",""guiderPoint"":3501}]}","Nộp 10 Ordinary Woods. Tìm Quincy để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần thị trấn, vì vậy bạn có thể đi tìm anh ta.",0,"3,314",118,0,0,Nộp 10 gỗ thông thường,,117,,
"{""options"":[{""optionType"":1,""value"":""59,10"",""guiderPoint"":20103}]}","Nộp 10 Dark Irons. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"3,465",119,0,0,Nộp 10 sắt đen,,,,
"{""options"":[{""optionType"":1,""value"":""63,10"",""guiderPoint"":20203}]}","Nộp 10 Desert Tree Woods. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"3,465",120,0,0,Nộp 10 gỗ cây sa mạc,,119,,
"{""options"":[{""optionType"":1,""value"":""67,10"",""guiderPoint"":20201}]}","Nộp 10 Frozen Fungi. Tìm Torvald để hoàn thành nhiệm vụ này. Ai đó có thể thỉnh thoảng thấy anh ta gần hồ cỏ, vì vậy bạn có thể đi tìm anh ta.",0,"3,465",121,0,0,Nộp 10 nấm đông lạnh,,120,,
"{""options"":[{""optionType"":1,""value"":""60,10"",""guiderPoint"":20204}]}",Nộp 10 Red Crystal Ores. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"3,616",122,0,0,Nộp 10 quặng đá ruby,,,,
"{""options"":[{""optionType"":1,""value"":""64,10"",""guiderPoint"":20202}]}",Nộp 10 Dark Woods. Tìm Drakonar để hoàn thành. Ai đó sẽ thỉnh thoảng thấy anh ta gần Black Forest và Red Forest.,0,"3,616",123,0,0,Nộp 10 gỗ đen,,122,,
"{""options"":[{""optionType"":1,""value"":""68,10"",""guiderPoint"":20103}]}",Gửi 10 tequilas. Tìm Doknar để hoàn thành nhiệm vụ. Đôi khi người ta nhìn thấy anh ta ở gần Rừng Đen và Rừng Đỏ.,0,"3,616",124,0,0,Nộp 10 cây maguey,,123,,
,Trống,0,"2,237",126,1,141,[121]Hàng ngày - Chiến đấu - 4,,,"{""options"":[{""optionType"":4,""value"":""96,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""97,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""98,2,100"",""guiderPoint"":0}]}",
,Trống,0,"2,336",127,1,142, [122]Hàng ngày - Chiến đấu - 5,,,"{""options"":[{""optionType"":4,""value"":""101,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""100,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""99,2,100"",""guiderPoint"":0}]}",
,Trống,0,"2,475",128,1,143, [123]Hàng ngày - Chiến đấu - 6,,,"{""options"":[{""optionType"":4,""value"":""104,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""103,2,100"",""guiderPoint"":0},{""optionType"":4,""value"":""102,2,100"",""guiderPoint"":0}]}",
,Trống,0,"2,237",129,1,141, [124]Hàng ngày - Chiến đấu - 4,,,"{""options"":[{""optionType"":4,""value"":""96,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""97,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""98,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""365,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""366,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""367,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,336",130,1,142, [125]Hàng ngày - Chiến đấu - 5,,,"{""options"":[{""optionType"":4,""value"":""99,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""100,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""101,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""368,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""369,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""370,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,475",131,1,143, [126]Hàng ngày - Chiến đấu - 6,,,"{""options"":[{""optionType"":4,""value"":""102,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""103,1,100"",""guiderPoint"":0},{""optionType"":4,""value"":""104,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""371,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""372,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""373,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,237",132,1,141, [127]Hàng ngày - Chiến đấu - 4,,,"{""options"":[{""optionType"":1,""value"":""365,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""366,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""367,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,336",133,1,142, [128]Hàng ngày - Chiến đấu - 5,,,"{""options"":[{""optionType"":1,""value"":""368,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""369,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""370,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,475",134,1,143, [129]Hàng ngày - Chiến đấu - 6,,,"{""options"":[{""optionType"":1,""value"":""371,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""372,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""373,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,415",135,1,0, [130]Phần thưởng - Chiến đấu - 4,,,"{""options"":[{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,588",136,1,0, [131]Phần thưởng - Chiến đấu - 5,,,"{""options"":[{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,831",137,1,0, [132]Phần thưởng - Chiến đấu - 6,,,"{""options"":[{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,237",138,1,150, [133]Hàng ngày - Nông nghiệp - 4,,,"{""options"":[{""optionType"":1,""value"":""383,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""384,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""385,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,237",139,1,150, [134]Hàng ngày - Nông nghiệp - 4,,,"{""options"":[{""optionType"":1,""value"":""383,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""384,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""385,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""383,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""384,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""385,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,237",140,1,150, [135]Hàng ngày - Nông nghiệp - 4,,,"{""options"":[{""optionType"":1,""value"":""383,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""384,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""385,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,336",141,1,151, [136]Hàng ngày - Nông nghiệp - 5,,,"{""options"":[{""optionType"":1,""value"":""386,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""387,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""388,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,336",142,1,151, [137]Hàng ngày - Nông nghiệp - 5,,,"{""options"":[{""optionType"":1,""value"":""386,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""387,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""388,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""386,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""387,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""388,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,336",143,1,151, [138]Hàng ngày - Nông nghiệp - 5,,,"{""options"":[{""optionType"":1,""value"":""386,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""387,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""388,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,475",144,1,152, [139]Hàng ngày - Nông nghiệp - 6,,,"{""options"":[{""optionType"":1,""value"":""389,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""390,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""391,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,475",145,1,152, [140]Hàng ngày - Nông nghiệp - 6,,,"{""options"":[{""optionType"":1,""value"":""389,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""390,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""391,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""389,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""390,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""391,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,475",146,1,152, [141]Hàng ngày - Nông nghiệp - 6,,,"{""options"":[{""optionType"":1,""value"":""389,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""390,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""391,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,415",147,1,0, [142]Phần thưởng - Nông nghiệp - 4,,,"{""options"":[{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,588",148,1,0, [143]Phần thưởng - Nông nghiệp - 5,,,"{""options"":[{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,831",149,1,0, [144]Phần thưởng - Nông nghiệp - 6,,,"{""options"":[{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0}]}",
,Trống,0,"3,237",150,1,132, [145]Hàng ngày - Thu thập - 4,,,"{""options"":[{""optionType"":3,""value"":""374,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""374,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""375,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""375,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""376,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""376,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,237",151,1,132,[146]Hàng ngày - Thu thập - 4,,,"{""options"":[{""optionType"":1,""value"":""374,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""374,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""375,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""375,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""376,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""376,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,237",152,1,132, [147]Hàng ngày - Thu thập - 4,,,"{""options"":[{""optionType"":3,""value"":""374,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""374,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""375,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""375,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""376,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""376,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,336",153,1,133, [148]Hàng ngày - Thu thập - 5,,,"{""options"":[{""optionType"":3,""value"":""377,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""377,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""378,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""378,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""379,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""379,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,336",154,1,133, [149]Hàng ngày - Thu thập - 5,,,"{""options"":[{""optionType"":1,""value"":""377,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""377,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""378,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""378,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""379,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""379,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,336",155,1,133, [150]Hàng ngày - Thu thập - 5,,,"{""options"":[{""optionType"":3,""value"":""377,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""377,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""378,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""378,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""379,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""379,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,475",156,1,134, [151]Hàng ngày - Thu thập - 6,,,"{""options"":[{""optionType"":3,""value"":""380,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""380,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""381,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""381,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""382,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""382,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,475",157,1,134, [152]Hàng ngày - Thu thập - 6,,,"{""options"":[{""optionType"":1,""value"":""380,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""380,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""381,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""381,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""382,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""382,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,475",158,1,134, [153]Hàng ngày - Thu thập - 6,,,"{""options"":[{""optionType"":3,""value"":""380,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""380,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""381,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""381,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""382,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""382,2,200"",""guiderPoint"":0}]}",
