col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,preNode-int[],type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,resetCost-int,upgradeToken-int[]
2,Trình độ trồng trọt +4,279,1,talentTree-171,171,0,7,1,Trang trại - Thu thập thành thạo,165,1,6720,0,0,1200
3,Dung lượng hạnh phúc thú cưng +1,285,1,talentTree-172,172,0,7,1,Trang trại - Chỉ số hạnh phúc đầu ra của đơn vị thú cưng,164,1,6720,0,0,1200
4,"Trình độ chăn nuôi + 4 
",291,1,talentTree-173,173,0,7,1,Trang trại - Thành thạo thu hoạch,166,1,6720,0,0,1200
-1, Tưới nước cho các cánh đồng nhỏ xung quanh bạn,101,0,talentTree-176,176,0,8,1,Làm chủ bình tưới nước,298,1,13440,0,0,1400
2,Trình độ trồng trọt +4,280,1,talentTree-177,177,0,8,1,Trang trại - Thành thạo thu hoạch,171,1,13440,0,0,1400
1,"FertilityCapacity + 1
",240,1,talentTree-178,178,0,8,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,170,1,13440,0,0,1400
3,Dung lượng hạnh phúc thú cưng +1,286,1,talentTree-179,179,0,8,1,Trang trại - Chỉ số hạnh phúc đầu ra của đơn vị thú cưng,172,1,13440,0,0,1400
4,"Trình độ chăn nuôi + 4 
",292,1,talentTree-180,180,0,8,1,Trang trại - Thành thạo thu hoạch,173,1,13440,0,0,1400
1,"FertilityCapacity + 1
",241,1,talentTree-184,184,0,9,1,Trang trại - Sản lượng sinh sản trên một đơn vị đất đai,178,1,26880,0,0,1600
2,Trình độ trồng trọt +4,281,1,talentTree-185,185,0,9,1,Trang trại - Thành thạo thu hoạch,177,1,26880,0,0,1600
3,Dung lượng hạnh phúc thú cưng +1,287,1,talentTree-186,186,0,9,1,Trang trại - Chỉ số hạnh phúc đầu ra của thú cưng,179,1,26880,0,0,1600
4,"Trình độ chăn nuôi + 4 
",293,1,talentTree-187,187,0,9,1,Trang trại - Thành thạo thu hoạch,180,1,26880,0,0,1600
1,"Tấn công Cỏ ++ Chuyên môn Cỏ ++
",294,1,talentTree-188,188,0,1,1,Tập hợp - Cỏ,0,3,131,0,0,0
2,"Tấn công Cây ++ Chuyên môn Cây ++
",303,1,talentTree-189,189,0,1,1,Thu thập giá trị - Cây,0,3,131,0,0,0
3,"Tấn công Quặng ++ Chuyên môn Quặng ++
",312,1,talentTree-190,190,0,1,1,Thu thập giá trị - Khai thác,0,3,131,0,0,0
1,"Tấn công Cỏ ++ Chuyên môn Cỏ ++
",295,1,talentTree-191,191,0,2,1,Tập Hợp - Cỏ,188,3,262,0,0,0
2,"Tấn công Cây ++ Chuyên môn Cây ++
",304,1,talentTree-192,192,0,2,1,Tập hợp - Cây cối,189,3,262,0,0,0
3,"Tấn công Quặng ++ Chuyên môn Quặng ++
",313,1,talentTree-193,193,0,2,1,Thu thập giá trị - Khai thác,190,3,262,0,0,0
1,"Tấn công Cỏ ++ Chuyên môn ++
",296,1,talentTree-194,194,0,3,1,Tập Hợp - Cỏ,191,3,525,0,0,0
2,"Tấn công Cây ++ Chuyên môn ++
",305,1,talentTree-195,195,0,3,1,Tập hợp - Cây cối,192,3,525,0,0,0
3,"Tấn công Quặng ++ Chuyên môn ++
",314,1,talentTree-196,196,0,3,1,Thu thập - Khai thác,193,3,525,0,0,0
1,"Tấn công Cỏ ++ Chuyên môn ++
",297,1,talentTree-197,197,0,4,1, Thu thập - Cỏ,194,3,1050,0,0,600
2,"Tấn công Cây ++ Chuyên môn ++
",306,1,talentTree-198,198,0,4,1, Thu thập - Cây cối,195,3,1050,0,0,600
3,Tấn công Quặng ++ Chuyên môn ++,315,1,talentTree-199,199,0,4,1, Giá trị thu thập - Khai thác,196,3,1050,0,0,600
1,"Sức tấn công cỏ thu thập ++ Trình độ thu thập ++
",298,1,talentTree-200,200,0,5,1,Tập hợp - Cỏ,197,3,2100,0,0,800
2,"Sức tấn công cây thu thập ++ Trình độ thu thập ++
",307,1,talentTree-201,201,0,5,1,Thu thập giá trị - Cây,198,3,2100,0,0,800
3,"Sức tấn công quặng thu thập ++ Trình độ thu thập ++
",316,1,talentTree-202,202,0,5,1,Thu thập - Khai thác,199,3,2100,0,0,800
-1,Unlock Potion Recipe: Mở khóa công thức thuốc,348#907,2,talentTree-204,204,0,6,1,Bí quyết đạo cụ ma thuật,69,3,4200,0,0,1000
1,"Sức tấn công cỏ thu thập ++ Trình độ thu thập ++
",299,1,talentTree-205,205,0,6,1,Thu thập - Giá trị cỏ,200,3,4200,0,0,1000
2,"Sức tấn công cây thu thập ++ Trình độ thu thập ++
",308,1,talentTree-206,206,0,6,1,Tập hợp - Cây cối,201,3,4200,0,0,1000
3," Tăng sức tấn công khai thác quặng ++, Tăng trình độ khai thác quặng ++",317,1,talentTree-207,207,0,6,1,Thu thập giá trị - Khai thác,202,3,4200,0,0,1000
-1,Mở khóa công thức thuốc,895#908,2,talentTree-209,209,0,7,1,Nhà sưu tập điên cấp 3,204,3,8400,0,0,1200
1," Tăng sức tấn công cỏ khi thu thập +++
Tăng trình độ nhặt cỏ +++",300,1,talentTree-210,210,0,7,1,Tập Hợp - Cỏ,205,3,8400,0,0,1200
2," Tăng sức tấn công cây khi thu thập +++
Tăng trình độ chặt cây +++",309,1,talentTree-211,211,0,7,1,Tập hợp - Cây cối,206,3,8400,0,0,1200
3," Tăng sức tấn công khai thác quặng ++, Tăng trình độ khai thác quặng ++",318,1,talentTree-212,212,0,7,1,Thu thập - Khai thác,207,3,8400,0,0,1200
-1,Mở khóa công thức thuốc.,896#909,2,talentTree-214,214,0,8,1,Người được chọn cấp 3,209,3,16800,0,0,1400
2," Tăng sức tấn công cây khi thu thập +++
Tăng trình độ chặt cây +++",310,1,talentTree-215,215,0,8,1,Tập hợp - Cây cối,211,3,16800,0,0,1400
1," Tăng sức tấn công cỏ khi thu thập +++
Tăng trình độ nhặt cỏ +++",301,1,talentTree-216,216,0,8,1,Tập Hợp - Cỏ,210,3,16800,0,0,1400
3," Tăng sức tấn công khai thác quặng ++, Tăng trình độ khai thác quặng ++",319,1,talentTree-217,217,0,8,1,Thu thập - Khai thác,212,3,16800,0,0,1400
-1,Mở khóa công thức thuốc.,897#910,2,talentTree-219,219,0,9,1,Bí quyết đạo cụ ma thuật,214,3,33600,0,0,1600
1," Tăng sức tấn công cỏ khi thu thập +++
Tăng trình độ nhặt cỏ +++",302,1,talentTree-220,220,0,9,1,Tập Hợp - Cỏ,216,3,33600,0,0,1600
2,Tăng tấn công cây cối khi thu thập ++ Tăng trình độ thu thập ++,311,1,talentTree-221,221,0,9,1,Tập hợp - Cây cối,215,3,33600,0,0,1600
3,Tăng tấn công quặng khi thu thập ++ Tăng trình độ thu thập ++,320,1,talentTree-222,222,0,9,1,Thu thập - Khai thác,217,3,33600,0,0,1600
-3,"Mở khóa Công thức Tinh chất Trồng trọt Lv 1
",152,2,talentTree-227,227,0,1,1,Bí quyết trồng tinh chất,0,1,95,0,0,0
-3,"Mở khóa Công thức Tinh chất Trồng trọt Lv 2
",153,2,talentTree-228,228,0,2,1,Bí quyết trồng tinh chất,227,1,210,0,0,0
-3,"Mở khóa Công thức Tinh chất Trồng trọt Lv 3
",154,2,talentTree-229,229,0,3,1,Bí quyết trồng tinh chất,228,1,420,0,0,300
-4,"Mở khóa Công thức Tinh chất Lv 1
",149,2,talentTree-236,236,0,1,1,Bí quyết tinh chất chiến đấu,0,2,95,0,0,0
-4,"Mở khóa Công thức Tinh chất Lv 2
",150,2,talentTree-237,237,0,2,1,Bí quyết tinh chất chiến đấu,236,2,175,0,0,0
-4,"Mở khóa Công thức Tinh chất Lv 3
",151,2,talentTree-238,238,0,3,1,Bí quyết tinh chất chiến đấu,237,2,323,0,0,600
-2,"Mở khóa Công thức Tinh chất Lv 1
",158,2,talentTree-245,245,0,1,1,Thu thập Bí quyết Tinh chất,0,3,131,0,0,0
-2,"Mở khóa Công thức Tinh chất Lv 2
",159,2,talentTree-246,246,0,2,1,Thu thập Bí quyết Tinh chất,245,3,262,0,0,0
-2,"Mở khóa Công thức Tinh chất Lv 3
",160,2,talentTree-247,247,0,3,1,Thu thập Bí quyết Tinh chất,246,3,525,0,0,600
5,"Bắt động vật làm thú cưng của bạn
",166,0,talentTree-254,254,0,1,1,Chiếm lấy,0,1,95,0,0,0
-5,"Mở khóa công thức Bộ trang bị cấp 4, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",270#367#373;271#272;273#274#275#511#517#512#518#513#508#521#581#1002#1005#1006#1007#1011#1012#1015#1072,2,talentTree-256,256,0,4,3, Các công thức bộ trang bị chiến đấu,105,2,"646,646,646",0,0,"2000,2000,2000"
-4,"Mở khóa Công thức Tinh chất Lv 4
",340,2,talentTree-257,257,0,4,1, Các công thức tinh chất chiến đấu,238,2,646,0,0,2000
-5," Mở khóa công thức Bộ trang bị cấp 5, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa",292#368#374;293#294;295#296#297#540#535#536#546#541#531#534#582#1024#1027#1028#1029#1033#1034#1039#1073,2,talentTree-258,258,0,5,3, Các công thức bộ trang bị chiến đấu,256,2,"1292,1292,1292",0,0,"3000,3000,3000"
-4,"Mở khóa công thức tinh chất Lv 5
",341,2,talentTree-259,259,0,5,1, Các công thức tinh chất chiến đấu,257,2,1292,0,0,3000
-5,"Mở khóa công thức bộ trang bị LV 6, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",313#369#375;314#315;316#317#318#561#570#555#559#569#572#571#583#1047#1051#1053#1060#1061#1062#1063#1074,2,talentTree-260,260,0,6,3, Công thức Bộ Trang bị Chiến đấu,258,2,"2584,2584,2584",0,0,"4000,4000,4000"
-4,"Mở khóa công thức tinh chất Lv 6
",342,2,talentTree-261,261,0,6,1, Công thức Tinh chất Chiến đấu,259,2,2584,0,0,4000
-3,"Mở khóa công thức Bộ trang bị cấp 4, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",276#277#278;279#280;281#288#289#515#516#525#524#576#514#519#529#1008#1009#1010#1013#1018#1019#1022#1067,2,talentTree-262,262,0,4,3, Các công thức bộ trang bị thu thập,62,3,"1050,1050,1050",0,0,"2000,2000,2000"
-2,"Mở khóa Công thức Tinh chất Lv 4
",343,2,talentTree-263,263,0,4,1, Các công thức tinh chất thu thập,247,3,1050,0,0,2000
-3," Mở khóa công thức Bộ trang bị cấp 5, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa",298#299#300;301#302;303#304#305#537#539#538#577#544#543#542#552#1030#1031#1032#1035#1036#1037#1044#1068,2,talentTree-264,264,0,5,3, Các công thức bộ trang bị thu thập,262,3,"2100,2100,2100",0,0,"3000,3000,3000"
-2,"Mở khóa công thức tinh chất Lv 5
",344,2,talentTree-265,265,0,5,1, Công thức Tinh chất Thu thập,263,3,2100,0,0,3000
-3,"Mở khóa công thức bộ trang bị LV 6, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",319#320#321;322#323;324#325#326#557#554#565#556#578#566#562#558#1046#1048#1049#1050#1054#1057#1058#1069,2,talentTree-266,266,0,6,3, Công thức Bộ Trang bị Thu thập,264,3,"4200,4200,4200",0,0,"4000,4000,4000"
-2,"Mở khóa công thức tinh chất Lv 6
",345,2,talentTree-267,267,0,6,1, Công thức Tinh chất Thu thập,265,3,4200,0,0,4000
-4,"Mở khóa công thức Bộ trang bị cấp 4, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",282#379#416#405#406#407#921;284#285;286#287#291#526#520#528#510#507#522#509#523#1001#1003#1004#1014#1016#1017#1020#1021,2,talentTree-268,268,0,4,3, Các công thức bộ trang bị nông nghiệp,88,1,"840,840,840",0,0,"2000,2000,2000"
-3,"Mở khóa Công thức Tinh chất Lv 4
",334,2,talentTree-269,269,0,4,1, Các công thức tinh chất trồng trọt,229,1,840,0,0,1000
-2,"Mở khóa Công thức Tinh chất Lv 4
",337,2,talentTree-270,270,0,4,1, Các công thức tinh chất chăn nuôi nông nghiệp,94,1,840,0,0,1000
-4," Mở khóa công thức Bộ trang bị cấp 5, mở khóa công thức Tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa",306#380#417#410#411#412#922;308#309;310#311#312#548#533#545#549#551#530#547#532#1023#1025#1026#1038#1040#1041#1042#1043,2,talentTree-271,271,0,5,3, Các công thức bộ trang bị nông nghiệp,268,1,"1680,1680,1680",0,0,"3000,3000,3000"
-3,"Mở khóa công thức tinh chất Lv 5
",335,2,talentTree-272,272,0,5,1, Các công thức tinh chất trồng trọt,269,1,1680,0,0,1500
-2,"Mở khóa công thức tinh chất Lv 5
",338,2,talentTree-273,273,0,5,1, Công thức Tinh chất Chăn nuôi Nông nghiệp,270,1,1680,0,0,1500
-4,"Mở khóa công thức bộ trang bị LV 6, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",327#381#418#413#414#415#923;329#330;331#332#333#568#573#560#563#564#553#575#574#1045#1052#1055#1056#1059#1064#1065#1066,2,talentTree-274,274,0,6,3, Công thức Bộ Trang bị Nông trại,271,1,"3360,3360,3360",0,0,"4000,4000,4000"
-3,"Mở khóa công thức tinh chất Lv 6
",336,2,talentTree-275,275,0,6,1, Công thức Tinh chất Trồng trọt,272,1,3360,0,0,2000
-2,"Mở khóa công thức tinh chất Lv 6
",339,2,talentTree-276,276,0,6,1, Công thức Tinh chất Chăn nuôi Nông nghiệp,273,1,3360,0,0,2000
-4," Mở khóa công thức bộ trang bị LV 7, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",654#655#656#886#887#888#924;657#658;659#660#661#830#831#832#833#834#835#836#1091#1092#1093#1094#1095#1096#1097#1098#837,2,talentTree-277,277,0,7,3, Công thức Bộ Trang trại,274,1,"6720,6720,6720",0,0,"5000,5000,5000"
-3," Mở khóa công thức trồng trọt tinh chất Lv 7
",632,2,talentTree-278,278,0,7,1, Công thức Tinh chất Trồng trọt (Chưa mở) ,275,1,6720,0,0,2500
-2," Mở khóa công thức chăn nuôi tinh chất Lv 7
",635,2,talentTree-279,279,0,7,1, Công thức Tinh chất Chăn nuôi (Chưa mở) ,276,1,6720,0,0,2500
-4,"Mở khóa công thức bộ trang bị cấp 8, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",678#679#680;681#682;683#684#685#1115#1116#1117#1118#1119#1120#1121#1122#854#855#856#857#858#859#860#861,2,talentTree-280,280,0,8,3, Công thức Bộ Trang trại (Chưa mở) ,277,1,"13440,13440,13440",0,0,"6000,6000,6000"
-3," Mở khóa công thức Tinh chất Trồng trọt Lv 8
",636,2,talentTree-281,281,0,8,1, Công thức Tinh chất Trồng trọt (Chưa mở),278,1,13440,0,0,3000
-2," Mở khóa công thức Tinh chất Chăn nuôi Lv 8
",633,2,talentTree-282,282,0,8,1,Công thức Tinh chất chăn nuôi(Chưa mở) ,279,1,13440,0,0,3000
-4,"Mở khóa công thức bộ trang bị cấp 9, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",702#703#704;705#706;707#708#709#1139#1140#1141#1142#1143#1144#1145#1146#878#879#880#881#882#883#884#885,2,talentTree-283,283,0,9,3,Công thức bộ trang trại(Chưa mở) ,280,1,"26880,26880,26880",0,0,"7000,7000,7000"
-3," Mở khóa công thức Tinh chất Trồng trọt Lv 9
",637,2,talentTree-284,284,0,9,1,Công thức Tinh chất trồng trọt(Chưa mở),281,1,26880,0,0,3500
-2," Mở khóa công thức Tinh chất Chăn nuôi Lv 9
",634,2,talentTree-285,285,0,9,1, Công thức Tinh chất Chăn nuôi,282,1,26880,0,0,3500
-5," Mở khóa công thức bộ trang bị LV 7, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",638#639#640;641#642;643#644#645#710#815#816#817#818#819#820#1075#1076#1077#1078#1079#1080#1081#1082#821,2,talentTree-286,286,0,7,3, Công thức Bộ Trang trại,260,2,"5169,5169,5169",0,0,"5000,5000,5000"
-4," Mở khóa công thức tinh chất Lv 7
",626,2,talentTree-287,287,0,7,1, Công thức Bộ Trang bị Chiến đấu,261,2,5169,0,0,5000
-5,"Mở khóa công thức bộ trang bị cấp 8, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",662#663#664#889#891#890#925;665#666;667#668#669#1099#1100#1101#1102#1103#1104#1105#1106#838#839#840#841#842#843#844#845,2,talentTree-288,288,0,8,3, (Chưa mở) ,286,2,"11200,11200,11200",0,0,"6000,6000,6000"
-4," Mở khóa công thức Tinh chất Lv 8
",627,2,talentTree-289,289,0,8,1, (Chưa mở) ,287,2,11200,0,0,6000
-5,"Mở khóa công thức bộ trang bị cấp 9, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",686#687#688#894#892#893#926;689#690;691#692#693#1124#1125#1126#1127#1128#1129#1130#1123#862#863#864#865#866#867#868#869,2,talentTree-290,290,0,9,3,(Chưa mở) ,288,2,"24436,24436,24436",0,0,"7000,7000,7000"
-4," Mở khóa công thức Tinh chất Lv 9
",628,2,talentTree-291,291,0,9,1,(Chưa mở) ,289,2,24436,0,0,7000
-3," Mở khóa công thức bộ trang bị LV 7, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",646#647#648;649#650;651#652#653#822#823#824#825#826#827#828#1083#1084#1085#1086#1087#1088#1089#1090#829,2,talentTree-292,292,0,7,3, (Chưa mở) ,266,3,"8400,8400,8400",0,0,"5000,5000,5000"
-2," Mở khóa công thức tinh chất Lv 7
",629,2,talentTree-293,293,0,7,1, (Chưa mở) ,267,3,8400,0,0,5000
-3,"Mở khóa công thức bộ trang bị cấp 8, mở khóa công thức tái tạo và công thức chế tạo mảnh khi đạt cấp độ tối đa.",670#671#672;675#676#677#1107#1108#1109#1110#1111#1112#1113#1114;673#674#846#847#848#849#850#851#852#853,2,talentTree-294,294,0,8,3,(Chưa mở) ,292,3,"16800,16800,16800",0,0,"6000,6000,6000"
-2," Mở khóa công thức Tinh chất Lv 8
",630,2,talentTree-295,295,0,8,1,(Chưa mở) ,293,3,16800,0,0,6000
-3,"Mở khóa công thức bộ trang bị cấp 9, mở khóa công thức tái chế và công thức chế tạo mảnh khi đạt đến cấp độ tối đa.",694#695#696;699#700#701#1131#1132#1133#1134#1135#1136#1137#1138;697#698#870#871#872#873#874#875#876#877,2,talentTree-296,296,0,9,3, Công thức Tinh chất Thu thập,294,3,"33600,33600,33600",0,0,"7000,7000,7000"
-2," Mở khóa công thức Tinh chất Lv 9
",631,2,talentTree-297,297,0,9,1, Công thức Bộ Trang bị Thu thập,295,3,33600,0,0,7000
-1,Tăng tốc độ di chuyển cho bản thân và đồng đội trong 10 giây,460,0,talentTree-298,298,0,7,1, Công thức Tinh chất Thu thập,169,1,6720,0,0,1200
4, Increase your movement speed by 20% for 30 seconds: Tăng tốc độ di chuyển của bạn lên 20% trong 30 giây,541,0,talentTree-299,299,0,3,1, Kết thúc,0,3,525,0,0,0
4,Gây hiệu ứng đẩy mạnh mạnh mẽ lên kẻ địch phía trước bạn,540,0,talentTree-300,300,0,6,1, Phương pháp Reflow,299,3,4200,0,0,1000
5,Sử dụng kỹ năng này để gây sát thương cho chất nhờn,616,0,talentTree-301,301,0,1,1,intercept ,0,2,95,0,0,0
5, Chuyển đổi HP của bản thân thành một lá chắn cho toàn bộ đội của bạn,555,0,talentTree-302,302,0,3,1, Bảo vệ máu,0,1,420,0,0,400
