canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"1,3,4",1,"Một loại thuốc tăng cường mạnh mẽ, tăng khả năng phòng thủ của bạn, cung cấp một lớp bảo vệ tạm thời chống lại cuộc tấn công của kẻ thù. Thuốc này tăng cường giá trị giáp và sự bền bỉ, cho phép bạn chịu đựng ngay cả những trận đánh khó khăn nhất. Sử dụng nó một cách khôn ngoan để đảo ngược tình thế và nổi lên thắng lợi.
",0,item-icon-145,145,Lv 1 Thuốc tăng phòng thủ,1,0,2,2,1,3,2,1
"1,3,4",1,"Có người từng thấy vật liệu này bên bờ biển.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Đất sét là một loại đất dễ uốn nắn thường được sử dụng để làm gốm, gạch và các vật liệu xây dựng khác. Thông thường, nó có màu xám nâu hoặc đỏ nâu và có cấu trúc mịn với nồng độ cao về chất hữu cơ và khoáng chất. Khi thu thập đất sét, quan trọng để giữ cho đất ẩm để tạo hình và xử lý tốt hơn.
",0,item-icon-61,61,Lv 1 Đất sét,1,0,3,999,0,4,1,1
"1,3,4",1," Một người từng thấy vật liệu này ở bên bờ biển.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Nhựa này là một chất lỏng nhớt cao có thể được sử dụng để làm keo dán, lớp phủ và chất kết dính khác. Thông thường, nó được thu thập từ cây và yêu cầu công cụ đặc biệt để thu thập.
",0,item-icon-65,65,Lv 1 Nhựa,1,0,3,"1,0",1,4,1,1
"1,3,4",1," Một người từng thấy vật liệu này trong hẻm núi.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Một loại cây thảo dược lâu năm mọc hoang dã, có khả năng chống hạn mạnh mẽ. Lá dày của nó chứa nhiều nước và chất dinh dưỡng, là nguyên liệu quan trọng để chế biến đồ uống có cồn và thuốc.
",0,item-icon-68,68,Lv 3 Maguey,1,0,3,3,1,4,3,1
"1,3,4",1," Một người từng thấy vật liệu này ở bên bờ biển.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Sợi thực vật này là một nguyên liệu thu thập được thông thường thường được lấy từ cây. Nó có thể được sử dụng để làm nhiều loại vật phẩm khác nhau, như dây thừng, vải và giấy.
",0,item-icon-66,66,Lv 1 Sợi thực vật,1,0,3,"1,0",1,4,1,1
"1,3,4",1," Một người từng thấy vật liệu này trên Núi Tuyết.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Những loại nấm này mọc ở vùng cực lạnh và có màu xanh nhạt. Chúng có hương vị ngon và phù hợp để nấu ăn.
",0,item-icon-67,67,Lv 2 Nấm đông lạnh,1,0,3,2,1,4,2,1
"1,3,4",1," Một người từng thấy vật liệu này ở bên bờ biển.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Mạng nhện này là cấp độ 1 và có thể thu thập trong rừng. Đây là một nguyên liệu thô có thể được sử dụng để chế tạo nhiều vật phẩm khác nhau.
",0,item-icon-69,69,Lv 1 Mạng nhện,1,0,3,"1,0",1,4,1,1
"1,3,4",1,"Vé này cho bạn quyền truy cập vào một sự kiện độc quyền đầy phiêu lưu và trải nghiệm khó quên. Hãy sẵn sàng bắt đầu một cuộc hành trình không giống ai và tạo ra những kỷ niệm vĩnh cửu.
",0,item-icon-171,171,Lv 0 Vé #1,1,0,"1,2,3",999,0,4,0,1
"1,3,4",1,"Vé này cho bạn quyền truy cập vào một sự kiện độc quyền đầy phiêu lưu và trải nghiệm khó quên. Hãy sẵn sàng bắt đầu một cuộc hành trình không giống ai và tạo ra những kỷ niệm vĩnh cửu.
",0,item-icon-172,172,Lv 0 Vé #2,1,0,"1,2,3",999,0,4,0,1
"1,3,4",1,"Vé này cho bạn quyền truy cập vào một sự kiện độc quyền đầy phiêu lưu và trải nghiệm khó quên. Hãy sẵn sàng bắt đầu một cuộc hành trình không giống ai và tạo ra những kỷ niệm vĩnh cửu.
",0,item-icon-173,173,Lv 0 Vé #3,1,0,"1,2,3",999,0,4,0,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Cây héo này có thể do thiếu nước hoặc chất dinh dưỡng. Nó có thể được sử dụng để làm phân bón hoặc thảo dược y học, và cũng có thể được sử dụng làm thức ăn cho động vật.
",0,item-icon-174,174,Lv 0 Cây héo,1,0,1,999,0,4,0,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Vật liệu này là một chất hữu cơ có tác dụng như phân bón và có thể được sử dụng trong sản xuất nông nghiệp. Nó được thu được thông qua quá trình lên men và phân hủy phân động vật và chứa nhiều chất dinh dưỡng như nitơ, phospho, kali, v.v.
",0,item-icon-176,176,Lv 0 Phân,1,0,1,999,0,4,0,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Mầm tre này được thu hoạch từ cây xương rồng và có màu xanh nhạt và kết cấu mềm mại. Đây là một nguyên liệu nông nghiệp quan trọng có thể được sử dụng để làm thuốc, thực phẩm và các sản phẩm làm đẹp khác.
",0,item-icon-177,177,Lv 1 Mầm cây xương rồng,1,0,1,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Đinh ốc này được thu được từ chăn nuôi quái vật và có thể được sử dụng làm nguyên liệu nông nghiệp.
",0,item-icon-178,178,Lv 1 Ốc vít,1,0,1,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Mầm bí ngô là nguyên liệu nông nghiệp được sản xuất từ chăn nuôi quái vật, có màu xanh nhạt và giàu dinh dưỡng. Chúng có thể được sử dụng để làm nhiều loại thực phẩm và thuốc.
",0,item-icon-179,179,Lv 1 Mầm bí ngô,1,0,1,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Xà xanh là một loại nguyên liệu nông nghiệp hiếm có được từ chăn nuôi quái vật. Nó có thể giúp nông dân cải thiện tốc độ và năng suất cây trồng và là một phần không thể thiếu trong sản xuất nông nghiệp.
",0,item-icon-180,180,Lv 2 Đá pha lê xanh,1,0,1,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Quái vật loại cỏ này, Broadleaf, là một sinh vật dễ thương và là nguồn sản xuất chăn nuôi trong sản xuất nông nghiệp, cung cấp nguyên liệu phong phú.
",0,item-icon-181,181,Lv 2 Lá quái vật cỏ,1,0,1,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Mật ong này được sản xuất từ trang trại quái vật và có thể được sử dụng làm nguyên liệu nông nghiệp.
",0,item-icon-182,182,Lv 2 Mật ong,1,0,1,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Vật phẩm này được sản xuất từ trang trại quái vật và là nguyên liệu sử dụng trong nông nghiệp. Đây là một lớp 3 Dark Feather.
",0,item-icon-183,183,Lv 3 Lông chim bóng tối,1,0,1,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Magma đông đặc này được sản xuất từ chăn nuôi quái vật và có thể được sử dụng cho sản xuất nguyên liệu nông nghiệp. Nó có độ nhớt cao và chịu nhiệt độ cao, phù hợp để sử dụng trong điều kiện cực đoan.
",0,item-icon-184,184,Lv 3 Lava đông cứng,1,0,1,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Tinh thể băng này được thu được từ chăn nuôi quái vật và là vật liệu sử dụng trong nông nghiệp. Nó có ba cấp độ chất lượng và có thể được sử dụng để làm các vật phẩm dựa trên băng.
",0,item-icon-185,185,Lv 3 Mảnh băng giá,1,0,1,3,1,4,3,1
0,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Mở khóa sản phẩm nông nghiệp cấp cao hơn.
",0,item-icon-95,95,Lv 0 Cọ,1,0,1,999,0,1,0,1
0,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Mở khóa sản phẩm nông nghiệp cấp cao hơn.
",0,item-icon-96,96,Lv 0 Máy cắt tóc,1,0,1,999,0,1,0,1
0,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Mở khóa sản phẩm nông nghiệp cấp cao hơn.
",0,item-icon-97,97,Lv 0 Máy vắt sữa,1,0,1,999,0,1,0,1
"1,3,4",1,"Bạn có thể thu được loại vật liệu này thông qua việc chăn nuôi.

Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Vụn cây này có vẻ đã mục rồi và không còn ăn được nữa. Điều này có thể do tưới quá nhiều nước hoặc bị nhiễm sâu bệnh. Các vụn cây này có thể được sử dụng làm phân bón hoặc chôn cất.
",0,item-icon-175,175,Lv 0 Cây héo phân hủy,1,0,1,999,0,4,0,1
4,1,"Vụn cây này có thể do thiếu nước hoặc chất dinh dưỡng. Nó có thể được sử dụng để làm phân bón hoặc thảo dược y học, và cũng có thể được sử dụng làm thức ăn cho động vật.
",0,item-icon-116,116,Lv 1 Mũ thu thập,1,0,3,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-126,126,Lv 2 Găng tay thu thập,"1,2",0,3,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-125,125,Lv 1 Găng tay thu thập,1,0,3,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-122,122,Lv 1 Quần thu thập,1,0,3,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-124,124,Lv 3 Quần thu thập,"1,2,3",0,3,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-123,123,Lv 2 Quần thu thập,"1,2",0,3,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-127,127,Lv 3 Găng tay thu thập,"1,2,3",0,3,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp. Khi trang bị, nó có thể nâng cao thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn.
",0,item-icon-121,121,Lv 3 Áo thu thập,"1,2,3",0,3,999,0,1,3,1
4,1,"Áo khoác thực tế được thiết kế cho những người phiêu lưu, mang lại sự bảo vệ tuyệt vời trước các yếu tố. Chất liệu bền và đường may chắc chắn làm cho nó lý tưởng cho những cuộc hành trình dài và các hoạt động ngoài trời. Giữ ấm và thoải mái mà không làm giảm tính di động với món đồ thiết yếu này.
",0,item-icon-120,120,Lv 2 Áo thu thập,"1,2",0,3,999,0,1,2,1
4,1,"Áo khoác thực tế được thiết kế cho những người phiêu lưu, mang lại sự bảo vệ tuyệt vời trước các yếu tố. Chất liệu bền và đường may chắc chắn làm cho nó lý tưởng cho những cuộc hành trình dài và khám phá ngoài trời. Với nhiều túi và dây đai điều chỉnh, nó mang lại sự tiện lợi và tính năng cho bất kỳ người yêu thích hoạt động ngoài trời nào.
",0,item-icon-119,119,Lv 1 Áo thu thập,1,0,3,999,0,1,1,1
4,1,"Áo khoác bền bỉ được thiết kế cho những cuộc phiêu lưu ngoài trời, mang lại sự bảo vệ tuyệt vời trước các yếu tố. Chất liệu nhẹ và thoáng khí đảm bảo sự thoải mái trong suốt những giờ phiêu lưu dài. Với nhiều túi và đường may chắc chắn, nó là người bạn đồng hành hoàn hảo cho bất kỳ nhà thám hiểm nào.
",0,item-icon-118,118,Lv 3 Mũ thu thập,"1,2,3",0,3,999,0,1,3,1
4,1,"Mũ thu thập thời trang này hoàn hảo cho bất kỳ nhà thám hiểm nào, mang lại khả năng thu thập tài nguyên dễ dàng trong trò chơi. Một phụ kiện thực tế tăng cường hiệu suất thu thập, cho phép bạn thu thập vật liệu nhanh hơn và hiệu quả hơn.
",0,item-icon-117,117,Lv 2 Mũ thu thập,"1,2",0,3,999,0,1,2,1
4,1,"Mũ thu thập thời trang này hoàn hảo cho bất kỳ nhà thám hiểm nào, mang lại khả năng thu thập tài nguyên dễ dàng hơn. Thiết kế độc đáo mang lại sự thoải mái và bảo vệ, là một phụ kiện không thể thiếu cho bất kỳ người thu thập nào.
",0,item-icon-112,112,Lv 3 Giày nông nghiệp,"1,2,3",0,1,999,0,1,3,1
4,1,"Giày nông nghiệp này được thiết kế đặc biệt cho công nhân nông nghiệp. Chúng có đặc điểm chống trượt, chống mài mòn và thoáng khí, bảo vệ chân và nâng cao hiệu suất làm việc.
",0,item-icon-111,111,Lv 2 Giày nông nghiệp,"1,2",0,1,999,0,1,2,1
4,1,"Giày nông nghiệp này được thiết kế đặc biệt cho các hoạt động nông nghiệp như cày cấy và trồng trọt. Chúng được làm từ chất liệu chất lượng cao, bền, thoáng khí và thoải mái, mang lại sự bảo vệ cho chân của người nông dân.
",0,item-icon-110,110,Lv 1 Giày nông nghiệp,1,0,1,999,0,1,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thức ăn cho thú cưng là một mục tiêu tiêu thụ phù hợp cho thú cưng cấp 0, và có thể tăng độ no và giá trị phát triển của thú cưng. Nó được làm từ cây cỏ tự nhiên và chất dinh dưỡng, có hương vị sảng khoái và dễ tiêu hóa và hấp thụ. Mỗi gói thức ăn cho thú cưng nhẹ và dễ mang theo, là một mục tiêu không thể thiếu cho chủ nuôi thú cưng.
",27,item-icon-28,28,Lv 0 Thức ăn - Nhỏ,1,0,1,"1,0",1,3,0,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thức ăn cho động vật là một sản phẩm tiêu thụ cung cấp các chất dinh dưỡng cần thiết để động vật duy trì sự phát triển khỏe mạnh. Nó phù hợp cho nhiều loại gia súc và thú cưng, và có thể tăng năng suất và tuổi thọ của chúng.
",27,item-icon-29,29,Lv 0 Thức ăn - Lớn,1,0,1,"1,0",1,3,0,1
"1,3,4",0,"EXP Nông nghiệp là giá trị kinh nghiệm trong trò chơi có thể thu được thông qua các hoạt động nông nghiệp như trồng cây và nuôi động vật. Đây là yếu tố quan trọng để cải thiện kỹ năng và cấp độ nông nghiệp, và cũng là điều kiện cần thiết để mở khóa các công cụ và thiết bị nông nghiệp cấp cao hơn.
",0,item-icon-188,188,Kỹ năng nông nghiệp,1,0,"1,2,3",999,0,4,0,0
"1,3,4",0,"EXP Chiến đấu là kinh nghiệm thu được trong các trận chiến. Nó có thể giúp người chơi lên cấp và cải thiện kỹ năng, nâng cao khả năng của nhân vật. Trong nhiều trò chơi, EXP Chiến đấu là một trong những cách quan trọng để người chơi nâng cao sức mạnh của mình.
",0,item-icon-189,189,Kỹ năng chiến đấu,1,0,"1,2,3",999,0,4,0,0
"1,3,4",0,"EXP Thu thập là một nguồn tài nguyên quan trọng trong trò chơi, đóng vai trò quan trọng trong việc tăng hiệu suất thu thập tài nguyên và khả năng của nhân vật. Người chơi tích lũy kinh nghiệm thông qua các hoạt động như đốn cây và khai thác để tăng cấp độ kỹ năng thu thập. Cấp độ kỹ năng xác định tốc độ thu thập, xác suất thu được tài nguyên hiếm, và mở khóa kỹ năng cấp cao hơn. Khi trò chơi tiến triển, nhu cầu của nhân vật trở nên phức tạp hơn, làm cho kỹ năng thu thập cao trở nên cần thiết để hỗ trợ. Ngoài ra, kinh nghiệm thu thập nâng cao cũng đóng góp vào khả năng tấn công mạnh hơn. Người chơi nên liên tục học hỏi kỹ năng và cải thiện kinh nghiệm thu thập để đối mặt với thách thức và trở thành những người mạnh nhất.
",0,item-icon-190,190,Kỹ năng thu thập,1,0,"1,2,3",999,0,4,0,0
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Loại thuốc này có thể được sử dụng trong trận chiến để chữa lành vết thương và khôi phục khả năng chiến đấu của bạn.
",0,item-icon-191,191,Lv 2 Thuốc hồi phục pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Loại thuốc này có thể tăng sức mạnh tấn công của bạn và làm cho đòn tấn công của bạn sắc bén hơn. Sử dụng nó trong trận chiến có thể mang lại lợi thế lớn hơn cho bạn.
",0,item-icon-192,192,Lv 2 Thuốc tăng công kích pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Loại thuốc này có thể tăng tốc độ di chuyển của bạn và hỗ trợ lớn cho bạn trong các trận chiến.
",0,item-icon-194,194,Lv 2 Thuốc tăng tốc di chuyển pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Loại thuốc này có thể tăng tỷ lệ đánh chí mạng của bạn, làm cho bạn nguy hiểm hơn trong trận chiến.
",0,item-icon-195,195,Lv 2 Thuốc tăng đòn kích pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Một loại thuốc thần mạnh, khôi phục sức sống và làm trẻ lại những nhà thám hiểm mệt mỏi, mang lại sự sống mới và tính chất chữa lành. Loại thuốc quý giá này là một sợi dây cứu cánh trong những tình huống khó khăn, mang lại sự bổ sung nhanh chóng và sảng khoái để giữ bạn tiếp tục trong mối nguy hiểm.
",0,item-icon-196,196,Lv 2 Thuốc hồi sinh pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Loại thuốc này có thể tạo ra một lớp bảo vệ tinh thể cho phòng thủ của bạn, làm cho bạn càng trở nên bất khả xâm phạm hơn trong trận chiến.
",0,item-icon-197,197,Lv 2 Thuốc tăng phòng thủ pha lê,1,0,2,3,1,3,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Loại tinh chất này được thu thập từ cây và có thể được sử dụng để sản xuất các nguyên liệu và chất tổng hợp khác.
",0,item-icon-207,207,Lv 1 Thu thập tinh chất,1,0,3,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo thiết bị hoặc vật phẩm.
-------
Loại tinh chất này có thể được thu thập bằng cách thu hoạch từ cây và là nguyên liệu cần thiết để chế tạo các hợp chất nguyên liệu khác.",0,item-icon-208,208,Lv 2 Thu thập tinh chất,1,0,3,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Mục này là một tinh chất được sử dụng để thu thập nguyên liệu thô cho tổng hợp và yêu cầu cấp độ 3 để sử dụng. Nó có thể được thu thập từ cây và là một nguồn tài nguyên rất quan trọng.
",0,item-icon-209,209,Lv 3 Thu thập tinh chất,1,0,3,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất trồng trọt nông nghiệp này được tổng hợp cẩn thận từ nguyên liệu nông nghiệp chất lượng cao và phù hợp cho việc trồng trọt từ cấp độ một. Nó có thể cải thiện tốc độ và năng suất sinh trưởng của cây trồng, cũng như tăng chất lượng và hương vị của cây trồng. Sử dụng nó có thể làm cho cây trồng của bạn khỏe mạnh và phát triển, và làm cho sản xuất nông nghiệp của bạn hiệu quả và ổn định hơn.
",0,item-icon-210,210,Lv 1 Tinh chất trồng trọt,1,0,1,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Đây là một tinh chất được thiết kế đặc biệt cho việc trồng trọt nông nghiệp, có thể cải thiện tốc độ và năng suất sinh trưởng của cây trồng và giúp cải thiện hiệu suất sản xuất nông nghiệp. Nó được tổng hợp từ nhiều nguyên liệu nông nghiệp và là một mục không thể thiếu quan trọng trong sản xuất nông nghiệp.
",0,item-icon-211,211,Lv 2 Tinh chất trồng trọt,1,0,1,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất trồng trọt nông nghiệp này là sự kết hợp của nhiều tinh chất cây quý giá, có hiệu quả kỳ diệu trong việc thúc đẩy sự phát triển và tăng năng suất của cây trồng. Nó là một trong những nguyên liệu không thể thiếu trong lĩnh vực nông nghiệp và phù hợp cho nhiều loại cây trồng.
",0,item-icon-212,212,Lv 3 Tinh chất trồng trọt,1,0,1,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất nông nghiệp và chăn nuôi này là sự kết hợp của nhiều tinh chất cây và động vật tự nhiên, có thể cải thiện hiệu suất sản xuất và năng suất của nông nghiệp và chăn nuôi. Nó giàu chất dinh dưỡng và chất hoạt hóa sinh học, có thể thúc đẩy sự phát triển khỏe mạnh của cây trồng và động vật chăn nuôi.
",0,item-icon-213,213,Lv 1 Tinh chất chăn nuôi,1,0,1,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Đây là một tinh chất được chiết xuất từ nông nghiệp và chăn nuôi, có thể được sử dụng để tổng hợp các nguyên liệu nông nghiệp khác.
",0,item-icon-214,214,Lv 2 Tinh chất chăn nuôi,1,0,1,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Tinh chất này được chiết xuất từ các sản phẩm nông nghiệp và chăn nuôi chất lượng cao, có giá trị dinh dưỡng và y học cực kỳ cao. Nó có thể được sử dụng để làm các loại thuốc và gia vị liên quan đến nông nghiệp và chăn nuôi.
",0,item-icon-215,215,Lv 3 Tinh chất chăn nuôi,1,0,1,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Phân bón này có thể thúc đẩy tốc độ sinh trưởng của cây trồng và phù hợp cho cây trồng trung cấp.
",0,item-icon-216,216,Lv 1 Tinh chất chiến đấu,1,0,2,"1,0",1,4,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Những loại phân bón này được đặc biệt thiết kế để tăng năng suất cây trồng, mang lại mùa thu bội thu. Chúng cung cấp chất dinh dưỡng cần thiết và thúc đẩy sự phát triển khỏe mạnh của cây trồng, đảm bảo năng suất tối ưu cho nông dân. Nâng cao năng suất với những loại phân bón chất lượng cao này.
",0,item-icon-217,217,Lv 2 Tinh chất chiến đấu,1,0,2,2,1,4,2,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Phân bón này cung cấp khả năng giữ ẩm nâng cao cho cây trồng, đảm bảo cây trồng luôn được cung cấp đủ nước và khỏe mạnh. Nó thúc đẩy sự phát triển và cung cấp dinh dưỡng tối ưu mà không cần tưới nước liên tục. Chăm sóc cây trồng của bạn tốt nhất với phân bón dưỡng ẩm tiên tiến này.
",0,item-icon-218,218,Lv 3 Tinh chất chiến đấu,1,0,2,3,1,4,3,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể cải thiện thuộc tính.
-------
Công cụ mạnh mẽ này được chế tạo từ đá cứng, giúp nó cực kỳ bền bỉ và hoàn hảo để đập vỡ các chướng ngại khó khăn. Đầu nặng của nó mang lại một cú đánh thỏa mãn, làm cho nó trở thành một trong những công cụ ưa thích của những người phiêu lưu và xây dựng.
",98,item-icon-219,219,Lv 0 Phân bón tăng tốc tốt hơn,1,0,1,999,0,3,0,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể cải thiện thuộc tính.
-------
Cung gỗ chắc chắn được chế tạo với sự chính xác, hoàn hảo cho các cuộc tấn công từ xa. Bề mặt mịn màng và thiết kế được khắc hoạch chuyên nghiệp đảm bảo việc cầm nắm thoải mái và bắn chính xác.
",98,item-icon-220,220,Lv 0 Phân bón tăng năng suất tốt hơn,1,0,1,999,0,3,0,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể cải thiện thuộc tính.
-------
Liềm đá là một liềm được làm từ đá cứng. Lưỡi liềm sắc bén và có thể dễ dàng cắt qua các loại cây cối. Tay cầm của liềm đá được thiết kế cẩn thận, mang lại cảm giác cầm nắm thoải mái và sử dụng ổn định và linh hoạt. Vật liệu đá làm cho nó bền và chống gỉ, phù hợp cho việc sử dụng ngoài trời. Dù là cắt tỉa cỏ hoặc thu hoạch cây trồng, liềm đá đều là một công cụ thực tế.
",98,item-icon-221,221,Lv 0 Phân bón dưỡng ẩm tốt hơn,1,0,1,999,0,3,0,1
