IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillFlyerId-int,skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,itemCost-int[][],accuTab-string
0,0,0,0,0,,"108,113,464",0,122,0,1,0,0,0,0,0,A-skill-chongci,Skill_Rush_Instancer,Skill_rush,,334,5000,"Charge, push enemies back",0,2,0,Bull Rush,"1,100,500,100",CameraShakeGrade_1,1,0,1,,,,skill-icon-122,,,,,,,,,,,
0,0,0,0,0,"445,109,385","464,486",0,123,0,1,0,0,0,0,0,gongjian_attack3,,playerroll,,300,7000,Repel the enemy in a small area in front of you and flip backwards,500,2,0,Escape,"4,300,200,18000",CameraShakeGrade_1,1,0,1,,,,skill-icon-123,,,,,,,,,,,
0,0,0,0,0,"227,388,471","464,487",500,124,0,1,0,0,0,0,0,A1-gaozi-AOE-NEW,Skill_JumpHit,Skill_JumpHit,,567,5000,Jump towards a nearby enemy and cause range dizziness and damage at the landing point,800,2,0,Pursuit,"2,300",CameraShakeGrade_2,1,0,1,,,,skill-icon-124,,,,,,,,,,,
0,0,0,,0,,,,125,0,1,0,0,0,0,0,,,,,,-1,2% evasion rate gained.,,1,0,Lv 1 Shadow Steps,,,1,0,1,,,,skill-icon-125,,,,,,122,,,,,
0,0,0,,0,,,,126,0,1,0,0,0,0,0,,,,,,-1,4% evasion rate obtained.,,1,0,Lv 2 Shadow Steps,,,1,0,1,,,,skill-icon-126,,,,,,123,,,,,
0,0,0,,0,,,,127,0,1,0,0,0,0,0,,,,,,-1,6% evasion rate obtained.,,1,0,Lv 3 Shadow Steps,,,1,0,1,,,,skill-icon-127,,,,,,124,,,,,
0,0,0,,0,,,,128,0,1,0,0,0,0,0,,,,,,-1,0.1% damage bonus per 1% health lost.,,1,0,Lv 1 Blood Rage,,,1,0,1,,,,skill-icon-128,,,,,,125,,,,,
0,0,0,,0,,,,129,0,1,0,0,0,0,0,,,,,,-1,0.3% damage bonus per 1% health lost.,,1,0,Lv 2 Blood Rage,,,1,0,1,,,,skill-icon-129,,,,,,126,,,,,
0,0,0,,0,,,,130,0,1,0,0,0,0,0,,,,,,-1,0.5% damage bonus per 1% health lost.,,1,0,Lv 3 Blood Rage,,,1,0,1,,,,skill-icon-130,,,,,,127,,,,,
0,0,0,,0,,,,131,0,1,0,0,0,0,0,,,,,,-1,Attack speed + 5%.,,1,0,Lv 1 Stormy Weather,,,1,0,1,,,,skill-icon-131,,,,,,131,,,,,
0,0,0,,0,,,,132,0,1,0,0,0,0,0,,,,,,-1,Attack speed +10%.,,1,0,Lv 2 Stormy Weather,,,1,0,1,,,,skill-icon-132,,,,,,132,,,,,
0,0,0,,0,,,,133,0,1,0,0,0,0,0,,,,,,-1,Attack speed +15%.,,1,0,Lv 3 Stormy Weather,,,1,0,1,,,,skill-icon-133,,,,,,133,,,,,
0,0,0,,0,,,,134,0,1,0,0,0,0,0,,,,,,-1,CombatHit + 2%,,1,0,Lv 1 Precisely,,,1,0,1,,,,skill-icon-134,,,,,,504,,,,,
0,0,0,,0,,,,135,0,1,0,0,0,0,0,,,,,,-1,CombatHit + 4%,,1,0,Lv 2 Precisely,,,1,0,1,,,,skill-icon-135,,,,,,505,,,,,
0,0,0,,0,,,,136,0,1,0,0,0,0,0,,,,,,-1,CombatHit + 6%,,1,0,Lv 3 Precisely,,,1,0,1,,,,skill-icon-136,,,,,,506,,,,,
0,0,0,0,0,,22,200,137,0,1,0,0,0,0,0,A-jianwu,Skill_bladeFlurry,Skill_airblade,,1200,8000,Attack 5 times randomly within small range.,0,2,0,Flurry,"2,300",CameraShakeGrade_2,1,0,1,,,"137,488",skill-icon-137,,,,,,,,,,,
0,0,0,0,0,1,,200,138,0,1,0,0,1,0,1,A-1diuzhadan,,Skill_Throw,,660,2000,Drop bombs and deal high damage to enemies within the explosion range,1500,2,25,Explosion Art,"2,400",,1,0,1,,,"510,511",skill-icon-138,skill_tree_hurt,,top_down_Normal_3,1,,,,,,,
0,0,0,0,1,,"485,467",750,139,0,1,0,0,0,1,0,A-1baoqi,Skill_gainBuff_Chosen,Skill_Saiyan,,3000,20000,"After a short period of energy accumulation, release the energy inside the body, causing sustained high damage to enemies within a certain range. During the release of the skill, remain in an inability to hit state",0,2,0,Unyielding,"2,400",Saiyan,1,0,1,,,"140,488,484",skill-icon-139,,,,,,,,,,,
0,0,0,,0,,,400,140,0,1,0,0,0,0,0,A1-qirenzhan-NEW,Skill_airBlade,A1-qirenzhan-NEW,,650,20000,"Swing axe, create air blade, damage trees.",,2,0,Lv 1 Air Blade,"4,800,200,12000",CameraShakeGrade_3,1,0,1,6,1000,,skill-icon-140,skill_tree_hurt,,,,,,,,,,
0,0,0,,0,,,400,141,0,1,0,0,0,0,0,A1-qirenzhan-NEW,Skill_airBlade,A1-qirenzhan-NEW,,650,20000,"Swing axe, create air blade, damage trees.",,2,0,Lv 2 Air Blade,"4,800,400,12000",CameraShakeGrade_3,1,0,1,6,1000,,skill-icon-141,skill_tree_hurt,,,,,,,,,,
0,0,0,,0,,,400,142,0,1,0,0,0,0,0,A1-qirenzhan-NEW,Skill_airBlade,A1-qirenzhan-NEW,,650,20000,"Swing axe, create air blade, damage trees.",,2,0,Lv 3 Air Blade,"4,800,600,12000",CameraShakeGrade_3,1,0,1,6,1000,,skill-icon-142,skill_tree_hurt,,,,,,,,,,
0,0,0,,0,,,,143,0,1,0,0,0,0,0,,,,,,-1,Double chance of tree falling increased by 3%.,,1,0,Lv 1 Wood Collector,,,1,0,1,,,,skill-icon-143,,,,,,147,,,,,
0,0,0,,0,,,,144,0,1,0,0,0,0,0,,,,,,-1,Double chance of tree falling increased by 6%.,,1,0,Lv 2 Wood Collector,,,1,0,1,,,,skill-icon-144,,,,,,148,,,,,
0,0,0,,0,,,,145,0,1,0,0,0,0,0,,,,,,-1,Double chance of tree falling increased by 9%.,,1,0,Lv 3 Wood Collector,,,1,0,1,,,,skill-icon-145,,,,,,149,,,,,
0,0,0,,0,,,,146,0,1,0,0,0,0,0,,,,,,-1,Increase chopping damage by 10%.,,1,0,Lv 1 Tree Harvester,,,1,0,1,,,,skill-icon-146,,,,,,150,,,,,
0,0,0,,0,,,,147,0,1,0,0,0,0,0,,,,,,-1,Increase tree-cutting damage by 20%.,,1,0,Lv 2 Tree Harvester,,,1,0,1,,,,skill-icon-147,,,,,,151,,,,,
0,0,0,,0,,,,148,0,1,0,0,0,0,0,,,,,,-1,Increase tree-cutting damage by 30%.,,1,0,Lv 3 Tree Harvester,,,1,0,1,,,,skill-icon-148,,,,,,152,,,,,
0,0,0,,0,,,,149,0,1,0,0,0,0,0,,,,,,-1,Increase mining damage by 10%.,,1,0,Lv 1 Miner,,,1,0,1,,,,skill-icon-149,,,,,,153,,,,,
0,0,0,,0,,,,150,0,1,0,0,0,0,0,,,,,,-1,Increase mining damage by 20%.,,1,0,Lv 2 Miner,,,1,0,1,,,,skill-icon-150,,,,,,154,,,,,
0,0,0,,0,,,,151,0,1,0,0,0,0,0,,,,,,-1,Increase mining damage by 30%.,,1,0,Lv 3 Miner,,,1,0,1,,,,skill-icon-151,,,,,,155,,,,,
0,0,0,,0,,,,152,0,1,0,0,0,0,0,,,,,,-1,Swing pickaxe faster by 10%.,,1,0,Lv 1 Master Of Pickaxe,,,1,0,1,,,,skill-icon-152,,,,,,156,,,,,
0,0,0,,0,,,,153,0,1,0,0,0,0,0,,,,,,-1,Speed up pick swinging by 20%.,,1,0,Lv 2 Master Of Pickaxe,,,1,0,1,,,,skill-icon-153,,,,,,157,,,,,
0,0,0,,0,,,,154,0,1,0,0,0,0,0,,,,,,-1,Speed up hoeing by 30%.,,1,0,Lv 3 Master Of Pickaxe,,,1,0,1,,,,skill-icon-154,,,,,,158,,,,,
0,0,0,,0,,,,155,0,1,0,0,0,0,0,,,,,,-1,Ore drop rate +3%.,,1,0,Lv 1 Ore Collector,,,1,0,1,,,,skill-icon-155,,,,,,159,,,,,
0,0,0,,0,,,,156,0,1,0,0,0,0,0,,,,,,-1,Ore drop rate +6%.,,1,0,Lv 2 Ore Collector,,,1,0,1,,,,skill-icon-156,,,,,,160,,,,,
0,0,0,,0,,,,157,0,1,0,0,0,0,0,,,,,,-1,Ore drop rate +9%.,,1,0,Lv 3 Ore Collector,,,1,0,1,,,,skill-icon-157,,,,,,161,,,,,
0,0,0,,0,,,,158,0,1,0,0,0,0,0,,,,,,-1,Mining critical hit chance +5%.,,1,0,Lv 1 Mining Skills,,,1,0,1,,,,skill-icon-158,,,,,,162,,,,,
0,0,0,,0,,,,159,0,1,0,0,0,0,0,,,,,,-1,Mining crit chance +10%.,,1,0,Lv 2 Mining Skills,,,1,0,1,,,,skill-icon-159,,,,,,163,,,,,
0,0,0,,0,,,,160,0,1,0,0,0,0,0,,,,,,-1,Mining critical strike chance +15%.,,1,0,Lv 3 Mining Skills,,,1,0,1,,,,skill-icon-160,,,,,,164,,,,,
0,0,0,,0,,,400,161,0,1,0,0,0,0,0,A1-gaozi-AOE-NEW,Skill_earthquake,ranged_RPG_attack4_audio,,660,20000,"Rapidly shake ground, release seismic waves, damage ores.",,2,0,Lv 1 Seismic Wave,"4,800,200,12000",CameraShakeGrade_3,1,0,1,7,1000,,skill-icon-161,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,,,400,162,0,1,0,0,0,0,0,A1-gaozi-AOE-NEW,Skill_earthquake,ranged_RPG_attack4_audio,,660,20000,"Vibrate ground, release seismic waves, damage minerals.",,2,0,Lv 2 Seismic Wave,"4,800,400,12000",CameraShakeGrade_3,1,0,1,7,1000,,skill-icon-162,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,,,400,163,0,1,0,0,0,0,0,A1-gaozi-AOE-NEW,Skill_earthquake,ranged_RPG_attack4_audio,,660,20000,"Vibrate ground, release seismic waves, damage ores.",,2,0,Lv 3 Seismic Wave,"4,800,600,12000",CameraShakeGrade_3,1,0,1,7,1000,,skill-icon-163,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,15,,200,164,1,1,0,0,0,0,1,hit,,,,950,0,Hopper Attack.,100,2,0,Hopper Attack,"4,300,200,120004,300,150,27000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
1,1,1,,0,176,,2000,166,0,0,0,1,0,0,0,A-jinai-NEW,,A-CaptureTrap,,2000,3000,Capture skill.,,2,0,Capture Animal,"2,300",,1,0,1,,1000,,skill-icon-166,skill_rock_hurt,,,,,,"167,168,226","3,4",,,
0,0,0,,0,176,,0,167,0,1,0,0,1,1,0,A3-buzhuo,,A3-buzhuo,,300,300,Capture grappling hook monster.,,2,3,Capture Hook,"2,100",,1,0,1,,,,skill-icon-167,,,,1,,,,,5,,
0,0,0,,0,"177,17",,0,168,0,0,0,0,1,1,0,A3-buzhuo,,A3-buzhuo,,300,300,Catch and feed with rope.,,2,4,Capture Shoot,,,2,1,1,,,,skill-icon-168,,,,1,,,,"3,4",10,,
0,0,0,,0,"177,17",,730,169,0,0,0,0,0,0,0,attack,,A-CaptureTrap,,1030,2000,Monster counterattack general skill.,100,2,0,Becapture Attack,"4,300,200,12000",,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,15,,1000,171,0,1,0,0,1,0,0,A-gongjian-NEW,,monsterattack,,2000,-1,Character ranged.,1500,2,5,Character Ranged 1,,,1,1,1,,,,,,0,top_down_bomb,1,,,,,,,
0,0,0,,0,,,,172,0,0,0,0,0,0,0,,,,,,-1,"Weapon inflicts wounds, 1% attack damage every 0.5s for 5s, stackable 5 times.",,1,0,Lv 1 Torn Wound,,,1,0,1,,,,skill-icon-172,,,,,,184,,,,,
0,0,0,,0,,,,173,0,0,0,0,0,0,0,,,,,,-1,"Weapon inflicts wounds, 2% attack damage every 0.5s for 5s, stackable 5 times.",,1,0,Lv 2 Torn Wound,,,1,0,1,,,,skill-icon-173,,,,,,185,,,,,
0,0,0,,0,,,,174,0,0,0,0,0,0,0,,,,,,-1,"Weapon inflicts wounds, 3% damage every 0.5s for 5s, stacks up to 5.",,1,0,Lv 3 Torn Wound,,,1,0,1,,,,skill-icon-174,,,,,,186,,,,,
0,0,0,,0,,,,175,0,0,0,0,0,0,0,,,,,,-1,"Hit target weakness, increase damage by 1%, last 5s, stackable 5 times.",,1,0,Lv 1 Increased Damage,,,1,0,1,,,,skill-icon-175,,,,,,181,,,,,
0,0,0,,0,,,,176,0,0,0,0,0,0,0,,,,,,-1,"Hit target weakness, increase damage by 2%, 5s, stackable 5 times.",,1,0,Lv 2 Increased Damage,,,1,0,1,,,,skill-icon-176,,,,,,182,,,,,
0,0,0,,0,,,,177,0,0,0,0,0,0,0,,,,,,-1,"Hit target weakness, increase damage by 3%, last 5s, stackable 5 times.",,1,0,Lv 3 Increased Damage,,,1,0,1,,,,skill-icon-177,,,,,,183,,,,,
0,0,0,,0,,,,178,0,0,0,0,0,0,0,,,,,,0,"Increase attack power by 20 points, lasts 60 seconds.",,2,0,Secondary Attack Potion,,,1,0,1,,,187,,,,,,,,,,,,
0,0,1,0,0,15,188,350,179,1,1,0,0,0,0,1,skill_attack,,Dog_Attack,,770,0,Metal Mutt hyper armor.,80,2,0,Metal Mutt Hyper Armor,"4,200,100,12000",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,189,800,180,1,1,0,0,0,0,1,attackArea,Skill_Pumpkin_atkar,Skill_Pumpkin_atkar,,1400,0,Pumpkin Fiend hyper armor.,180,2,0,Pumpkin Fiend Hyper Armor,"2,200",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,"15,238",190,1000,181,1,1,0,0,0,0,1,attackArea,Skill_Cactus_atkar,Catus_Attack,,1500,0,Dragon fruit soldier melee.,150,2,0,Dragon Fruit Soldier Dominates,"2,200",,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,15,"191,217",667,182,1,1,0,0,0,0,0,attack,,Skill_Bee_attack,,1000,0,Bee Super Armor.,450,2,0,Buzz Buddy Hyper Armor,"4,300,200,12000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,"227,386",193,667,183,1,1,0,0,0,0,0,attack,,,,1000,0,Leafy Lurker attack.,180,2,0,叶子怪攻击,"4,300,200,120004,300,150,27000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,"227,386",192,600,184,1,1,0,0,0,0,0,attack,,Skill_CrystalLizard_attack,,833,0,Mine Cat attack.,180,2,0,矿石猫攻击,"4,300,150,270002,200",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,,,,185,0,0,0,0,0,0,0,,,,,,0,"Increase move speed by 80 points, lasts 60 seconds.",,2,0,Secondary Speed Potion,,,1,0,1,,1000,194,,,,,,,,,,,,
0,0,0,,0,,,,186,0,0,0,0,0,0,0,,,,,,0,"Increase 3% critical rate, last 60s.",,2,0,Secondary Crit Potion,,,1,0,1,,1000,195,,,,,,,,,,,,
0,0,0,,0,,,,187,0,0,0,0,0,0,0,,,,,,0,"Increase HP limit by 80 points, lasts 60 seconds.",,2,0,Secondary Life Potion,,,1,0,1,,1000,"196,211",,,,,,,,,,,,
0,0,0,,0,,,,188,0,0,0,0,0,0,0,,,,,,0,"Increase defense by 5 points, lasts 60 seconds.",,2,0,Secondary Defense Potion,,,1,0,1,,1000,197,,,,,,,,,,,,
0,0,0,,0,,,,189,0,0,0,0,0,0,0,,,,,,0,"Increase attack power by 30 points, lasts 60 seconds.",,2,0,Attack Potion,,,1,0,1,,1000,198,,,,,,,,,,,,
0,0,0,,0,,,,190,0,0,0,0,0,0,0,,,,,,0,"Increase 120 move speed, last 60s.",,2,0,Movement Speed Potion,,,1,0,1,,1000,199,,,,,,,,,,,,
0,0,0,,0,,,,191,0,0,0,0,0,0,0,,,,,,0,"Increase 6% crit rate, last 60s.",,2,0,Crit Potion,,,1,0,1,,1000,200,,,,,,,,,,,,
0,0,0,,0,,,,192,0,0,0,0,0,0,0,,,,,,0,"Increase HP limit by 120 points, lasts 60 seconds.",,2,0,Life Potion,,,1,0,1,,1000,"201,212",,,,,,,,,,,,
0,0,0,,0,,,,193,0,0,0,0,0,0,0,,,,,,0,"Increase defense by 10 points, lasts 60 seconds.",,2,0,Defense Potion,,,1,0,1,,1000,202,,,,,,,,,,,,
0,0,0,,0,,,,194,0,0,0,0,0,0,0,,,,,,0,"Increase attack power by 40 points, lasts 60 seconds.",,2,0,Crystal Attack Potion,,,1,0,1,,1000,203,,,,,,,,,,,,
0,0,0,,0,,,,195,0,0,0,0,0,0,0,,,,,,0,"Increase 160 move speed, last 60s.",,2,0,Crystal Speed Potion,,,1,0,1,,1000,204,,,,,,,,,,,,
0,0,0,,0,,,,196,0,0,0,0,0,0,0,,,,,,0,Increase critical hit rate by 9% for 60 seconds.,,2,0,Crystal Crit Potion,,,1,0,1,,1000,205,,,,,,,,,,,,
0,0,0,,0,,,,197,0,0,0,0,0,0,0,,,,,,0,Increase HP by 160 points for 60 seconds.,,2,0,Crystal Life Potion,,,1,0,1,,1000,"206,213",,,,,,,,,,,,
0,0,0,,0,,,,198,0,0,0,0,0,0,0,,,,,,0,Increase defense by 15 points for 60 seconds.,,2,0,Crystal Defense Potion,,,1,0,1,,1000,207,,,,,,,,,,,,
0,0,0,,0,,,,199,0,0,0,0,0,0,0,,PS_VFX_HealCast,,,,0,Treat 80 HP.,,2,0,Secondary Healing Potion,,,1,0,1,,1000,208,,,,,,,,,,,,
0,0,0,,0,,,,200,0,0,0,0,0,0,0,,PS_VFX_HealCast,,,,0,Treat 160 HP.,,2,0,Healing Potion,,,1,0,1,,1000,209,,,,,,,,,,,,
0,0,0,,0,,,,201,0,0,0,0,0,0,0,,PS_VFX_HealCast,,,,0,Treat 240 HP.,,2,0,Crystallization Therapy Potion,,,1,0,1,,1000,210,,,,,,,,,,,,
0,0,0,0,0,"227,21,15","236,22",500,202,0,1,0,0,0,0,1,A-chuisanlianji-1-NEW,Skill_Hammer_attack1,A-chuisanlianji-1-NEW,14,900,-1,Hammer Attack - Move 1.,400,2,0,Hammer Attack,"4,300,300,27000",CameraShakeGrade_2,1,0,1,7,333,,,,,,,,,,,,,
0,0,0,0,0,"227,21,386","236,22",500,203,0,1,0,0,0,0,1,A-chuisanlianji-2-NEW,Skill_Hammer_attack2,A-chuisanlianji-2-NEW,14,900,-1,Hammer Attack - Move 2.,400,2,0,Hammer Attack,"4,300,300,27000",CameraShakeGrade_2,1,0,1,7,333,,,,,,,,,,,,,
0,0,0,0,0,"227,21,388","236,22",500,204,0,1,0,0,0,0,1,A-chuisanlianji-3-NEW,Skill_Hammer_attack3,A-chuisanlianji-3-NEW,14,900,-1,Hammer Attack - Move 3.,400,2,0,Hammer Attack,"4,300,300,27000",CameraShakeGrade_3,1,0,1,7,333,,,,,,,,,,,,,
0,0,0,0,0,"387,404",,250,205,0,1,0,0,1,0,0,gongjian_attack1,,A-gongjian-NEW_audio,14,500,-1,Launch a powerful bow attack against your enemies.,2000,2,1,Bow Attack,,,1,1,1,,,,,,0,,1,,,,,,,
1,0,0,,0,15,"218,222",700,206,0,1,0,0,0,0,0,attack,,Chaos_Wraith_Attack,,1000,0,Chaos Wraith Attack.,350,2,0,Chaos Wraith Attack,"4,300,200,12000",,1,0,1,,1000,,,,,,,,,,,,,
1,0,1,0,0,385,,500,207,0,1,0,0,1,0,1,attackArea,,monsterattack,,1000,2000,Black melee monster.,1000,2,5,Chaos Wraith Hyper Armor,"2,200",,1,1,1,,1000,,,,,top_down_bomb_2,3,,,,,,,
1,0,0,,0,15,"222,219",950,208,0,1,0,0,0,0,0,attack,,Crimson_Gnasher_Attack,,1500,0,Crimson Gnasher Attack.,400,2,0,Crimson Gnasher Attack,"4,300,200,12000",,1,0,1,,1000,,,,,,,,,,,,,
1,0,0,,0,"227,386",222,1200,209,0,1,0,0,0,0,0,attackArea,,,,1833,0,Crimson Gnasher Hyper Armor.,400,2,0,Crimson Gnasher Hyper Armor,"4,300,200,12000",,1,0,1,,1000,,,,,,,,,,,,,
1,0,0,,0,15,"220,223",650,210,0,1,0,0,0,0,0,attack,,Frosty_Paw_Attack,,1033,0,Frosty Paw Attack.,300,2,0,Frosty Paw Attack,"4,300,200,12000",,1,0,1,,1000,,,,,,,,,,,,,
1,0,0,,0,"227,386","220,223",650,211,0,1,0,0,0,0,0,attack,,Frosty_Paw_Attack,,1033,0,Frosty Paw Hyper Armor.,300,2,0,Frosty Paw Hyper Armor,"4,300,200,12000",,1,0,1,,1000,,,,,,,,,,,,,
0,0,0,,0,,,,212,0,0,0,0,0,0,0,,,,,,-1,Increase attack speed and attack power simultaneously.,,1,0,Melee Attack Power Buff,,,1,0,1,,,,,,,,,,228,,,,,
0,0,0,,0,,,,213,0,0,0,0,0,0,0,,,,,,-1,Decrease attack speed and attack power simultaneously.,,1,0,Melee Attack Vulnerability Buff,,,1,0,1,,,,,,,,,,231,,,,,
0,0,0,,0,,,,214,0,0,0,0,0,0,0,,,,,,-1,Increase defense value.,,1,0,Melee Defense Type Universal Dominance,,,1,0,1,,,,,,,,,,232,,,,,
0,0,0,,0,,,,215,0,0,0,0,0,0,0,,,,,,-1,Decrease defense value.,,1,0,General Vulnerabilities In Close Combat Defense,,,1,0,1,,,,,,,,,,233,,,,,
0,0,0,,0,,,,216,0,0,0,0,0,0,0,,,,,,-1,Increase movement speed and attack speed simultaneously.,,1,0,Flexible General Dominance,,,1,0,1,,,,,,,,,,234,,,,,
0,0,0,,0,,,,217,0,0,0,0,0,0,0,,,,,,-1,Decrease movement speed and attack speed simultaneously.,,1,0,Flexible General Vulnerability,,,1,0,1,,,,,,,,,,235,,,,,
0,0,0,,0,,,,218,0,0,0,0,0,0,0,,,,,,-1,Metal Mutt Additional Attack.,,1,0,Metal Mutt Additional Attack,,,1,0,1,,,,,,,,,,229,,,,,
0,0,0,,0,,,,219,0,0,0,0,0,0,0,,,,,,-1, Increase movement speed by 50% every 2 seconds when not taking damage.,,1,0,Flexible Universal Passive,,,1,0,1,,,,skill-icon-219,,,,,,237,,,,,
0,0,0,,0,,,,220,0,0,0,0,0,0,0,,,,,,-1,Attack-oriented powerful phase transition effect.,,1,0,Strong Stage,,,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,,,,221,0,0,0,0,0,0,0,,,,,,-1,Attack-oriented vulnerability phase transition effect.,,1,0,Vulnerability Stage,,,1,0,1,,,,,,,,,,,,,,,
1,1,1,0,0,176,,2000,226,0,0,0,1,0,0,0,A-jinai-NEW,,A-CaptureTrap,,2000,3000,Capture Trap,,2,0,Capture Trap Capture,"2,300",,1,0,1,,1000,,,skill_rock_hurt,,,,,,,"3,4",,,
0,0,0,,0,,,,228,0,1,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 1 Pioneer,,,1,0,1,,1000,,skill-icon-228,,,,,,240,,,,,
0,0,0,,0,,,,229,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 2 Pioneer,,,1,0,1,,1000,,skill-icon-229,,,,,,243,,,,,
0,0,0,,0,,,,230,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 1 Harvest Expert,,,1,0,1,,1000,,skill-icon-230,,,,,,257,,,,,
0,0,0,,0,,,,231,0,0,0,0,0,0,0,,,,,,-1,Increase the happiness output of individual pets.,,1,0,Lv 1 Animal Lover,,,1,0,1,,1000,,skill-icon-231,,,,,,245,,,,,
0,0,0,,0,,,,232,0,0,0,0,0,0,0,,,,,,-1,Increase the happiness output of individual pets.,,1,0,Lv 2 Animal Lover,,,1,0,1,,1000,,skill-icon-232,,,,,,246,,,,,
0,0,0,,0,,,,233,0,0,0,0,0,0,0,,,,,,-1,Improve breeding proficiency.,,1,0,Lv 1 Livestock Expert,,,1,0,1,,1000,,skill-icon-233,,,,,,249,,,,,
0,0,0,,0,,,,235,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 3 Pioneer,,,1,0,1,,1000,,skill-icon-235,,,,,,244,,,,,
0,0,0,,0,,,,236,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 4 Pioneer,,,1,0,1,,1000,,skill-icon-236,,,,,,250,,,,,
0,0,0,,0,,,,237,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 5 Pioneer,,,1,0,1,,1000,,skill-icon-237,,,,,,251,,,,,
0,0,0,,0,,,,238,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 6 Pioneer,,,1,0,1,,1000,,skill-icon-238,,,,,,252,,,,,
0,0,0,,0,,,,239,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 7 Pioneer,,,1,0,1,,1000,,skill-icon-239,,,,,,271,,,,,
0,0,0,,0,,,,240,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 8 Pioneer,,,1,0,1,,1000,,skill-icon-240,,,,,,272,,,,,
0,0,0,,0,,,,241,0,0,0,0,0,0,0,,,,,,-1,Increase the fertility output of a single piece of land.,,1,0,Lv 9 Pioneer,,,1,0,1,,1000,,skill-icon-241,,,,,,273,,,,,
0,0,0,,0,,,,244,0,0,0,0,0,0,0,,,,,,-1,Increase the happiness output of individual pets.,,1,0,Lv 3 Animal Lover,,,1,0,1,,1000,,skill-icon-244,,,,,,247,,,,,
0,0,0,,0,,,,245,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 2 Harvest Expert,,,1,0,1,,1000,,skill-icon-245,,,,,,257,,,,,
0,0,0,,0,,,,246,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 3 Harvest Expert,,,1,0,1,,1000,,skill-icon-246,,,,,,257,,,,,
0,0,0,,0,,,,247,0,0,0,0,0,0,0,,,,,,-1,Improve breeding proficiency.,,1,0,Lv 2 Livestock Expert,,,1,0,1,,1000,,skill-icon-247,,,,,,249,,,,,
0,0,0,,0,,,,248,0,0,0,0,0,0,0,,,,,,-1,Improve breeding proficiency.,,1,0,Lv 3 Livestock Expert,,,1,0,1,,1000,,skill-icon-248,,,,,,249,,,,,
0,0,0,,0,,,,249,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 4 Harvest Expert,,,1,0,1,,1000,,skill-icon-249,,,,,,257,,,,,
0,0,0,,0,,,,250,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 5 Harvest Expert,,,1,0,1,,1000,,skill-icon-250,,,,,,257,,,,,
0,0,0,,0,,,,251,0,0,0,0,0,0,0,,,,,,-1,Improve planting proficiency.,,1,0,Lv 6 Harvest Expert,,,1,0,1,,1000,,skill-icon-251,,,,,,257,,,,,
0,0,0,,0,,,,252,0,0,0,0,0,0,0,,,,,,-1,Increase attack power.,,1,0,Lv 1 Fighter,,,1,0,1,,1000,,skill-icon-252,,,,,,262,,,,,
