col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,preNode-int[],resetCost-int,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,upgradeToken-int[]
-4,Unlock Essence Recipes Lv 5,341,2,talentTree-259,259,0,5,1,Combat Essence Recipes,257,0,2,1292,0,15000
-5,"Unlock LV 6 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",313#369#375;314#315;316#317#318#561#570#555#559#569#572#571#583,2,talentTree-260,260,0,6,3,Combat Set Recipes,258,0,2,"2584,2584,2584",0,"20000,20000,20000"
-4,Unlock Essence Recipes Lv 6,342,2,talentTree-261,261,0,6,1,Combat Essence Recipes,259,0,2,2584,0,20000
-3,"Unlock LV 4 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",276#277#278;279#280;281#288#289#515#516#525#524#576#514#519#529,2,talentTree-262,262,0,4,3,Gather Set Recipes,62,0,3,"1050,1050,1050",0,"10000,10000,10000"
-2,Unlock Essence Recipes Lv 4,343,2,talentTree-263,263,0,4,1,Gather Essence Recipes,247,0,3,1050,0,10000
-3,"Unlock LV 5 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",298#299#300;301#302;303#304#305#537#539#538#577#544#543#542#552,2,talentTree-264,264,0,5,3,Gather Set Recipes,262,0,3,"2100,2100,2100",0,"15000,15000,15000"
-2,Unlock Essence Recipes Lv 5,344,2,talentTree-265,265,0,5,1,Gather Essence Recipes,263,0,3,2100,0,15000
-3,"Unlock LV 6 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",319#320#321;322#323;324#325#326#557#554#565#556#578#566#562#558,2,talentTree-266,266,0,6,3,Gather Set Recipes,264,0,3,"4200,4200,4200",0,"20000,20000,20000"
-2,Unlock Essence Recipes Lv 6,345,2,talentTree-267,267,0,6,1,Gather Essence Recipes,265,0,3,4200,0,20000
-4,"Unlock LV 4 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",282#379#416;284#285;286#287#291#526#520#528#510#507#522#509#523,2,talentTree-268,268,0,4,3,Farming Set Recipes,88,0,1,"840,840,840",0,"10000,10000,10000"
-3,Unlock Planting Essence Recipes Lv 4,334,2,talentTree-269,269,0,4,1,Planting Essence Recipes,229,0,1,840,0,5000
-2,Unlock Livestock Essence Recipes Lv 4,337,2,talentTree-270,270,0,4,1,Livestock Essence Recipes,94,0,1,840,0,5000
-4,"Unlock LV 5 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",306#380#417;308#309;310#311#312#548#533#545#549#551#530#547#532,2,talentTree-271,271,0,5,3,Farming Set Recipes,268,0,1,"1680,1680,1680",0,"15000,15000,15000"
-3,Unlock Planting Essence Recipes Lv 5,335,2,talentTree-272,272,0,5,1,Planting Essence Recipes,269,0,1,1680,0,7500
-2,Unlock Livestock Essence Recipes Lv 5,338,2,talentTree-273,273,0,5,1,Livestock Essence Recipes,270,0,1,1680,0,7500
-4,"Unlock LV 6 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",327#381#418;329#330;331#332#333#568#573#560#563#564#553#575#574,2,talentTree-274,274,0,6,3,Farming Set Recipes,271,0,1,"3360,3360,3360",0,"20000,20000,20000"
-3,Unlock Planting Essence Recipes Lv 6,336,2,talentTree-275,275,0,6,1,Planting Essence Recipes,272,0,1,3360,0,10000
-2,Unlock Livestock Essence Recipes Lv 6,339,2,talentTree-276,276,0,6,1,Livestock Essence Recipes,273,0,1,3360,0,10000
-4,"Unlock LV 7 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",654#655#656;657#658;659#660#661#830#831#832#833#834#835#836#837,2,talentTree-277,277,0,7,3,Farming Set Recipes,274,0,1,"6720,6720,6720",0,"25000,25000,25000"
-3,Unlock Planting Essence Recipes Lv 7,632,2,talentTree-278,278,0,7,1,Planting Essence Recipes,275,0,1,6720,0,12500
-2,Unlock Livestock Essence Recipes Lv 7,635,2,talentTree-279,279,0,7,1,Livestock Essence Recipes,276,0,1,6720,0,12500
-4,"Unlock LV 8 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",678#679#680;681#682;683#684#685#854#855#856#857#858#859#860#861,2,talentTree-280,280,0,8,3,Farming Set Recipes,277,0,1,"13440,13440,13440",0,"30000,30000,30000"
-3,Unlock Planting Essence Recipes Lv 8,636,2,talentTree-281,281,0,8,1,Planting Essence Recipes,278,0,1,13440,0,15000
-2,Unlock Livestock Essence Recipes Lv 8,633,2,talentTree-282,282,0,8,1,Livestock Essence Recipes,279,0,1,13440,0,15000
-4,"Unlock LV 9 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",702#703#704;705#706;707#708#709#878#879#880#881#882#883#884#885,2,talentTree-283,283,0,9,3,Farming Set Recipes,280,0,1,"26880,26880,26880",0,"35000,35000,35000"
-3,Unlock Planting Essence Recipes Lv 9,637,2,talentTree-284,284,0,9,1,Planting Essence Recipes,281,0,1,26880,0,17500
-2,Unlock Livestock Essence Recipes Lv 9,634,2,talentTree-285,285,0,9,1,Livestock Essence Recipes,282,0,1,26880,0,17500
-5,"Unlock LV 7 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",638#639#640;641#642;643#644#645#710#815#816#817#818#819#820#821,2,talentTree-286,286,0,7,3,Combat Set Recipes,260,0,2,"5169,5169,5169",0,"25000,25000,25000"
-4,Unlock Essence Recipes Lv 7,626,2,talentTree-287,287,0,7,1,Combat Essence Recipes,261,0,2,5169,0,25000
-5,"Unlock LV 8 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",662#663#664;665#666;667#668#669#838#839#840#841#842#843#844#845,2,talentTree-288,288,0,8,3,Combat Set Recipes,286,0,2,"11200,11200,11200",0,"30000,30000,30000"
-4,Unlock Essence Recipes Lv 8,627,2,talentTree-289,289,0,8,1,Combat Essence Recipes,287,0,2,11200,0,30000
-5,"Unlock LV 9 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",686#687#688;689#690;691#692#693#862#863#864#865#866#867#868#869,2,talentTree-290,290,0,9,3,Combat Set Recipes,288,0,2,"24436,24436,24436",0,"35000,35000,35000"
-4,Unlock Essence Recipes Lv 9,628,2,talentTree-291,291,0,9,1,Combat Essence Recipes,289,0,2,24436,0,35000
-3,"Unlock LV 7 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",646#647#648;649#650;651#652#653#822#823#824#825#826#827#828#829,2,talentTree-292,292,0,7,3,Gather Set Recipes,266,0,3,"8400,8400,8400",0,"25000,25000,25000"
-2,Unlock Essence Recipes Lv 7,629,2,talentTree-293,293,0,7,1,Gather Essence Recipes,267,0,3,8400,0,25000
-3,"Unlock LV 8 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",670#671#672;675#676#677;673#674#846#847#848#849#850#851#852#853,2,talentTree-294,294,0,8,3,Gather Set Recipes,292,0,3,"16800,16800,16800",0,"30000,30000,30000"
-2,Unlock Essence Recipes Lv 8,630,2,talentTree-295,295,0,8,1,Gather Essence Recipes,293,0,3,16800,0,30000
-3,"Unlock LV 9 Equipment Set Recipes, unlock Recasting recipes and fragment craft recipes when reach max level.",694#695#696;699#700#701;697#698#870#871#872#873#874#875#876#877,2,talentTree-296,296,0,9,3,Gather Set Recipes,294,0,3,"33600,33600,33600",0,"35000,35000,35000"
-2,Unlock Essence Recipes Lv 9,631,2,talentTree-297,297,0,9,1,Gather Essence Recipes,295,0,3,33600,0,35000
-1,Increase movement speed for oneself and allies for 10 seconds,460,0,talentTree-298,298,0,7,1,Wind up,169,0,1,6720,0,6000
4,Increase your movement speed by 20% for 30 seconds,541,0,talentTree-299,299,0,3,1,Reflow method,0,0,3,525,0,0
4,Deal a powerful repelling effect on the enemy in front of you,540,0,talentTree-300,300,0,6,1,Beat back,299,0,3,4200,0,5000
5,Use this skill to deal damage to slime,616,0,talentTree-301,301,0,1,1,intercept,0,0,2,95,0,0
-2,,633,0,talentTree-303,303,0,1,1,1111,0,0,2,95,0,0
-3,,627,0,talentTree-304,304,0,1,1,1111,0,0,2,95,0,0
-3,,625,0,talentTree-305,305,0,2,1,1111(Not yet open),304,0,2,175,0,0
-1,,638,0,talentTree-306,306,0,8,1,1111,127,0,2,11200,0,0
-3,,485,0,talentTree-307,307,0,9,1,1111,139,0,2,646,0,3000
-1,,637,0,talentTree-308,308,0,9,1,1111,306,0,2,24436,0,0
