col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,preNode-int[],resetCost-int,upgradeToken-int[]
2,"Ataque de Árbol en Recolecta ++ Competencia ++
",306,1,talentTree-198,198,0,4,1, Recolectar - Árboles ,3,1050,0,195,0,1500
3,Ataque de Mineral en Recolecta ++ Competencia ++,315,1,talentTree-199,199,0,4,1, Recolectar - Minería ,3,1050,0,196,0,1500
1,"Ataque de hierba de recolección ++ Competencia ++
",298,1,talentTree-200,200,0,5,1, Recolectar - Hierba ,3,2100,0,197,0,2000
2,"Ataque de árbol de recolección ++ Competencia ++
",307,1,talentTree-201,201,0,5,1, Recolectar - Árboles ,3,2100,0,198,0,2000
3,"Ataque de mineral de recolección ++ Competencia ++
",316,1,talentTree-202,202,0,5,1, Recolectar - Minería ,3,2100,0,199,0,2000
-1,Desbloquear Receta de Poción.,348#907,2,talentTree-204,204,0,6,1, Recetas de Accesorios Mágicos ,3,4200,0,69,0,2500
1,"Ataque de hierba de recolección ++ Competencia ++
",299,1,talentTree-205,205,0,6,1, Valor de Recolectar - Hierba ,3,4200,0,200,0,2500
2,"Ataque de árbol de recolección ++ Competencia ++
",308,1,talentTree-206,206,0,6,1, Recolectar - Árboles ,3,4200,0,201,0,2500
3,"Recolectar Mineral Atq ++ Competencia ++
",317,1,talentTree-207,207,0,6,1, Recolectar - Minería ,3,4200,0,202,0,2500
-1,Desbloquear receta de poción.,895#908,2,talentTree-209,209,0,7,1, Lv 3 Coleccionista Loco ,3,8400,0,204,0,3000
1,"Recolectar Hierba Atq ++ Competencia ++
",300,1,talentTree-210,210,0,7,1, Recolectar - Hierba ,3,8400,0,205,0,3000
2,"Recolectar Árbol Atq ++ Competencia ++
",309,1,talentTree-211,211,0,7,1, Recolectar - Árboles ,3,8400,0,206,0,3000
3,"Recolectar Mineral Atq ++ Competencia ++
",318,1,talentTree-212,212,0,7,1, Recolectar - Minería ,3,8400,0,207,0,3000
-1,Desbloquear Receta de Poción.,896#909,2,talentTree-214,214,0,8,1, Lv 3 Persona Elegida ,3,16800,0,209,0,3500
2,"Recolectar Árbol Atq ++ Competencia ++
",310,1,talentTree-215,215,0,8,1, Recolectar - Árboles ,3,16800,0,211,0,3500
1,"Recolectar Hierba Atq ++ Competencia ++
",301,1,talentTree-216,216,0,8,1, Recolectar - Hierba ,3,16800,0,210,0,3500
3,"Recolectar Mineral Atq ++ Competencia ++
",319,1,talentTree-217,217,0,8,1, Recolectar - Minería ,3,16800,0,212,0,3500
-1,Desbloquear Receta de Poción,897#910,2,talentTree-219,219,0,9,1, Recetas de Accesorios Mágicos ,3,33600,0,214,0,4000
1,"Recolectar Hierba Atq ++ Competencia ++
",302,1,talentTree-220,220,0,9,1, Recolectar - Hierba ,3,33600,0,216,0,4000
2,Ataque a los árboles de recolección ++ Competencia ++,311,1,talentTree-221,221,0,9,1, Recolectar - Árboles ,3,33600,0,215,0,4000
3,Ataque a los minerales de recolección ++ Competencia ++,320,1,talentTree-222,222,0,9,1, Recolectar - Minería ,3,33600,0,217,0,4000
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 1
",152,2,talentTree-227,227,0,1,1, Recetas de Esencia de Plantación ,1,95,0,,0,0
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 2
",153,2,talentTree-228,228,0,2,1, Recetas de Esencia de Plantación ,1,210,0,227,0,0
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 3
",154,2,talentTree-229,229,0,3,1, Recetas de Esencia de Plantación ,1,420,0,228,0,750
-4,"Desbloquear Recetas de Esencia Nivel 1
",149,2,talentTree-236,236,0,1,1, Recetas de Esencia de Combate ,2,95,0,,0,0
-4,"Desbloquear Recetas de Esencia Nivel 2
",150,2,talentTree-237,237,0,2,1, Recetas de Esencia de Combate ,2,175,0,236,0,0
-4,"Desbloquear Recetas de Esencia Nivel 3
",151,2,talentTree-238,238,0,3,1, Recetas de Esencia de Combate ,2,323,0,237,0,1500
-2,"Desbloquear Recetas de Esencia Nivel 1
",158,2,talentTree-245,245,0,1,1, Recetas de Esencia de Recolectar ,3,131,0,,0,0
-2,"Desbloquear Recetas de Esencia Nivel 2
",159,2,talentTree-246,246,0,2,1, Recetas de Esencia de Recolectar ,3,262,0,245,0,0
-2,"Desbloquear Recetas de Esencia Nivel 3
",160,2,talentTree-247,247,0,3,1, Recetas de Esencia de Recolectar ,3,525,0,246,0,1500
5,"Captura animales como tus mascotas
",166,0,talentTree-254,254,0,1,1, Captura,1,95,0,,0,0
-5,"Desbloquear Recetas de Conjunto de Equipo LV 4, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo.",270#367#373;271#272;273#274#275#511#517#512#518#513#508#521#581#1002#1005#1006#1007#1011#1012#1015#1072,2,talentTree-256,256,0,4,3, Recetas de Conjunto de Combate,2,"646,646,646",0,105,0,"5000,5000,5000"
-4,"Desbloquear Recetas de Esencia Nivel 4
",340,2,talentTree-257,257,0,4,1, Recetas de Esencia de Combate,2,646,0,238,0,5000
-5,"Desbloquear Recetas de Conjunto de Equipamiento Nivel 5, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo",292#368#374;293#294;295#296#297#540#535#536#546#541#531#534#582#1024#1027#1028#1029#1033#1034#1039#1073,2,talentTree-258,258,0,5,3, Recetas de Conjunto de Combate,2,"1292,1292,1292",0,256,0,"7500,7500,7500"
-4,"Desbloquear recetas de esencia Lv 5
",341,2,talentTree-259,259,0,5,1, Recetas de Esencia de Combate,2,1292,0,257,0,7500
-5,"Desbloquear recetas de conjunto de equipo de nivel 6, desbloquear recetas de recasting y fragmentos al alcanzar el nivel máximo.",313#369#375;314#315;316#317#318#561#570#555#559#569#572#571#583#1047#1051#1053#1060#1061#1062#1063#1074,2,talentTree-260,260,0,6,3,Recetas de Conjunto de Combate,2,"2584,2584,2584",0,258,0,"10000,10000,10000"
-4,"Desbloquear recetas de esencia Lv 6
",342,2,talentTree-261,261,0,6,1,Recetas de Esencia de Combate,2,2584,0,259,0,10000
-3,"Desbloquear Recetas de Conjunto de Equipo LV 4, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo.",276#277#278;279#280;281#288#289#515#516#525#524#576#514#519#529#1008#1009#1010#1013#1018#1019#1022#1067,2,talentTree-262,262,0,4,3, Recetas de Conjunto de Recolecta,3,"1050,1050,1050",0,62,0,"5000,5000,5000"
-2,"Desbloquear Recetas de Esencia Nivel 4
",343,2,talentTree-263,263,0,4,1, Recetas de Esencia de Recolecta,3,1050,0,247,0,5000
-3,"Desbloquear Recetas de Conjunto de Equipamiento Nivel 5, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo",298#299#300;301#302;303#304#305#537#539#538#577#544#543#542#552#1030#1031#1032#1035#1036#1037#1044#1068,2,talentTree-264,264,0,5,3, Recetas de Conjunto de Recolecta,3,"2100,2100,2100",0,262,0,"7500,7500,7500"
-2,"Desbloquear recetas de esencia Lv 5
",344,2,talentTree-265,265,0,5,1, Recetas de Esencia de Recolecta,3,2100,0,263,0,7500
-3,"Desbloquear recetas de conjunto de equipo de nivel 6, desbloquear recetas de recasting y fragmentos al alcanzar el nivel máximo.",319#320#321;322#323;324#325#326#557#554#565#556#578#566#562#558#1046#1048#1049#1050#1054#1057#1058#1069,2,talentTree-266,266,0,6,3,Recetas de Conjunto de Recolecta,3,"4200,4200,4200",0,264,0,"10000,10000,10000"
-2,"Desbloquear recetas de esencia Lv 6
",345,2,talentTree-267,267,0,6,1,Recetas de Esencia de Recolecta,3,4200,0,265,0,10000
-4,"Desbloquear Recetas de Conjunto de Equipo LV 4, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo.",282#379#416#405#406#407#921;284#285;286#287#291#526#520#528#510#507#522#509#523#1001#1003#1004#1014#1016#1017#1020#1021,2,talentTree-268,268,0,4,3, Recetas de Conjunto de Agricultura,1,"840,840,840",0,88,0,"5000,5000,5000"
-3,"Desbloquear Recetas de Esencia Nivel 4
",334,2,talentTree-269,269,0,4,1, Recetas de Esencia de Plantación,1,840,0,229,0,2500
-2,"Desbloquear Recetas de Esencia Nivel 4
",337,2,talentTree-270,270,0,4,1, Recetas de Esencia de Ganadería Agrícola,1,840,0,94,0,2500
-4,"Desbloquear Recetas de Conjunto de Equipamiento Nivel 5, desbloquear recetas de Recasting y fragmentos cuando alcances el nivel máximo",306#380#417#410#411#412#922;308#309;310#311#312#548#533#545#549#551#530#547#532#1023#1025#1026#1038#1040#1041#1042#1043,2,talentTree-271,271,0,5,3, Recetas de Conjunto de Agricultura,1,"1680,1680,1680",0,268,0,"7500,7500,7500"
-3,"Desbloquear recetas de esencia Lv 5
",335,2,talentTree-272,272,0,5,1, Recetas de Esencia de Plantación,1,1680,0,269,0,3750
-2,"Desbloquear recetas de esencia Lv 5
",338,2,talentTree-273,273,0,5,1, Recetas de Esencia de Ganadería Agrícola,1,1680,0,270,0,3750
-4,"Desbloquear recetas de conjunto de equipo de nivel 6, desbloquear recetas de recasting y fragmentos al alcanzar el nivel máximo.",327#381#418#413#414#415#923;329#330;331#332#333#568#573#560#563#564#553#575#574#1045#1052#1055#1056#1059#1064#1065#1066,2,talentTree-274,274,0,6,3,Recetas de Conjunto de Agricultura,1,"3360,3360,3360",0,271,0,"10000,10000,10000"
-3,"Desbloquear recetas de esencia Lv 6
",336,2,talentTree-275,275,0,6,1,Recetas de Esencia de Plantación,1,3360,0,272,0,5000
-2,"Desbloquear recetas de esencia Lv 6
",339,2,talentTree-276,276,0,6,1,Recetas de Esencia de Ganadería Agrícola,1,3360,0,273,0,5000
-4,"Desbloquear recetas de conjunto de equipo de nivel 7, desbloquear recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",654#655#656#886#887#888#924;657#658;659#660#661#829#830#831#832#833#834#835#836#1091#1092#1093#1094#1095#1096#1097#1098,2,talentTree-277,277,0,7,3, Recetas de Conjunto de Granja (Aún no disponible),1,"6720,6720,6720",0,274,0,"12500,12500,12500"
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 7
",632,2,talentTree-278,278,0,7,1,Recetas de Esencia de Plantación (Aún no disponible),1,6720,0,275,0,6250
-2,"Desbloquear Recetas de Esencia de Ganadería Nivel 7
",635,2,talentTree-279,279,0,7,1,Recetas de Esencia de Ganadería (Aún no disponible),1,6720,0,276,0,6250
-4,"Desbloquea recetas de conjuntos de equipo de nivel 8, desbloquea recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",678#679#680;681#682;683#684#685#846#847#848#849#850#851#852#853#1115#1116#1117#1118#1119#1120#1121#1122,2,talentTree-280,280,0,8,3,Recetas de Conjunto de Granja (Aún no disponible),1,"13440,13440,13440",0,277,0,"15000,15000,15000"
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 8
",636,2,talentTree-281,281,0,8,1,Recetas de Esencia de Plantación (Aún no disponible),1,13440,0,278,0,7500
-2,"Desbloquear Recetas de Esencia de Ganadería Nivel 8
",633,2,talentTree-282,282,0,8,1,Recetas de esencia de ganado (Aún no abierto),1,13440,0,279,0,7500
-4," Desbloquear Recetas de Conjunto de Equipamiento de Nivel 9, desbloquear recetas de Recasting y recetas de fabricación de fragmentos al alcanzar el nivel máximo.",702#703#704;705#706;707#708#709#870#871#872#873#874#875#876#877#1139#1140#1141#1142#1143#1144#1145#1146,2,talentTree-283,283,0,9,3,Recetas de conjunto de agricultura (Aún no abierto),1,"26880,26880,26880",0,280,0,"17500,17500,17500"
-3,"Desbloquear Recetas de Esencia de Plantación Nivel 9
",637,2,talentTree-284,284,0,9,1,Recetas de esencia de plantación (Aún no abierto),1,26880,0,281,0,8750
-2,"Desbloquear Recetas de Esencia de Ganadería Nivel 9
",634,2,talentTree-285,285,0,9,1,,1,26880,0,282,0,8750
-5,"Desbloquear recetas de conjunto de equipo de nivel 7, desbloquear recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",638#639#640;641#642;643#644#645#710#815#816#817#818#819#820#837#1075#1076#1077#1078#1079#1080#1081#1082,2,talentTree-286,286,0,7,3, (Aún no disponible),2,"5169,5169,5169",0,260,0,"12500,12500,12500"
-4,"Desbloquear Recetas de Esencia Nivel 7
",626,2,talentTree-287,287,0,7,1, (Aún no disponible),2,5169,0,261,0,12500
-5,"Desbloquea recetas de conjuntos de equipo de nivel 8, desbloquea recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",662#663#664#889#891#890#925;665#666;667#668#669#854#855#856#857#858#859#860#861#1099#1100#1101#1102#1103#1104#1105#1106,2,talentTree-288,288,0,8,3,(Aún no disponible),2,"11200,11200,11200",0,286,0,"15000,15000,15000"
-4,"Desbloquear Recetas de Esencia Nivel 8
",627,2,talentTree-289,289,0,8,1,(Aún no disponible),2,11200,0,287,0,15000
-5," Desbloquear Recetas de Conjunto de Equipamiento de Nivel 9, desbloquear recetas de Recasting y recetas de fabricación de fragmentos al alcanzar el nivel máximo.",686#687#688#894#892#893#926;689#690;691#692#693#878#879#880#881#882#883#884#885#1124#1125#1126#1127#1128#1129#1130#1123,2,talentTree-290,290,0,9,3,(Aún no abierto),2,"24436,24436,24436",0,288,0,"17500,17500,17500"
-4,"Desbloquear Recetas de Esencia Nivel 9
",628,2,talentTree-291,291,0,9,1,(Aún no abierto),2,24436,0,289,0,17500
-3,"Desbloquear recetas de conjunto de equipo de nivel 7, desbloquear recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",646#647#648;649#650;651#652#653#821#822#823#824#825#826#827#828#1083#1084#1085#1086#1087#1088#1089#1090,2,talentTree-292,292,0,7,3,(Aún no disponible),3,"8400,8400,8400",0,266,0,"12500,12500,12500"
-2,"Desbloquear Recetas de Esencia Nivel 7
",629,2,talentTree-293,293,0,7,1,(Aún no disponible),3,8400,0,267,0,12500
-3,"Desbloquea recetas de conjuntos de equipo de nivel 8, desbloquea recetas de recasting y recetas de fragmentos al alcanzar el nivel máximo.",670#671#672;675#676#677#838#839#840#841#842#843#844#845#1107#1108#1109#1110#1111#1112#1113#1114;673#674,2,talentTree-294,294,0,8,3,(Aún no abierto),3,"16800,16800,16800",0,292,0,"15000,15000,15000"
-2,"Desbloquear Recetas de Esencia Nivel 8
",630,2,talentTree-295,295,0,8,1,(Aún no abierto),3,16800,0,293,0,15000
-3," Desbloquear Recetas de Conjunto de Equipamiento de Nivel 9, desbloquear recetas de Recasting y recetas de fabricación de fragmentos al alcanzar el nivel máximo.",694#695#696;699#700#701#862#863#864#865#866#867#868#869#1131#1132#1133#1134#1135#1136#1137#1138;697#698,2,talentTree-296,296,0,9,3,,3,"33600,33600,33600",0,294,0,"17500,17500,17500"
-2,"Desbloquear Recetas de Esencia Nivel 9
",631,2,talentTree-297,297,0,9,1,,3,33600,0,295,0,17500
-1,Aumenta la velocidad de movimiento propia y de los aliados durante 10 segundos.,460,0,talentTree-298,298,0,7,1,,1,6720,0,169,0,3000
4,Aumenta tu velocidad de movimiento en un 20% durante 30 segundos,541,0,talentTree-299,299,0,3,1,,3,525,0,,0,0
4,Inflige un poderoso efecto de repulsión al enemigo frente a ti,540,0,talentTree-300,300,0,6,1,,3,4200,0,299,0,2500
