classifyLevel-int,desc-string,displayType-int,icon-string,id-int,level-int,matItemId-int[][],name-string,productId-int[][],productTypes-int[],proficiency-int,recipesSort-int,sourceText-int,timeCost-int,timesLimit-int,type-int,unlockCondition-int,unlockType-int,useDitamin-int,useToken-int
2, Você pode receber as seguintes recompensas:80000 LUAG 1%18000 LUAG 4%12000 LUAG 10%11000 LUAG 35%6000 LUAG 50%,2,recipe-icon-428,428,2,"208,1;478,100", Lv 2 Coleta LUAG Loteria,"478,1,800,100;478,1,180,400;478,1,120,1500;478,1,110,3000;478,1,60,5000",4.0,0,50800428,1,6,0,0,0,4,0,600
2, Você pode receber as seguintes recompensas:80000 LUAG 1%18000 LUAG 4%12000 LUAG 10%11000 LUAG 35%6000 LUAG 50%,2,recipe-icon-429,429,2,"211,1;478,100", Lv 2 Plantio LUAG Loteria,"478,1,800,100;478,1,180,400;478,1,120,1500;478,1,110,3000;478,1,60,5000",4.0,0,50800429,1,6,0,0,0,4,0,600
2, Você pode receber as seguintes recompensas:80000 LUAG 1%18000 LUAG 4%12000 LUAG 10%11000 LUAG 35%6000 LUAG 50%,2,recipe-icon-430,430,2,"214,1;478,100", Lv 2 Criação de Gado LUAG Loteria,"478,1,800,100;478,1,180,400;478,1,120,1500;478,1,110,3000;478,1,60,5000",4.0,0,50800430,1,6,0,0,0,4,0,600
3, Você pode receber as seguintes recompensas:160000 LUAG 1%36000 LUAG 4%24000 LUAG 10%22000 LUAG 35%12000 LUAG 50%,2,recipe-icon-431,431,3,"218,1;478,200", Lv 3 Combate LUAG Loteria,"478,1,1600,100;478,1,360,400;478,1,240,1500;478,1,220,3000;478,1,120,5000",4.0,0,50700431,1,6,0,0,0,4,0,600
3, Você pode receber as seguintes recompensas:160000 LUAG 1%36000 LUAG 4%24000 LUAG 10%22000 LUAG 35%12000 LUAG 50%,2,recipe-icon-432,432,3,"209,1;478,200", Lv 3 Coleta LUAG Loteria,"478,1,1600,100;478,1,360,400;478,1,240,1500;478,1,220,3000;478,1,120,5000",4.0,0,50700432,1,6,0,0,0,4,0,600
3, Você pode receber as seguintes recompensas:160000 LUAG 1%36000 LUAG 4%24000 LUAG 10%22000 LUAG 35%12000 LUAG 50%,2,recipe-icon-433,433,3,"212,1;478,200", Lv 3 Plantio LUAG Loteria,"478,1,1600,100;478,1,360,400;478,1,240,1500;478,1,220,3000;478,1,120,5000",4.0,0,50700433,1,6,0,0,0,4,0,600
3, Você pode receber as seguintes recompensas:160000 LUAG 1%36000 LUAG 4%24000 LUAG 10%22000 LUAG 35%12000 LUAG 50%,2,recipe-icon-434,434,3,"215,1;478,200", Lv 3 Criação de Gado LUAG Loteria,"478,1,1600,100;478,1,360,400;478,1,240,1500;478,1,220,3000;478,1,120,5000",4.0,0,50700434,1,6,0,0,0,4,0,600
1, Refaça sua Jaqueta de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-435,435,1,"946,1;119,1", Lv 1 Reciclagem de Jaqueta de Coleta,"119,1,1,10000",1.0,0,10900435,1,10,-,3,0,4,0,0
1, Refaça seu Machado de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-436,436,1,"946,1;92,1", Lv 1 Reciclagem de Machado de Ferro,"92,1,1,10000",1.0,0,10900436,1,10,-,3,0,4,0,0
1, Refaça sua Chaleira de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-437,437,1,"946,1;84,1", Lv 1 Reciclagem de Chaleira de Ferro,"84,1,1,10000",1.0,0,10900437,1,10,-,1,0,4,0,0
1, Refaça seus Sapatos de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-438,438,1,"946,1;113,1", Lv 1 Reciclagem de Sapatos de Coleta,"113,1,1,10000",1.0,0,10900438,1,10,-,3,0,4,0,0
1, Refaça sua Enxada de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-439,439,1,"947,1;80,1", Lv 1 Reciclagem de Enxada de Ferro,"80,1,1,10000",1.0,0,10900439,1,10,-,1,0,4,0,0
1, Refaça suas Calças de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-441,441,1,"104,1;947,1", Lv 1 Reciclagem de Calças de Agricultura,"104,1,1,10000",1.0,0,10900441,1,10,-,1,0,4,0,0
1, Refaça seu Anel de Cabeça de Chip. O nível de aprimoramento não será mantido.,2,recipe-icon-442,442,1,"43,1;945,1", Lv 1 Reciclagem de Anel de Cabeça de Chip,"43,1,1,10000",1.0,0,10900442,1,10,-,2,0,4,0,0
1, Refaça sua Pulseira de Cristal Rachada. O nível de aprimoramento não será mantido.,2,recipe-icon-443,443,1,"52,1;945,1", Lv 1 Reciclagem de Pulseira de Cristal Rachada,"52,1,1,10000",1.0,0,10900443,1,10,-,2,0,4,0,0
1, Refaça seu Arco de Pedra. O nível de aprimoramento não será mantido.,2,recipe-icon-444,444,1,"287,1;945,1", Lv 1 Reciclagem de Arco de Pedra,"287,1,1,10000",1.0,0,10900444,1,10,-,2,0,4,0,0
1, Refaça sua Picareta de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-445,445,1,"946,1;88,1", Lv 1 Reciclagem de Picareta de Ferro,"88,1,1,10000",1.0,0,10900445,1,10,-,3,0,4,0,0
1, Refaça sua Armadura de Cristal Rachada. O nível de aprimoramento não será mantido.,2,recipe-icon-446,446,1,"46,1;945,1", Lv 1 Reciclagem de Armadura de Cristal Rachada,"46,1,1,10000",1.0,0,10900446,1,10,-,2,0,4,0,0
1, Refaça sua Saia de Grama de Cristal Rachada. O nível de aprimoramento não será mantido.,2,recipe-icon-447,447,1,"49,1;945,1", Lv 1 Reciclagem de Saia de Grama de Cristal Rachada,"49,1,1,10000",1.0,0,10900447,1,10,-,2,0,4,0,0
1, Refaça suas Luvas de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-448,448,1,"107,1;947,1", Lv 1 Reciclagem de Luvas de Agricultura,"107,1,1,10000",1.0,0,10900448,1,10,-,1,0,4,0,0
1, Refaça seus Sapatos de Grama de Cristal Rachados. O nível de aprimoramento não será mantido.,2,recipe-icon-449,449,1,"55,1;945,1", Lv 1 Reciclagem de Sapatos de Grama de Cristal Rachados,"55,1,1,10000",1.0,0,10900449,1,10,-,2,0,4,0,0
1, Refaça sua Jaqueta de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-450,450,1,"101,1;947,1", Lv 1 Reciclagem de Jaqueta de Agricultura,"101,1,1,10000",1.0,0,10900450,1,10,-,1,0,4,0,0
1, Refaça suas Calças de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-451,451,1,"946,1;122,1", Lv 1 Reciclagem de Calças de Coleta,"122,1,1,10000",1.0,0,10900451,1,10,-,3,0,4,0,0
1, Refaça suas Luvas de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-452,452,1,"125,1;946,1", Lv 1 Reciclagem de Luvas de Coleta,"125,1,1,10000",1.0,0,10900452,1,10,-,3,0,4,0,0
1, Refaça seu Chapéu de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-453,453,1,"116,1;946,1", Lv 1 Reciclagem de Chapéu de Coleta,"116,1,1,10000",1.0,0,10900453,1,10,-,3,0,4,0,0
1, Refaça seus Sapatos de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-454,454,1,"110,1;947,1", Lv 1 Reciclagem de Sapatos de Agricultura,"110,1,1,10000",1.0,0,10900454,1,10,-,1,0,4,0,0
1, Refaça sua Foice de Cobre. O nível de aprimoramento não será mantido.,2,recipe-icon-455,455,1,"226,1;946,1", Lv 1 Reciclagem de Foice de Cobre,"226,1,1,10000",1.0,0,10900455,1,10,-,3,0,4,0,0
1, Refaça seu Martelo de Cobre. O nível de aprimoramento não será mantido.,2,recipe-icon-456,456,1,"441,1;945,1", Lv 1 Reciclagem de Martelo de Cobre,"441,1,1,10000",1.0,0,10900456,1,10,-,2,0,4,0,0
1, Refaça seu Chapéu de Trevo da Sorte. O nível de aprimoramento não será mantido.,2,recipe-icon-457,457,1,"946,1;98,1", Lv 1 Reciclagem de Chapéu de Trevo da Sorte,"98,1,1,10000",1.0,0,10900457,1,10,-,1,0,4,0,0
1, Refaça sua Escova de Cobre. O nível de aprimoramento não será mantido.,2,recipe-icon-458,458,1,"453,1;947,1", Lv 1 Reciclagem de Escova de Cobre,"453,1,1,10000",1.0,0,10900458,1,10,-,1,0,4,0,0
1, Refaça sua Espada de Pedra. O nível de aprimoramento não será mantido.,2,recipe-icon-459,459,1,"40,1;945,1", Lv 1 Reciclagem de Espada de Pedra,"40,1,1,10000",1.0,0,10900459,1,10,-,2,0,4,0,0
2, Refaça suas Luvas de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-460,460,2,"108,1;947,3", Lv 2 Reciclagem de Luvas de Agricultura,"108,2,1,10000",1.0,0,10800460,1,10,-,1,0,4,0,0
2, Refaça sua Picareta Amaldiçoada. O nível de aprimoramento não será mantido.,2,recipe-icon-461,461,2,"89,1;946,3", Lv 2 Reciclagem de Picareta Amaldiçoada,"89,2,1,10000",1.0,0,10800461,1,10,-,3,0,4,0,0
2, Refaça sua Jaqueta de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-462,462,2,"102,1;947,3", Lv 2 Reciclagem de Jaqueta de Agricultura,"102,2,1,10000",1.0,0,10800462,1,10,-,1,0,4,0,0
2, Refaça sua Chaleira Amaldiçoada. O nível de aprimoramento não será mantido.,2,recipe-icon-463,463,2,"85,1;947,3", Lv 2 Reciclagem de Chaleira Amaldiçoada,"85,2,1,10000",1.0,0,10800463,1,10,-,1,0,4,0,0
2, Refaça suas Botas de Pele de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-464,464,2,"56,1;945,3", Lv 2 Reciclagem de Botas de Pele de Cristal,"56,2,1,10000",1.0,0,10800464,1,10,-,2,0,4,0,0
2, Refaça sua Jaqueta de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-465,465,2,"120,1;946,3", Lv 2 Reciclagem de Jaqueta de Coleta,"120,2,1,10000",1.0,0,10800465,1,10,-,3,0,4,0,0
2, Refaça sua Enxada Amaldiçoada. O nível de aprimoramento não será mantido.,2,recipe-icon-466,466,2,"81,1;947,3", Lv 2 Reciclagem de Enxada Amaldiçoada,"81,2,1,10000",1.0,0,10800466,1,10,-,1,0,4,0,0
2, Refaça seu Chapéu Macio de Pele de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-467,467,2,"44,1;945,3", Lv 2 Reciclagem de Chapéu Macio de Pele de Cristal,"44,2,1,10000",1.0,0,10800467,1,10,-,2,0,4,0,0
2, Refaça seu Machado Amaldiçoado. O nível de aprimoramento não será mantido.,2,recipe-icon-468,468,2,"93,1;946,3", Lv 2 Reciclagem de Machado Amaldiçoado,"93,2,1,10000",1.0,0,10800468,1,10,-,3,0,4,0,0
2, Refaça sua Luva de Pele de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-469,469,2,"53,1;945,3", Lv 2 Reciclagem de Luva de Pele de Cristal,"53,2,1,10000",1.0,0,10800469,1,10,-,2,0,4,0,0
2, Refaça sua Calça de Pele de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-470,470,2,"50,1;945,3", Lv 2 Reciclagem de Calça de Pele de Cristal,"50,2,1,10000",1.0,0,10800470,1,10,-,2,0,4,0,0
2, Refaça sua Armadura de Pele de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-471,471,2,"47,1;945,3", Lv 2 Reciclagem de Armadura de Pele de Cristal,"47,2,1,10000",1.0,0,10800471,1,10,-,2,0,4,0,0
2, Refaça seus Sapatos de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-472,472,2,"111,1;947,3", Lv 2 Reciclagem de Sapatos de Agricultura,"111,2,1,10000",1.0,0,10800472,1,10,-,1,0,4,0,0
2, Refaça suas Calças de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-473,473,2,"105,1;947,3", Lv 2 Reciclagem de Calças de Agricultura,"105,2,1,10000",1.0,0,10800473,1,10,-,1,0,4,0,0
2, Refaça suas Luvas de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-474,474,2,"126,1;946,3", Lv 2 Reciclagem de Luvas de Coleta,"126,2,1,10000",1.0,0,10800474,1,10,-,3,0,4,0,0
2, Refaça sua Escova de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-475,475,2,"454,1;947,3", Lv 2 Reciclagem de Escova de Ferro,"454,2,1,10000",1.0,0,10800475,1,10,-,1,0,4,0,0
2,,2,recipe-icon-476,476,2,"123,1;946,3",Lv 2 Recasting de Calças de Coleta ,"123,2,1,10000",1.0,0,10800476,1,10,-,3,0,4,0,0
2,@@ Recaste suas Botas de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-477,477,2,"114,1;946,3",Lv 2 Recasting de Sapatos de Coleta ,"114,2,1,10000",1.0,0,10800477,1,10,-,3,0,4,0,0
2, Recaste seu Chapéu de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-478,478,2,"117,1;946,3", Lv 2 Recasting de Chapéu de Coleta ,"117,2,1,10000",1.0,0,10800478,1,10,-,3,0,4,0,0
2, Recaste sua Espada de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-479,479,2,"41,1;945,3", Lv 2 Recasting de Espada de Ferro ,"41,2,1,10000",1.0,0,10800479,1,10,-,2,0,4,0,0
2, Recaste sua Foice de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-480,480,2,"227,1;946,3", Lv 2 Recasting de Foice de Ferro ,"227,2,1,10000",1.0,0,10800480,1,10,-,3,0,4,0,0
2, Recaste seu Chapéu de Algodão da Sorte. O nível de aprimoramento não será mantido.,2,recipe-icon-481,481,2,"99,1;947,3", Lv 2 Recasting de Chapéu de Algodão da Sorte ,"99,2,1,10000",1.0,0,10800481,1,10,-,1,0,4,0,0
2, Recaste seu Martelo de Ferro. O nível de aprimoramento não será mantido.,2,recipe-icon-482,482,2,"442,1;945,3", Lv 2 Recasting de Martelo de Ferro ,"442,2,1,10000",1.0,0,10800482,1,10,-,2,0,4,0,0
3, Recaste sua Foice de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-483,483,3,"228,1;946,6", Lv 3 Recasting de Foice de Cristal ,"228,2,1,6000;228,3,1,4000",1.0,0,50700483,1,10,-,3,0,4,0,0
3, Recaste suas Botas de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-484,484,3,"946,6;115,1", Lv 3 Recasting de Sapatos de Coleta ,"115,2,1,6000;115,3,1,4000",1.0,0,50700484,1,10,-,3,0,4,0,0
3, Recaste seu Chapéu de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-485,485,3,"946,6;118,1", Lv 3 Recasting de Chapéu de Coleta ,"118,2,1,6000;118,3,1,4000",1.0,0,50700485,1,10,-,3,0,4,0,0
3, Recaste sua Jaqueta de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-486,486,3,"946,6;121,1", Lv 3 Recasting de Jaqueta de Coleta ,"121,2,1,6000;121,3,1,4000",1.0,0,50700486,1,10,-,3,0,4,0,0
3, Recaste suas Luvas de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-487,487,3,"947,6;127,1", Lv 3 Recasting de Luvas de Coleta ,"127,2,1,6000;127,3,1,4000",1.0,0,50700487,1,10,-,3,0,4,0,0
3, Recaste suas Botas de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-488,488,3,"946,6;112,1", Lv 3 Recasting de Sapatos de Agricultura ,"112,2,1,6000;112,3,1,4000",1.0,0,50700488,1,10,-,1,0,4,0,0
3, Recaste sua Espada de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-489,489,3,"42,1;945,6", Lv 3 Recasting de Espada de Cristal ,"42,2,1,6000;42,3,1,4000",1.0,0,50700489,1,10,-,2,0,4,0,0
3, Recaste sua Escova de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-490,490,3,"455,1;947,6", Lv 3 Recasting de Escova de Cristal ,"455,2,1,6000;455,3,1,4000",1.0,0,50700490,1,10,-,1,0,4,0,0
3, Recaste seu Machado Abençoado. O nível de aprimoramento não será mantido.,2,recipe-icon-491,491,3,"94,1;946,6", Lv 3 Recasting de Machado Abençoado ,"94,2,1,6000;94,3,1,4000",1.0,0,50700491,1,10,-,3,0,4,0,0
3, Recaste seu Martelo de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-492,492,3,"443,1;945,6", Lv 3 Recasting de Martelo de Cristal ,"443,2,1,6000;443,3,1,4000",1.0,0,50700492,1,10,-,2,0,4,0,0
3, Recaste sua Armadura de Perna de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-493,493,3,"51,1;945,6", Lv 3 Recasting de Armadura de Perna de Cristal ,"51,2,1,6000;51,3,1,4000",1.0,0,50700493,1,10,-,2,0,4,0,0
3, Recaste seu Arco de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-494,494,3,"289,1;945,6", Lv 3 Recasting de Arco de Cristal ,"289,2,1,6000;289,3,1,4000",1.0,0,50700494,1,10,-,2,0,4,0,0
3, Recaste sua Manopla de Pedra de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-495,495,3,"54,1;945,6", Lv 3 Recasting de Manopla de Pedra de Cristal ,"54,2,1,6000;54,3,1,4000",1.0,0,50700495,1,10,-,2,0,4,0,0
3, Recaste seu Capacete de Pedra de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-496,496,3,"45,1;945,6", Lv 3 Recasting de Capacete de Pedra de Cristal ,"45,2,1,6000;45,3,1,4000",1.0,0,50700496,1,10,-,2,0,4,0,0
3, Recaste sua Armadura de Pedra de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-497,497,3,"48,1;945,6", Lv 3 Recasting de Armadura de Pedra de Cristal ,"48,2,1,6000;48,3,1,4000",1.0,0,50700497,1,10,-,2,0,4,0,0
3, Recaste seus Sapatos de Pedra de Cristal. O nível de aprimoramento não será mantido.,2,recipe-icon-498,498,3,"57,1;945,6", Lv 3 Recasting de Sapatos de Pedra de Cristal ,"57,2,1,6000;57,3,1,4000",1.0,0,50700498,1,10,-,2,0,4,0,0
3, Recaste suas Calças de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-499,499,3,"106,1;947,6", Lv 3 Recasting de Calça de Agricultura ,"106,2,1,6000;106,3,1,4000",1.0,0,50700499,1,10,-,1,0,4,0,0
3, Recaste suas Luvas de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-500,500,3,"109,1;947,6", Lv 3 Recasting de Luvas de Agricultura ,"109,2,1,6000;109,3,1,4000",1.0,0,50700500,1,10,-,1,0,4,0,0
3, Recaste sua Jaqueta de Agricultura. O nível de aprimoramento não será mantido.,2,recipe-icon-501,501,3,"103,1;947,6", Lv 3 Recasting de Jaqueta de Agricultura ,"103,2,1,6000;103,3,1,4000",1.0,0,50700501,1,10,-,1,0,4,0,0
3, Recaste suas Calças de Coleta. O nível de aprimoramento não será mantido.,2,recipe-icon-503,503,3,"946,6;124,1", Lv 3 Recasting de Calça de Coleta ,"124,2,1,6000;124,3,1,4000",1.0,0,50700503,1,10,-,3,0,4,0,0
3, Recaste sua Picareta Abençoada. O nível de aprimoramento não será mantido.,2,recipe-icon-504,504,3,"90,1;946,6", Lv 3 Recasting de Picareta Abençoada ,"90,2,1,6000;90,3,1,4000",1.0,0,50700504,1,10,-,3,0,4,0,0
3, Recaste sua Enxada Abençoada. O nível de aprimoramento não será mantido.,2,recipe-icon-505,505,3,"82,1;947,6", Lv 3 Recasting de Enxada Abençoada ,"82,2,1,6000;82,3,1,4000",1.0,0,50700505,1,10,-,1,0,4,0,0
3, Recaste sua Chaleira Abençoada. O nível de aprimoramento não será mantido.,2,recipe-icon-506,506,3,"86,1;947,6", Lv 3 Recasting de Chaleira Abençoada ,"86,2,1,6000;86,3,1,4000",1.0,0,50700506,1,10,-,1,0,4,0,0
4, Recaste sua Enxada Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-507,507,4,"299,1;947,12", Lv 4 Recasting de Enxada Dourada ,"299,2,1,4736;299,3,1,3157;299,4,1,2105",1.0,0,50600507,1,10,-,1,0,4,0,2000
4, Recaste seu Casaco de Lutador Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-508,508,4,"336,1;945,12", Lv 4 Recasting de Casaco de Lutador Dourado ,"336,2,1,4736;336,3,1,3157;336,4,1,2105",1.0,0,50600508,1,10,-,2,0,4,0,2000
4, Recaste suas Calças de Agricultor Douradas. O nível de aprimoramento não será mantido.,2,recipe-icon-509,509,4,"353,1;947,12", Lv 4 Recasting de Calça de Agricultor Dourada ,"353,2,1,4736;353,3,1,3157;353,4,1,2105",1.0,0,50600509,1,10,-,1,0,4,0,2000
4, Recaste seus Sapatos de Agricultor Dourados. O nível de aprimoramento não será mantido.,2,recipe-icon-510,510,4,"354,1;947,12", Lv 4 Recasting de Sapatos de Agricultor Dourados ,"354,2,1,4736;354,3,1,3157;354,4,1,2105",1.0,0,50600510,1,10,-,1,0,4,0,2000
4, Recaste sua Luva de Lutador Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-511,511,4,"337,1;945,12", Lv 4 Recasting de Luva de Lutador Dourada ,"337,2,1,4736;337,3,1,3157;337,4,1,2105",1.0,0,50600511,1,10,-,2,0,4,0,2000
4, Recaste seu Chapéu de Lutador Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-512,512,4,"335,1;945,12", Lv 4 Recasting de Chapéu de Lutador Dourado ,"335,2,1,4736;335,3,1,3157;335,4,1,2105",1.0,0,50600512,1,10,-,2,0,4,0,2000
4, Recaste seu Martelo Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-513,513,4,"444,1;945,12", Lv 4 Recasting de Martelo Dourado ,"444,2,1,4736;444,3,1,3157;444,4,1,2105",1.0,0,50600513,1,10,-,2,0,4,0,2000
4, Recaste seu Machado Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-514,514,4,"300,1;946,12", Lv 4 Recasting de Machado Dourado ,"300,2,1,4736;300,3,1,3157;300,4,1,2105",1.0,0,50600514,1,10,-,3,0,4,0,2000
4, Recaste seu Casaco de Coleta Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-515,515,4,"321,1;946,12", Lv 4 Recasting de Casaco de Coleta Dourado ,"321,2,1,4736;321,3,1,3157;321,4,1,2105",1.0,0,50600515,1,10,-,3,0,4,0,2000
4, Recaste seus Sapatos de Coleta Dourados. O nível de aprimoramento não será mantido.,2,recipe-icon-516,516,4,"324,1;946,12", Lv 4 Recasting de Sapatos de Coleta Dourados ,"324,2,1,4736;324,3,1,3157;324,4,1,2105",1.0,0,50600516,1,10,-,3,0,4,0,2000
4, Recaste suas Calças de Lutador Douradas. O nível de aprimoramento não será mantido.,2,recipe-icon-517,517,4,"338,1;945,12", Lv 4 Recasting de Calça de Lutador Dourada ,"338,2,1,4736;338,3,1,3157;338,4,1,2105",1.0,0,50600517,1,10,-,2,0,4,0,2000
4, Recaste seus Sapatos de Lutador Dourados. O nível de aprimoramento não será mantido.,2,recipe-icon-518,518,4,"339,1;945,12", Lv 4 Recasting de Sapatos de Lutador Dourados ,"339,2,1,4736;339,3,1,3157;339,4,1,2105",1.0,0,50600518,1,10,-,2,0,4,0,2000
4, Recaste suas Calças de Coleta Douradas. O nível de aprimoramento não será mantido.,2,recipe-icon-519,519,4,"323,1;946,12", Lv 4 Recasting de Calça de Coleta Dourada ,"323,2,1,4736;323,3,1,3157;323,4,1,2105",1.0,0,50600519,1,10,-,3,0,4,0,2000
4, Recaste seu Casaco de Agricultor Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-520,520,4,"351,1;947,12", Lv 4 Recasting de Casaco de Agricultor Dourado ,"351,2,1,4736;351,3,1,3157;351,4,1,2105",1.0,0,50600520,1,10,-,1,0,4,0,2000
4, Recaste seu Arco Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-521,521,4,"450,1;945,12", Lv 4 Recasting de Arco Dourado ,"450,2,1,4736;450,3,1,3157;450,4,1,2105",1.0,0,50600521,1,10,-,2,0,4,0,2000
4, Recaste sua Escova Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-522,522,4,"456,1;947,12", Lv 4 Recasting de Escova Dourada ,"456,2,1,4736;456,3,1,3157;456,4,1,2105",1.0,0,50600522,1,10,-,1,0,4,0,2000
4, Recaste sua Luva de Agricultor Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-523,523,4,"352,1;947,12", Lv 4 Recasting de Luva de Agricultor Dourada ,"352,2,1,4736;352,3,1,3157;352,4,1,2105",1.0,0,50600523,1,10,-,1,0,4,0,2000
4, Recaste sua Luva de Coleta Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-524,524,4,"322,1;946,12", Lv 4 Recasting de Luva de Coleta Dourada ,"322,2,1,4736;322,3,1,3157;322,4,1,2105",1.0,0,50600524,1,10,-,3,0,4,0,2000
4, Recaste seu Chapéu de Coleta Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-525,525,4,"320,1;946,12", Lv 4 Recasting de Chapéu de Coleta Dourado ,"320,2,1,4736;320,3,1,3157;320,4,1,2105",1.0,0,50600525,1,10,-,3,0,4,0,2000
4, Recaste seu Chapéu de Agricultor Dourado. O nível de aprimoramento não será mantido.,2,recipe-icon-526,526,4,"350,1;947,12", Lv 4 Recasting de Chapéu de Agricultor Dourado ,"350,2,1,4736;350,3,1,3157;350,4,1,2105",1.0,0,50600526,1,10,-,1,0,4,0,2000
4,@@ Recaste sua Chaleira Dourada. O nível de aprimoramento não será mantido.,2,recipe-icon-528,528,4,"304,1;947,12",Nível 4 Recasting da Chaleira Dourada,"304,2,1,4736;304,3,1,3157;304,4,1,2105",1.0,0,50600528,1,10,-,1,0,4,0,2000
4, Recaste sua Picareta de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-529,529,4,"301,1;946,12", Nível 4 Recasting da Picareta Dourada,"301,2,1,4736;301,3,1,3157;301,4,1,2105",1.0,0,50600529,1,10,-,3,0,4,0,2000
5, Recaste sua Enxada de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-530,530,5,"305,1;947,23", Nível 5 Recasting da Enxada de Diamante,"305,2,1,4426;305,3,1,2950;305,4,1,1967;305,5,1,655",1.0,0,50500530,1,10,-,1,0,4,0,3000
5, Recaste seu Casaco de Lutador de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-531,531,5,"341,1;945,23", Nível 5 Recasting do Casaco de Lutador de Diamante,"341,2,1,4426;341,3,1,2950;341,4,1,1967;341,5,1,655",1.0,0,50500531,1,10,-,2,0,4,0,3000
5, Recaste suas Calças de Fazendeiro de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-532,532,5,"358,1;947,23", Nível 5 Recasting das Calças de Fazendeiro de Diamante,"358,2,1,4426;358,3,1,2950;358,4,1,1967;358,5,1,655",1.0,0,50500532,1,10,-,1,0,4,0,3000
5, Recaste seus Sapatos de Fazendeiro de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-533,533,5,"359,1;947,23", Nível 5 Recasting dos Sapatos de Fazendeiro de Diamante,"359,2,1,4426;359,3,1,2950;359,4,1,1967;359,5,1,655",1.0,0,50500533,1,10,-,1,0,4,0,3000
5, Recaste sua Luva de Lutador de Diamante. O nível de aprimoramento não será mantido.,2,recipe-icon-534,534,5,"342,1;945,23", Nível 5 Recasting da Luva de Lutador de Diamante,"342,2,1,4426;342,3,1,2950;342,4,1,1967;342,5,1,655",1.0,0,50500534,1,10,-,2,0,4,0,3000
