desc-string,duration-int,effectType-int,id-int,isRepeat-bool,maxLayer-int,parameters-int[],showBuffIcon-bool,buffIcon-string,parameters2-int[][],effectInterval-int,effectFlag-int[],effectImmuneFlag-int[],entityEffect-string
 Coletar Maestria,-1,7,308,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,309,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,310,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,311,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,312,0,20,,0,,"55,1,5",,,,
 Coletar Maestria,-1,7,313,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,314,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,315,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,316,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,317,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,318,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,319,0,20,,0,,"29,1,5",,,,
 Coletar Maestria,-1,7,320,0,20,,0,,"29,1,5",,,,
Coleção de Maestria,-1,7,321,0,20,,0,,"29,1,5",,,,
 Coleção de Maestria,-1,7,322,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,323,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,324,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,325,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,326,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,327,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,328,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,329,0,20,,0,,"56,1,5",,,,
 Coleção de Maestria,-1,7,330,0,20,,0,,"56,1,5",,,,
 Aumenta o poder de ataque na coleta de grama em 5%,5000,7,331,0,,,1,buff-icon-331,"51,2,50",,,,
 Aumenta o poder de ataque na coleta de árvores em 10%,5000,7,332,0,,,1,buff-icon-332,"22,2,50",,,,
 Aumenta o poder de ataque na coleta de minérios em 20%,5000,7,333,0,,,1,buff-icon-333,"29,2,50",,,,
 Aumenta o poder de ataque na coleta de grama em 5%,5000,7,334,0,,,1,buff-icon-334,"51,2,100",,,,
 Aumenta o poder de ataque na coleta de árvores em 10%,5000,7,335,0,,,1,buff-icon-335,"22,2,100",,,,
 Aumenta o poder de ataque na coleta de minérios em 20%,5000,7,336,0,,,1,buff-icon-336,"29,2,100",,,,
 Aumenta o poder de ataque na coleta de grama em 5%,5000,7,337,0,,,1,buff-icon-337,"51,2,200",,,,
 Aumenta o poder de ataque na coleta de árvores em 10%,5000,7,338,0,,,1,buff-icon-338,"22,2,200",,,,
 Aumenta o poder de ataque na coleta de minérios em 20%,5000,7,339,0,,,1,buff-icon-339,"29,2,200",,,,
 Aumenta a proficiência na coleta de grama em 5%,5000,7,340,0,,,1,buff-icon-340,"54,2,50",,,,
 Aumenta a proficiência na coleta de árvores em 10%,5000,7,341,0,,,1,buff-icon-341,"55,2,50",,,,
 Aumenta a proficiência na coleta de minérios em 20%,5000,7,342,0,,,1,buff-icon-342,"56,2,50",,,,
 Aumenta a proficiência na coleta de grama em 5%,5000,7,343,0,,,1,buff-icon-343,"54,2,100",,,,
 Aumenta a proficiência na coleta de árvores em 10%,5000,7,344,0,,,1,buff-icon-344,"55,2,100",,,,
 Aumenta a proficiência na coleta de minérios em 20%,5000,7,345,0,,,1,buff-icon-345,"56,2,100",,,,
 Aumenta a proficiência na coleta de grama em 5%,5000,7,346,0,,,1,buff-icon-346,"54,2,200",,,,
 Aumenta a proficiência na coleta de árvores em 10%,5000,7,347,0,,,1,buff-icon-347,"55,2,200",,,,
 Aumenta a proficiência na coleta de minérios em 20%,5000,7,348,0,,,1,buff-icon-348,"56,2,200",,,,
 Atualização de Atropelamento de Guerra 1,-1,15,349,0,,,0,,"63,1,3,350",,,,
 Efeito de Desaceleração da Bola da Atualização de Atropelamento de Guerra 1,3000,7,350,0,,,0,,"7,2,-200",,,,
 Atualização de Atropelamento de Guerra 2,-1,15,351,0,,,0,,"63,1,3,350",,,,
 Efeito de Atordoamento da Bola da Atualização de Atropelamento de Guerra 2,3000,8,352,0,1,,1,buff-icon-352,,,,,
 Atualização 1 de Atropelamento de Guerra 2,-1,15,353,0,,,0,,"64,1,3,358",,,,
 Efeito de Desaceleração da Bola da Atualização 1 de Atropelamento de Guerra 2,10000,7,354,0,,,0,,"7,2,300,,2",,,,
 Atualização 2 de Atropelamento de Guerra 2,-1,15,355,0,,,0,,"64,1,3,360",,,,
 Efeito de Atordoamento da Bola da Atualização 2 de Atropelamento de Guerra 2,3000,8,356,0,1,,1,buff-icon-356,,,,,
 Atualização 1 de Atropelamento de Guerra 3,-1,15,357,0,,,0,,"65,1,3,358",,,,
 Efeito de Desaceleração da Bola da Atualização 1 de Atropelamento de Guerra 3,3000,7,358,0,,,0,,"7,2,-200",,,,
 Atualização 2 de Atropelamento de Guerra 3,-1,15,359,0,,,0,,"65,1,3,360",,,,
 Efeito de Atordoamento da Bola da Atualização 2 de Atropelamento de Guerra 3,3000,8,360,0,1,,1,buff-icon-360,,,,,
 Atualização 1 de Investida de Touro 1,-1,15,361,0,,,0,,"122,1,3,362",,,,
 Efeito de Bola da Atualização 1 de Investida de Touro 1,5000,7,362,0,,,0,,"7,2,-200",,,,
 Atualização 2 de Investida de Touro 1,-1,15,363,0,,,0,,"122,1,3,364",,,,
 Efeito de Bola da Atualização 2 de Investida de Touro 1,5000,7,364,0,,,0,,"7,2,-200",,,,
 Atualização 1 de Investida de Touro 2,-1,15,365,0,,,0,,"123,1,3,366",,,,
 Efeito de Bola da Atualização 1 de Investida de Touro 2,5000,7,366,0,,,0,,"7,2,-200",,,,
 Atualização 2 de Investida de Touro 2,-1,15,367,0,,,0,,"123,1,3,368",,,,
 Efeito de Bola da Atualização 2 de Investida de Touro 2,5000,7,368,0,,,0,,"7,2,-200",,,,
 Atualização 1 de Investida de Touro 3,-1,15,369,0,,,0,,"124,1,3,370",,,,
 Efeito de Bola da Atualização 1 de Investida de Touro 3,5000,7,370,0,,,0,,"7,2,-200",,,,
Bull Rush 3 Upgrade 2,-1,15,371,0,,,0,,"124,1,3,372",,,,
 Efeito da Bola de Ataque do Upgrade 2 do Bull Rush 3,5000,7,372,0,,,0,,"7,2,-200",,,,
 Blade Flurry 1 Upgrade 1,-1,15,373,0,,,0,,"137,1,3,374",,,,
 Efeito da Bola de Ataque do Upgrade 1 do Blade Flurry 1,5000,7,374,0,,,0,,"7,2,-200",,,,
 Blade Flurry 1 Upgrade 2,-1,15,375,0,,,0,,"137,1,3,376",,,,
 Efeito da Bola de Ataque do Upgrade 2 do Blade Flurry 1,5000,7,376,0,,,0,,"7,2,-200",,,,
 Blade Flurry 2 Upgrade 1,-1,15,377,0,,,0,,"487,1,3,378",,,,
 Efeito da Bola de Ataque do Upgrade 1 do Blade Flurry 2,300,2,378,0,,250,0,,,,,,
 Blade Flurry 2 Upgrade 2,-1,15,379,0,,,0,,"487,1,3,380",,,,
 Efeito da Bola de Ataque do Upgrade 2 do Blade Flurry 2,2000,8,380,0,,,0,,,,,,
 Blade Flurry 3 Upgrade 1,-1,15,381,0,,,0,,"139,1,3,382",,,,
 Efeito da Bola de Ataque do Upgrade 1 do Blade Flurry 3,5000,7,382,0,,,0,,"7,2,-200",,,,
 Blade Flurry 3 Upgrade 2,-1,15,383,0,,,0,,"139,1,3,384",,,,
 Efeito da Bola de Ataque do Upgrade 2 do Blade Flurry 3,5000,7,384,0,,,0,,"7,2,-200",,,,
 Dano base (coeficiente milésimo),0,1,385,0,1,"750,1,2",0,,,,,,
 Dano base (coeficiente milésimo),0,1,386,0,1,"1250,1,2",0,,,,,,
 Dano base (coeficiente milésimo),0,1,387,0,1,"300,1,2",0,,,,,,
 Dano base (coeficiente milésimo),0,1,388,0,1,"1500,1,2",0,,,,,,
 Reduzir a velocidade em 50%,10000,7,390,0,10,,0,buff-icon-390,"7,2,-200",,,,SkillEffect_Slowdown
 Queimando,5000,9,391,0,5,"100,1",0,,,500,,,SkillEffect_Burning
 Flash Amarelo,334,2,392,0,1,"500,0,1",0,,,,,,Flash 13
 Perder,5000,7,393,0,1,,1,,"17,2,500",,,,Flash 13
 Limpar,1000,4,394,0,1,,1,,,,,,Flash 13
 Vazio,-1,31,395,0,875,231,0,buff-icon-395,"1,2,0;2,2,9,150;2,1,419,500",10000,,,
 Vazio,-1,31,396,0,6,233,0,buff-icon-396,"2,1,227,1;2,1,391,5;2,1,419,-1",10000,,,
 Vazio,-1,31,397,0,10,235,0,buff-icon-397,"2,2,3,1;2,1,391,5;2,1,419,-1",10000,,,
 Vazio,-1,31,398,0,10,235,0,buff-icon-398,"2,2,3,1;2,1,418,5",10000,,,
 Vazio,-1,31,399,0,6,233,0,buff-icon-399,"2,1,227,1;2,1,416,5",10000,,,
 Vazio,-1,31,400,0,1500,231,0,buff-icon-400,"1,2,0;2,2,9,150;2,1,419,-500;2,1,391,1000",10000,,,
 Vazio,-1,31,401,0,2000,231,0,buff-icon-401,"1,2,0;2,2,9,150",10000,,,
 Vazio,-1,31,402,0,15,235,0,buff-icon-402,"2,2,3,1;2,1,391,5",10000,,,
 Vazio,-1,31,403,0,9,233,0,buff-icon-403,"2,1,227,1;2,1,416,5;2,1,391,5",10000,,,
 Perfuração,3000,9,404,0,5,"10,1",1,buff-icon-404,,500,,,
 Vazio,300,2,414,0,1,"300,0,-1",0,,,,,,
 Vazio,2000,7,416,0,1,,0,,"10,1,0",,,,
 Vazio,2000,7,417,0,1,,0,,"10,1,0",,,,
 Vazio,2000,7,418,0,1,,0,,"10,1,0",,,,
 Vazio,2000,7,419,0,1,,0,,"10,1,0",1000,,,SkillEffect_watering
 Vazio,2000,7,420,0,1,,0,,"10,1,0",,,,
 Vazio,-1,31,421,0,9,235,0,buff-icon-421,"2,2,3,1;2,1,419,3",10000,,,
 Vazio,10000,7,422,0,1,,0,,"13,2,-200;14,2,-500",,,,SkillEffect_FrostyLord_Weak
 Vazio,10000,7,423,0,1,,0,,"10,1,0",,,,SkillEffect_FrostyLord_Angry
 Vazio,-1,31,424,0,2000,422,0,buff-icon-424,"1,2,0;2,2,9,150",10000,,,
 Vazio,1600,12,425,0,5,,0,,"1,5;387,445,456,730",400,,,
 Imbatível por 2 segundos,2000,5,426,0,10,,0,buff-icon-426,,,,,
 Cura,0,7,427,0,1,,0,,"10,1,320",,,,
 Aumentar o poder de ataque,60000,7,428,0,1,,1,buff-icon-428,"13,1,50",,,,
 Aumentar a velocidade de movimento,60000,7,429,0,1,,1,buff-icon-429,"7,1,200",,,,
 Aumentar a taxa de acerto crítico,60000,7,430,0,1,,1,buff-icon-430,"20,1,120",,,,
 Aumentar a saúde máxima,60000,7,431,0,1,,1,buff-icon-431,"11,1,200",,,,
Aumentar defesa,60000,7,432,0,1,,1,buff-icon-432,"15,1,20",,,,
 Cura,0,7,433,0,1,,0,,"10,1,400",,,,
 Aumentar poder de ataque,60000,7,434,0,1,,1,buff-icon-434,"13,1,60",,,,
 Aumentar velocidade de movimento,60000,7,435,0,1,,1,buff-icon-435,"7,1,240",,,,
 Aumentar taxa de acerto crítico,60000,7,436,0,1,,1,buff-icon-436,"20,1,150",,,,
 Aumentar saúde máxima,60000,7,437,0,1,,1,buff-icon-437,"11,1,240",,,,
 Aumentar defesa,60000,7,438,0,1,,1,buff-icon-438,"15,1,25",,,,
 Cura,0,7,439,0,1,,0,,"10,1,480",,,,
 Aumentar poder de ataque,60000,7,440,0,1,,1,buff-icon-440,"13,1,70",,,,
 Aumentar velocidade de movimento,60000,7,441,0,1,,1,buff-icon-441,"7,1,280",,,,
 Aumentar taxa de acerto crítico,60000,7,442,0,1,,1,buff-icon-442,"20,1,180",,,,
 Aumentar saúde máxima,60000,7,443,0,1,,1,buff-icon-443,"11,1,280",,,,
 Aumentar defesa,60000,7,444,0,1,,1,buff-icon-444,"15,1,30",,,,
" Atordoado por 0,75s",750,8,445,0,1,,1,buff-icon-445,,,,,
" Atordoado por 0,5s",500,8,446,0,1,,1,buff-icon-446,,,,,
 Vazio,-1,31,447,0,7500,231,0,buff-icon-447,"1,2,0;2,1,227,2500",10000,,,
 Vazio,-1,31,448,0,9,233,0,buff-icon-448,"2,1,227,1;2,1,391,5",10000,,,
 Vazio,-1,31,449,0,9,233,0,buff-icon-449,"2,1,227,1;2,1,391,5",10000,,,
 Vazio,-1,31,450,0,7500,231,0,buff-icon-450,"1,2,0;2,1,227,2500",10000,,,
 Vazio,-1,31,451,0,9,233,0,buff-icon-451,"2,1,227,1;2,1,391,5",10000,,,
 Vazio,-1,31,452,0,15,235,0,buff-icon-452,"2,2,3,1;2,1,391,5",10000,,,
 Vazio,-1,31,453,0,9,233,0,buff-icon-453,"2,1,227,1;2,1,391,5;2,1,416,5",10000,,,
 Vazio,-1,31,454,0,15,235,0,buff-icon-454,"2,2,3,1;2,1,227,5",10000,,,
 Vazio,-1,31,455,0,15,235,0,buff-icon-455,"2,2,3,1;2,1,391,5",10000,,,
" Recuar 2,5M",300,3,456,0,1,250,0,,,,,,
 Recuar 5M,500,3,457,0,1,500,0,,,,,,
 Dano base para armadilha,0,1,458,0,1,"1,1,2",0,,,,,,
 Ressuscitar com 20% da vida,0,33,459,0,1,200,0,,,,,,
 Vazio,1400,2,460,0,1,"1200,0,1",0,,,,,,
 Vazio,1400,12,461,0,3,,0,,"1,1;462,239,730",700,,,
 Vazio,1000,1,462,0,2,"300,1,2",0,,,1000,,,
 Vazio,2000,5,463,0,10,,0,buff-icon-463,,,,,
 Vazio,500,5,464,0,10,,0,buff-icon-464,,,,,
 Vazio,10000,7,465,0,1,,1,buff-icon-465,"13,2,75;10,1,50,11,4",,,,
 Vazio,1000,12,466,0,1,,0,,"2,5;465",,,,
 Vazio,2000,5,467,1,10,,0,buff-icon-467,,,,,
 Vazio,500,6,468,0,1,"200,1000,0,1,1",0,,,,,,
 Aumenta a Felicidade do Animal de Estimação em 15s,1000,2,469,0,1,"1500,600,1",0,,,,,,
 Atordoado por 2s,15000,7,470,0,1,,1,buff-icon-470,"46,2,50",,,,Skill_lovelyTouch
 Vazio,2000,8,471,0,1,,1,buff-icon-471,,,,,
 Vazio,1000,10,472,0,1,"1,456,445",0,,,100,,,
 Vazio,1333,2,473,0,1,"1200,0,1",0,,,,,,
 Vazio,100,12,474,0,1,,0,,"1,4;15,730",,,,
 Vazio,666,6,475,0,1,"0,1000,500,1,1",0,,,,,,
 Vazio,-1,31,476,0,9,233,0,,"2,1,227,1;2,1,391,5",10000,,,
 Vazio,-1,31,477,0,10000,231,0,,"1,2,0;2,1,391,2500",10000,,,
 Vazio,-1,31,478,0,10000,231,0,,"1,2,0;2,1,227,2500",10000,,,
 Vazio,-1,31,479,0,7500,231,0,,"1,2,0;2,1,227,2500",10000,,,
Vazio,-1,31,480,0,9,233,0,,"2,1,227,1",10000,,,
 Vazio,-1,31,481,0,15,235,0,,"2,2,3,1;2,1,227,5",10000,,,
@@ Vazio,-1,34,482,1,2,,0,,"1,98,1800000,1,5,4,4",120000,,,
 Invencível 1s,1000,4,483,0,1,,0,,,,,,
 Invencível 2s,2000,4,484,0,1,,0,,,,,,
 Invencível 3s,3000,4,485,0,1,,0,,,,,,
 Vazio,300,2,486,0,1,"300,0,-1",0,,,,,,
 Vazio,350,6,487,0,1,"250,750,100,1,1",0,,,,,,
 Vazio,3000,7,488,0,1,,0,,"16,1,10000",,,,
 Vazio,5000,35,489,0,1,491,0,buff-icon-489,,1000,,,
 Vazio,5000,35,490,1,1,492,1,buff-icon-490,,500,,,
 Vazio,100,9,491,0,1,"200,1",0,buff-icon-491,,500,,,
 Vazio,100,7,492,0,1,,1,buff-icon-492,"7,2,-500",500,,,
 Vazio,5000,35,493,1,1,494,1,buff-icon-493,,500,,,
 Redução de velocidade em 90%,100,7,494,0,1,,1,buff-icon-494,"10,1,320",1000,,,
 Vazio,3000,7,495,0,1,,1,buff-icon-495,"7,2,-500",,,,
 Vazio,1800000,34,496,1,2,,0,,"1,102,1800000,1,5,5,5",1800000,,,
 Vazio,1800000,34,497,1,1,,0,,"1,42,1800000,1,5,6,6",1800000,,,
 Vazio,1800000,34,498,1,1,,0,,"1,35,1800000,1,5,1,1",1800000,,,
 Vazio,1800000,34,499,1,1,,0,,"1,36,1800000,1,5,1,1",1800000,,,
 Vazio,-1,35,500,0,1,494,0,,,100,,,
 Vazio,433,2,501,0,1,"1200,0,1",0,,,,,,
 Vazio,250,2,502,0,1,"150,0,0",0,,,,,,
 Vazio,350,2,503,0,1,"-300,250,0",0,,,,,,
 Vazio,-1,7,504,0,1,,0,,"16,2,20",,,,
 Vazio,-1,7,505,0,1,,0,,"16,2,20",,,,
 Cura,-1,7,506,0,1,,0,,"16,2,20",,,,
 Inspirar,5000,7,507,0,1,,1,buff-icon-507,"10,2,50",500,,,
 Vazio,10000,7,508,0,1,,1,buff-icon-508,"19,1,1000;20,2,-300,,2",,,,Skill_inspire_loop
 Vazio,5000,2,509,0,1,"100,50,1",0,,,50,,,
 Vazio,5000,35,510,1,1,512,1,,,100,,,
 Vazio,5000,35,511,1,1,492,1,buff-icon-511,,100,,,
 Anel de Cura,100,9,512,0,1,"100,1",0,,,500,,,
 Vazio,10000,35,513,1,1,514,1,,,100,,,Skill_healRing
 Desaceleração aditiva de 10%,-1,7,514,0,1,,0,,,1000,,,
 O status de Bully aumenta a defesa,3000,7,515,0,3,,1,buff-icon-515,"7,2,-200",100,,,SkillEffect_Speed_cut
 Vazio,5000,7,516,0,10,,1,buff-icon-516,"15,1,5",,,,Skill_DEF_BuffLoop
 Vazio,2900,12,518,0,1,,0,,"1,10;387,730",280,,,
 Vazio,,1,519,0,,"100,1,2",0,,,,,,
 Vazio,,3,521,0,,30,0,,,,,,
 Vazio,1900,12,523,0,1,,0,,"1,20;385,730",666,,,
" Debuff de Queimadura, causando dano contínuo aos inimigos atingidos",2750,12,525,0,1,,0,,"1,10;387,730",400,,,
 Vazio,10000,9,532,0,3,"10,1",1,buff-icon-532,,1000,,,SkillEffect_Burning
 Vazio,,33,533,0,,10,0,,,,,,
 Vazio,3000,12,535,0,1,,0,,"1,20;386,730",500,,,
 Vazio,2000,2,536,0,,"2000,0,1",0,,,,,,
 Vazio,3000,9,537,0,1,"10,1",0,,,500,,,
 Sangramento contínuo,1000,9,538,0,1,"100,1",0,,,500,,,
 Vazio,10000,9,541,1,1,"10,1",1,buff-icon-541,,1000,,,SkillEffect_bleed
 Desaceleração de 5% pode ser sobreposta,5000,35,544,0,1,491,0,,,100,,,
 Vazio,3000,7,545,0,10,,1,buff-icon-545,"7,2,-50,,2",300,,,
 Vazio,15000,7,546,0,1,,0,buff-icon-546,"7,2,300,,2",500,,,Skill_windup
@@ Vazio,2000,2,547,0,,"2000,0,1",0,,,,,,
 Vazio,1500,12,548,1,1,,0,,"1,5;387,730",500,,,
 Vazio,800,12,549,1,1,,0,,"1,5;387,730",200,,,
 Vazio,3000,12,550,1,1,,0,,"1,5;387,730",1400,,,
 Vazio,1400,12,551,1,1,,0,,"1,5;387,730",666,,,
 Vazio,500,12,552,1,1,,0,,"1,10;385,730",450,,,
 Vazio,4000,5,553,0,10,,0,buff-icon-553,,,,,
 Inimigos dentro do alcance desaceleram em 50% por 10 segundos,10000,7,554,0,1,,1,buff-icon-554,"7,4,-500,7,4",,,,SkillEffect_Speed_cut
 Movimente-se 80% mais rápido por 10 segundos,10000,7,555,0,1,,1,buff-icon-555,"7,4,500,7,4",,,,Skill_DEF_BuffLoop
 Vazio,3000,4,556,0,1,,1,,,,,,SkillEffect_invincible
 Vazio,350,6,557,0,1,"200,1000,0,1,1",0,,,,,,
 Vazio,5000,9,558,1,3,"10,1",1,,,500,,,SkillEffect_Poison
 Vazio,100,7,559,0,1,,0,buff-icon-559,"10,1,150,11,4",80,,,Skill_healRing
 Vazio,10000,31,560,0,3,562,0,,"2,1,561,1",-1,,,
 Vazio,-1,1,561,0,1,"1,1,2",0,,,1000,,,
 Vazio,,1,562,0,,"3000,2,2",0,,,,,,
 Concede a si mesmo 5% de dano por 10 segundos,10000,7,563,0,1,,1,buff-icon-563,"13,2,50,,2",,,,Skill_inspire_loop
 Dá às forças amigas 5% de dano por 10 segundos,10000,7,564,0,1,,1,buff-icon-564,"13,2,50,,2",,,,Skill_inspire_loop
 Aumenta sua velocidade de movimento em 50% por 10 segundos,10000,7,565,0,1,,1,buff-icon-565,"7,4,500,7,4",,,,Skill_DEF_BuffLoop
 Vazio,500,9,566,1,1,"100,4",1,buff-icon-566,,200,,,SkillEffect_Burning
 Vazio,2000,7,567,0,15,,1,buff-icon-567,"15,1,-5",,,,
 Vazio,1400,2,568,0,1,"1000,1100,1",0,,,,,,
 Vazio,1100,5,570,0,10,,0,,,,,,SkillEffect_invincible
 Vazio,500,9,573,1,1,"500,1",0,,,50,,,Skill_Linear_impact_hit
 Vazio,1800000,34,574,1,1,,0,,"1,106,1800000,1,5,1,1",1800000,,,
 Vazio,1800000,34,575,1,1,,0,,"1,105,1800000,1,5,1,1",1800000,,,
 Vazio,5000,35,576,0,1,,0,,,1000,,,SkillEffect_healRing
 Vazio,5000,35,577,1,1,,0,,,300,,,
 Cura,0,7,579,0,1,,0,,"10,1,560",,,,
 Aumenta o poder de ataque,60000,7,580,0,1,,1,buff-icon-580,"13,1,80",,,,
 Aumenta a velocidade de movimento,60000,7,581,0,1,,1,buff-icon-581,"7,1,320",,,,
 Aumenta a taxa de acerto crítico,60000,7,582,0,1,,1,buff-icon-582,"20,1,210",,,,
 Aumenta a saúde máxima,60000,7,583,0,1,,1,buff-icon-583,"11,1,320",,,,
 Aumenta a defesa,60000,7,584,0,1,,1,buff-icon-584,"15,1,35",,,,
 Cura,0,7,585,0,1,,0,,"10,1,640",,,,
 Aumenta o poder de ataque,60000,7,586,0,1,,1,buff-icon-586,"13,1,90",,,,
 Aumenta a velocidade de movimento,60000,7,587,0,1,,1,buff-icon-587,"7,1,360",,,,
 Aumenta a taxa de acerto crítico,60000,7,588,0,1,,1,buff-icon-588,"20,1,240",,,,
 Aumenta a saúde máxima,60000,7,589,0,1,,1,buff-icon-589,"11,1,360",,,,
 Aumenta a defesa,60000,7,590,0,1,,1,buff-icon-590,"15,1,40",,,,
 Cura,0,7,591,0,1,,0,,"10,1,720",,,,
 Aumenta o poder de ataque,60000,7,592,0,1,,1,buff-icon-592,"13,1,100",,,,
 Aumenta a velocidade de movimento,60000,7,593,0,1,,1,buff-icon-593,"7,1,400",,,,
 Aumenta a taxa de acerto crítico,60000,7,594,0,1,,1,buff-icon-594,"20,1,270",,,,
 Aumenta a saúde máxima,60000,7,595,0,1,,1,buff-icon-595,"11,1,400",,,,
 Aumenta a defesa,60000,7,596,0,1,,1,buff-icon-596,"15,1,45",,,,
 Vazio,800,9,597,1,1,"150,1",0,,,80,,,
 Aumenta a velocidade de movimento em 20% por 10 segundos,10000,7,598,0,1,,1,buff-icon-598,"7,4,200,7,4",,,,Skill_DEF_BuffLoop
 Vazio,0,7,599,0,1,,1,buff-icon-599,"10,2,10,,2",,,,
 Vazio,-1,5,600,0,,,0,,,,,,
Vazio,50,9,601,0,1,"300,4",0,,,40,,,
 Vazio,50,9,602,0,1,"100,4",0,,,40,,,
 Vazio,50,9,603,0,1,"200,4",0,,,40,,,
 Deslocamento frontal (cm),433,2,604,0,1,"500,222,1",0,,,,,,
 Vazio,433,2,605,0,1,"1000,222,-1",0,,,,,,
 Vazio,600000,12,606,0,1,,0,buff-icon-606,"1,30;609,730",500,,,SkillEffect_ring
 Vazio,333,2,608,0,1,"1000,0,1",0,,,,,,
 Vazio,50,9,609,0,,"25,4",0,,,40,,,
 Vazio,-1,7,610,0,1,,0,,"15,1,1200,55,4",,,,
 Vazio,-1,15,611,0,1,,0,,"323,1,0,610,640",,,,
 Vazio,-1,7,612,0,1,,0,,"15,1,1300,49,4",,,,
 Trans,-1,15,613,0,1,,0,,"26,1,0,610,640",,,,
 Vazio,-1,15,614,0,1,,0,,"25,1,0,610,640",,,,
 Vazio,-1,15,615,0,1,,0,,"22,1,0,612,641",,,,
 Vazio,-1,15,616,0,1,,0,,"21,1,0,612,641",,,,
 Vazio,-1,15,618,0,1,,0,,"30,1,0,612,641",,,,
 Vazio,,1,620,0,1,"100,1,2",0,,,,,,
 Vazio,,7,621,0,1,,0,,"10,2,-900",,,,
 Vazio,-1,35,622,1,1,491,0,,,100,,,
 Vazio,-1,31,625,0,15,235,0,,"2,2,3,1;2,1,227,5",10000,,,
 Vazio,-1,31,626,0,12500,231,0,,"1,2,0",10000,,,
 Vazio,-1,31,627,0,9,233,0,,"2,1,227,1",10000,,,
 Vazio,-1,31,628,0,9,233,0,,"2,1,227,1",10000,,,
 Vazio,-1,31,629,0,15000,231,0,,"1,2,0",10000,,,
 Vazio,-1,31,630,0,15,235,0,,"2,2,3,1;2,1,227,5",10000,,,
 Vazio,-1,31,631,0,17500,231,0,,"1,2,0",10000,,,
 Vazio,-1,31,632,0,9,233,0,,"2,1,227,1",10000,,,
 Vazio,-1,31,633,0,15,235,0,,"2,2,3,1;2,1,227,5",10000,,,
 Vazio,-1,31,634,0,50000,231,0,,"1,2,0",30000,,,
 Vazio,-1,31,635,0,50000,231,0,,"1,2,0",30000,,,
 Vazio,-1,31,636,0,60000,231,0,,"1,2,0",30000,,,
 Aumenta sua própria velocidade de movimento em 20%,-1,31,637,0,60000,231,0,,"1,2,0",30000,,,
 Vazio,-1,31,638,0,70000,231,0,,"1,2,0",30000,,,
 Vazio,-1,31,639,0,70000,231,0,,"1,2,0",30000,,,
 Vazio,-1,7,640,0,1,,0,,"11,1,4500,55,4",,,,
 Vazio,-1,7,641,0,1,,0,,"11,1,5000,49,4",,,,
 Evento do Capítulo - Fortaleza,,7,642,0,,,0,,"17,0,",,,,
 Evento do Capítulo - Fúria,300,6,643,0,1,"500,500,0,-1,0",0,,,,,,
 Evento do Capítulo - Maldição,30000,7,644,0,1,,1,buff-icon-644,"7,1,200,7,4",,,,
 Evento do Capítulo - Fraqueza,300,2,645,0,1,"200,0,-1",0,,,,,,
 Evento do Capítulo - Sacrifício de Sangue,100,6,647,0,1,"50,900,0,1,2",0,,,,,,
 Evento do Capítulo - Perfuração de Armadura,300,6,648,0,1,"1000,1500,0,-1,2",0,,,,,,
 Evento do Capítulo - Passivação,,6,649,0,,,0,,,,,,
 Evento do Capítulo - Fraqueza,-1,7,650,0,3,,0,,"15,1,150,15,4",,,,Event_Fortress
 Evento do Capítulo - Sacrifício de Sangue,-1,7,651,0,3,,0,,"13,1,75,13,4",,,,Event_Fury
,-1,7,652,0,3,,0,,"15,1,-150,15,4",,,,Event_Curse
,-1,7,653,0,3,,0,,"13,1,-75,13,4",,,,Event_Weakness
,-1,7,654,0,3,,0,,"11,1,100,11,4",,,,Event_Blood_sacrifice
Capítulo Evento - Perfuração de Armadura,-1,7,655,0,3,,0,,"15,1,-150,15,4",,,,Event_Armor_piercing
 Capítulo Evento - Passivação,-1,7,656,0,3,,0,,"13,1,-75,13,4",,,,Event_Passivation
Capítulo Evento - Guarda,-1,7,657,0,3,,0,,"15,1,150,15,4",,,,Event_Guard
 Capítulo Evento - Inspirar,-1,7,658,0,3,,0,,"13,1,75,13,4",,,,Event_Inspire
 Capítulo Evento - Apoiar,-1,7,659,0,3,,0,,"11,1,-100,11,4",,,,Event_Support
 Capítulo Evento - Ferrugem,-1,7,660,0,3,,0,,"51,1,-75,51,4;22,1,-75,22,4;29,1,-75,29,4",,,,Event_Rust
