designateOptions-string,details-string,difficulty-int,expReward-int[][],id-int,isSelfEnd-bool,itemReward-int,name-string,reputation-int,type-int,level-int[][],preTaskReq-int[],chanceOptions-string,unlockDungeon-int[]
,Gather work.,0,"3,84",67,1,129, Trabalho de coleta.,0,,,,"{""options"":[{""optionType"":3,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Gather work and turn in.,0,"3,84",68,1,129, Trabalho de coleta e entrega.,0,,,,"{""options"":[{""optionType"":1,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""66,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Give me these.,0,"3,84",69,1,129, Dê-me estes.,0,,,,"{""options"":[{""optionType"":3,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""58,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""62,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""66,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Gather work.,0,"3,118",70,1,130, Trabalho de coleta.,0,,,,"{""options"":[{""optionType"":3,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Gather work and turn in.,0,"3,118",71,1,130, Trabalho de coleta e entrega.,0,,,,"{""options"":[{""optionType"":1,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""67,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Give me these.,0,"3,118",72,1,130, Dê-me estes.,0,,,,"{""options"":[{""optionType"":3,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""59,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""63,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""67,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Gather work.,0,"3,168",73,1,131, Trabalho de coleta.,0,,,,"{""options"":[{""optionType"":3,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Gather work and turn in.,0,"3,168",74,1,131, Trabalho de coleta e entrega.,0,,,,"{""options"":[{""optionType"":1,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""60,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Give me these.,0,"3,168",75,1,131, Dê-me estes.,0,,,,"{""options"":[{""optionType"":3,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""68,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""64,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""60,2,200"",""guiderPoint"":0},{""optionType"":13,""value"":""870,89,603,10,5"",""guiderPoint"":30114},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""715,81,620,10,5"",""guiderPoint"":2101},{""optionType"":13,""value"":""693,82,690,10,5"",""guiderPoint"":3501},{""optionType"":13,""value"":""749,72,717,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""752,71,710,10,5"",""guiderPoint"":3401},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""829,93,495,10,5"",""guiderPoint"":3601},{""optionType"":13,""value"":""794,92,487,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""792,91,498,10,5"",""guiderPoint"":4501},{""optionType"":13,""value"":""566,95,805,10,5"",""guiderPoint"":20101},{""optionType"":13,""value"":""555,81,328,10,5"",""guiderPoint"":20102},{""optionType"":13,""value"":""727,80,276,10,5"",""guiderPoint"":20103},{""optionType"":13,""value"":""268,137,632,10,5"",""guiderPoint"":20201},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""657,81,512,10,5"",""guiderPoint"":30101},{""optionType"":13,""value"":""686,81,533,10,5"",""guiderPoint"":30102},{""optionType"":13,""value"":""679,81,533,10,5"",""guiderPoint"":30103},{""optionType"":13,""value"":""674,81,530,10,5"",""guiderPoint"":30104},{""optionType"":13,""value"":""339,91,732,10,5"",""guiderPoint"":20202},{""optionType"":13,""value"":""536,79,125,10,5"",""guiderPoint"":20203},{""optionType"":13,""value"":""368,124,304,10,5"",""guiderPoint"":20204},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""485,86,359,10,5"",""guiderPoint"":30105},{""optionType"":13,""value"":""914,83,643,10,5"",""guiderPoint"":30107},{""optionType"":13,""value"":""807,110,606,10,5"",""guiderPoint"":30108},{""optionType"":13,""value"":""876,88,584,10,5"",""guiderPoint"":30109},{""optionType"":13,""value"":""684,81,555,10,5"",""guiderPoint"":30110},{""optionType"":13,""value"":""708,82,565,10,5"",""guiderPoint"":30111},{""optionType"":13,""value"":""644,81,532,10,5"",""guiderPoint"":30112},{""optionType"":13,""value"":""888,89,610,10,5"",""guiderPoint"":30113}]}",
,Give me these.,0,"3,147",76,1,0, Dê-me estes.,0,,,,"{""options"":[{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""482,2,200"",""guiderPoint"":0}]}",
,Give me these.,0,"3,207",77,1,0, Dê-me estes.,0,,,,"{""options"":[{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""483,1,200"",""guiderPoint"":0}]}",
,Give me these.,0,"3,294",78,1,0, Dê-me estes.,0,,,,"{""options"":[{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""484,2,200"",""guiderPoint"":0}]}",
"{""options"":[{""optionType"":4,""value"":""6,10"",""guiderPoint"":2101}]}","Kill 10 Metal Mutts. Find Quincy to finish for this task. Someone may occasionally see him near the town, so you can go and look for him.",0,"2,314",80,0,0," Mate 10 Cães de Metal. Encontre Quincy para concluir esta tarefa. Alguém ocasionalmente pode vê-lo perto da cidade, então você pode ir procurá-lo.",0,2,,228,,
