bossEntityList-int[],entityList-int[][],entityMaximum-int,entityType-int,id-int,name-string,sceneAreaId-int,trapEntityList-int[][],desc-string,punishDesc-string
"1000,105,1,2500,2500",,6,2,205, Уровень вызова босса сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3000,3100;1000,11,2,3000,3100;1000,16,2,3000,3100;1000,37,2,3000,3100;1000,38,2,3000,3100;1000,44,2,3000,3100",6,2,206, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3100,3200;1000,11,2,3100,3200;1000,16,2,3100,3200;1000,37,2,3100,3200;1000,38,2,3100,3200;1000,44,2,3100,3200",6,2,207, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3200,3300;1000,11,2,3200,3300;1000,16,2,3200,3300;1000,37,2,3200,3300;1000,38,2,3200,3300;1000,44,2,3200,3300",6,2,208, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3300,3400;1000,11,2,3300,3400;1000,16,2,3300,3400;1000,37,2,3300,3400;1000,38,2,3300,3400;1000,44,2,3300,3400",6,2,209, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,106,1,3000,3000",,6,2,210, Уровень вызова босса сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3500,3600;1000,11,2,3500,3600;1000,16,2,3500,3600;1000,37,2,3500,3600;1000,38,2,3500,3600;1000,44,2,3500,3600",6,2,211, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3600,3700;1000,11,2,3600,3700;1000,16,2,3600,3700;1000,37,2,3600,3700;1000,38,2,3600,3700;1000,44,2,3600,3700",6,2,212, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3700,3800;1000,11,2,3700,3800;1000,16,2,3700,3800;1000,37,2,3700,3800;1000,38,2,3700,3800;1000,44,2,3700,3800",6,2,213, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,7,2,3800,3900;1000,11,2,3800,3900;1000,16,2,3800,3900;1000,37,2,3800,3900;1000,38,2,3800,3900;1000,44,2,3800,3900",6,2,214, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,106,1,3500,3500",,6,2,215, Уровень вызова босса сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4000,4100;1000,66,2,4000,4100;1000,67,2,4000,4100;1000,74,2,4000,4100;1000,75,2,4000,4100;1000,76,2,4000,4100",6,2,216, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4100,4200;1000,66,2,4100,4200;1000,67,2,4100,4200;1000,74,2,4100,4200;1000,75,2,4100,4200;1000,76,2,4100,4200",6,2,217, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4200,4300;1000,66,2,4200,4300;1000,67,2,4200,4300;1000,74,2,4200,4300;1000,75,2,4200,4300;1000,76,2,4200,4300",6,2,218, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4300,4400;1000,66,2,4300,4400;1000,67,2,4300,4400;1000,74,2,4300,4400;1000,75,2,4300,4400;1000,76,2,4300,4400",6,2,219, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,107,1,4000,4000",,6,2,220, Уровень вызова босса сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4500,4600;1000,66,2,4500,4600;1000,67,2,4500,4600;1000,74,2,4500,4600;1000,75,2,4500,4600;1000,76,2,4500,4600",6,2,221, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4600,4700;1000,66,2,4600,4700;1000,67,2,4600,4700;1000,74,2,4600,4700;1000,75,2,4600,4700;1000,76,2,4600,4700",6,2,222, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4700,4800;1000,66,2,4700,4800;1000,67,2,4700,4800;1000,74,2,4700,4800;1000,75,2,4700,4800;1000,76,2,4700,4800",6,2,223, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,65,2,4800,4900;1000,66,2,4800,4900;1000,67,2,4800,4900;1000,74,2,4800,4900;1000,75,2,4800,4900;1000,76,2,4800,4900",6,2,224, Уровень вызова сбора,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,107,1,4500,4500",,6,2,225,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5000,5100;1000,69,2,5000,5100;1000,70,2,5000,5100;1000,77,2,5000,5100;1000,78,2,5000,5100;1000,79,2,5000,5100",6,2,226,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5100,5200;1000,69,2,5100,5200;1000,70,2,5100,5200;1000,77,2,5100,5200;1000,78,2,5100,5200;1000,79,2,5100,5200",6,2,227,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5200,5300;1000,69,2,5200,5300;1000,70,2,5200,5300;1000,77,2,5200,5300;1000,78,2,5200,5300;1000,79,2,5200,5300",6,2,228,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5300,5400;1000,69,2,5300,5400;1000,70,2,5300,5400;1000,77,2,5300,5400;1000,78,2,5300,5400;1000,79,2,5300,5400",6,2,229,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,108,1,5000,5000",,6,2,230,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5500,5600;1000,69,2,5500,5600;1000,70,2,5500,5600;1000,77,2,5500,5600;1000,78,2,5500,5600;1000,79,2,5500,5600",6,2,231,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5600,5700;1000,69,2,5600,5700;1000,70,2,5600,5700;1000,77,2,5600,5700;1000,78,2,5600,5700;1000,79,2,5600,5700",6,2,232,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5700,5800;1000,69,2,5700,5800;1000,70,2,5700,5800;1000,77,2,5700,5800;1000,78,2,5700,5800;1000,79,2,5700,5800",6,2,233,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,68,2,5800,5900;1000,69,2,5800,5900;1000,70,2,5800,5900;1000,77,2,5800,5900;1000,78,2,5800,5900;1000,79,2,5800,5900",6,2,234,,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,108,1,5500,5500",,6,2,235,@@ Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6000,6100;1000,72,2,6000,6100;1000,73,2,6000,6100;1000,80,2,6000,6100;1000,82,2,6000,6100;1000,81,2,6000,6100",6,2,236, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6100,6200;1000,72,2,6100,6200;1000,73,2,6100,6200;1000,80,2,6100,6200;1000,82,2,6100,6200;1000,81,2,6100,6200",6,2,237, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6200,6300;1000,72,2,6200,6300;1000,73,2,6200,6300;1000,80,2,6200,6300;1000,82,2,6200,6300;1000,81,2,6200,6300",6,2,238, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6300,6400;1000,72,2,6300,6400;1000,73,2,6300,6400;1000,80,2,6300,6400;1000,82,2,6300,6400;1000,81,2,6300,6400",6,2,239, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,110,1,6000,6000",,6,2,240, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6500,6600;1000,72,2,6500,6600;1000,73,2,6500,6600;1000,80,2,6500,6600;1000,82,2,6500,6600;1000,81,2,6500,6600",6,2,241, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6600,6700;1000,72,2,6600,6700;1000,73,2,6600,6700;1000,80,2,6600,6700;1000,82,2,6600,6700;1000,81,2,6600,6700",6,2,242, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6700,6800;1000,72,2,6700,6800;1000,73,2,6700,6800;1000,80,2,6700,6800;1000,82,2,6700,6800;1000,81,2,6700,6800",6,2,243, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,71,2,6800,6900;1000,72,2,6800,6900;1000,73,2,6800,6900;1000,80,2,6800,6900;1000,82,2,6800,6900;1000,81,2,6800,6900",6,2,244, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,110,1,6500,6500",,6,2,245, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7000,7100;1000,86,2,7000,7100;1000,87,2,7000,7100;1000,88,2,7000,7100;1000,90,2,7000,7100;1000,89,2,7000,7100",6,2,246, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7100,7200;1000,86,2,7100,7200;1000,87,2,7100,7200;1000,88,2,7100,7200;1000,90,2,7100,7200;1000,89,2,7100,7200",6,2,247, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7200,7300;1000,86,2,7200,7300;1000,87,2,7200,7300;1000,88,2,7200,7300;1000,90,2,7200,7300;1000,89,2,7200,7300",6,2,248, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7300,7400;1000,86,2,7300,7400;1000,87,2,7300,7400;1000,88,2,7300,7400;1000,90,2,7300,7400;1000,89,2,7300,7400",6,2,249, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,109,1,7000,7000",,6,2,250, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7500,7600;1000,86,2,7500,7600;1000,87,2,7500,7600;1000,88,2,7500,7600;1000,90,2,7500,7600;1000,89,2,7500,7600",6,2,251, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7600,7700;1000,86,2,7600,7700;1000,87,2,7600,7700;1000,88,2,7600,7700;1000,90,2,7600,7700;1000,89,2,7600,7700",6,2,252, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7700,7800;1000,86,2,7700,7800;1000,87,2,7700,7800;1000,88,2,7700,7800;1000,90,2,7700,7800;1000,89,2,7700,7800",6,2,253, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,85,2,7800,7900;1000,86,2,7800,7900;1000,87,2,7800,7900;1000,88,2,7800,7900;1000,90,2,7800,7900;1000,89,2,7800,7900",6,2,254, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,109,1,7500,7500",,6,2,255, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8000,8100;1000,95,2,8000,8100;1000,92,2,8000,8100;1000,91,2,8000,8100;1000,96,2,8000,8100;1000,94,2,8000,8100",6,2,256, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8100,8200;1000,95,2,8100,8200;1000,92,2,8100,8200;1000,91,2,8100,8200;1000,96,2,8100,8200;1000,94,2,8100,8200",6,2,257, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8200,8300;1000,95,2,8200,8300;1000,92,2,8200,8300;1000,91,2,8200,8300;1000,96,2,8200,8300;1000,94,2,8200,8300",6,2,258, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8300,8400;1000,95,2,8300,8400;1000,92,2,8300,8400;1000,91,2,8300,8400;1000,96,2,8300,8400;1000,94,2,8300,8400",6,2,259, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,111,1,8000,8000",,6,2,260, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8500,8600;1000,95,2,8500,8600;1000,92,2,8500,8600;1000,91,2,8500,8600;1000,96,2,8500,8600;1000,94,2,8500,8600",6,2,261, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8600,8700;1000,95,2,8600,8700;1000,92,2,8600,8700;1000,91,2,8600,8700;1000,96,2,8600,8700;1000,94,2,8600,8700",6,2,262, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8700,8800;1000,95,2,8700,8800;1000,92,2,8700,8800;1000,91,2,8700,8800;1000,96,2,8700,8800;1000,94,2,8700,8800",6,2,263, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,93,2,8800,8900;1000,95,2,8800,8900;1000,92,2,8800,8900;1000,91,2,8800,8900;1000,96,2,8800,8900;1000,94,2,8800,8900",6,2,264, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,111,1,8500,8500",,6,2,265, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9000,9100;1000,99,2,9000,9100;1000,102,2,9000,9100;1000,100,2,9000,9100;1000,97,2,9000,9100;1000,98,2,9000,9100",6,2,266, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9100,9200;1000,99,2,9100,9200;1000,102,2,9100,9200;1000,100,2,9100,9200;1000,97,2,9100,9200;1000,98,2,9100,9200",6,2,267, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9200,9300;1000,99,2,9200,9300;1000,102,2,9200,9300;1000,100,2,9200,9300;1000,97,2,9200,9300;1000,98,2,9200,9300",6,2,268, Собирательный Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9300,9400;1000,99,2,9300,9400;1000,102,2,9300,9400;1000,100,2,9300,9400;1000,97,2,9300,9400;1000,98,2,9300,9400",6,2,269, Собирательный Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,112,1,9000,9000",,6,2,270, Фермерский Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9500,9600;1000,99,2,9500,9600;1000,102,2,9500,9600;1000,100,2,9500,9600;1000,97,2,9500,9600;1000,98,2,9500,9600",6,2,271, Фермерский Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9600,9700;1000,99,2,9600,9700;1000,102,2,9600,9700;1000,100,2,9600,9700;1000,97,2,9600,9700;1000,98,2,9600,9700",6,2,272, Фермерский Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9700,9800;1000,99,2,9700,9800;1000,102,2,9700,9800;1000,100,2,9700,9800;1000,97,2,9700,9800;1000,98,2,9700,9800",6,2,273, Фермерский Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,101,2,9800,9900;1000,99,2,9800,9900;1000,102,2,9800,9900;1000,100,2,9800,9900;1000,97,2,9800,9900;1000,98,2,9800,9900",6,2,274, Фермерский Уровень Босса Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
"1000,112,1,9500,9500",,6,2,275, Фермерский Уровень Вызова,44001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117;1000,131,2,18000,18000,118",,
,"1000,146,2,1000,1100;1000,147,2,1000,1100;1000,148,2,1000,1100",6,3,276, Фермерский Уровень Вызова,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1100,1200;1000,147,2,1100,1200;1000,148,2,1100,1200",6,3,277, Фермерский Уровень Вызова,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1200,1300;1000,147,2,1200,1300;1000,148,2,1200,1300",6,3,278, Фермерский Уровень Вызова,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1300,1400;1000,147,2,1300,1400;1000,148,2,1300,1400",6,3,279,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,824,1,1000,1000",,6,3,280,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1500,1600;1000,147,2,1500,1600;1000,148,2,1500,1600",6,3,281,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1600,1700;1000,147,2,1600,1700;1000,148,2,1600,1700",6,3,282,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1700,1800;1000,147,2,1700,1800;1000,148,2,1700,1800",6,3,283,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,146,2,1800,1900;1000,147,2,1800,1900;1000,148,2,1800,1900",6,3,284,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,824,1,1500,1500",,6,3,285,@@[1] Уровень вызова босса фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2000,2100;1000,150,2,2000,2100;1000,151,2,2000,2100",6,3,286,[2] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2100,2200;1000,150,2,2100,2200;1000,151,2,2100,2200",6,3,287,[3] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2200,2300;1000,150,2,2200,2300;1000,151,2,2200,2300",6,3,288,[4] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2300,2400;1000,150,2,2300,2400;1000,151,2,2300,2400",6,3,289,[5] Уровень вызова босса фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,825,1,2000,2000",,6,3,290,[6] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2500,2600;1000,150,2,2500,2600;1000,151,2,2500,2600",6,3,291,[7] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2600,2700;1000,150,2,2600,2700;1000,151,2,2600,2700",6,3,292,[8] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2700,2800;1000,150,2,2700,2800;1000,151,2,2700,2800",6,3,293,[9] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,149,2,2800,2900;1000,150,2,2800,2900;1000,151,2,2800,2900",6,3,294,[10] Уровень вызова босса фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,825,1,2500,2500",,6,3,295,[11] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3000,3100;1000,153,2,3000,3100;1000,154,2,3000,3100",6,3,296,[12] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3100,3200;1000,153,2,3100,3200;1000,154,2,3100,3200",6,3,297,[13] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3200,3300;1000,153,2,3200,3300;1000,154,2,3200,3300",6,3,298,[14] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3300,3400;1000,153,2,3300,3400;1000,154,2,3300,3400",6,3,299,[15] Уровень вызова босса фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,826,1,3000,3000",,6,3,300,[16] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3500,3600;1000,153,2,3500,3600;1000,154,2,3500,3600",6,3,301,[17] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3600,3700;1000,153,2,3600,3700;1000,154,2,3600,3700",6,3,302,[18] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3700,3800;1000,153,2,3700,3800;1000,154,2,3700,3800",6,3,303,[19] Уровень вызова фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,152,2,3800,3900;1000,153,2,3800,3900;1000,154,2,3800,3900",6,3,304,[20] Уровень вызова босса фермерства,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
"1000,826,1,3500,3500",,6,3,305,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
,"1000,413,2,4000,4100;1000,414,2,4000,4100;1000,415,2,4000,4100",6,3,306,,54001,"1000,128,2,18000,18000,115;1000,129,2,18000,18000,116;1000,130,2,18000,18000,117",,
